metric	value
analysis	two-sample isoform usage effect sizes; no p-values
sampleA_total_Salmon_NumReads	184328
sampleB_total_Salmon_NumReads	183117
sampleA_nonzero_transcripts	14456
sampleB_nonzero_transcripts	14479
quant_transcripts_joined_to_GENCODE	118149
genes_ranked	1186
min_gene_reads_each_sample	20
min_abs_usage_delta	0.25
candidate_gene_count	560
top_candidate_gene_symbol	DEFB110
top_candidate_gene_id	ENSG00000203970.3
top_candidate_transcript	ENST00000371148
top_candidate_max_abs_usage_delta	1
