Brain		BSS00071	AMMONS HORN	BRN.AMM			adult	84	year	male	tissue	ENCODE	Ammon_s_horn_male_adult_(84_years)	1.0																																							1.0
Brain		BSS00077	ANGULAR GYRUS	BRN.AG			adult	75	year	female	tissue	Roadmap	angular_gyrus_female_adult_(75_years)		1.0	1.0	1.0	1.0	1.0			1.0																															6.0
Brain		BSS00078	ANGULAR GYRUS	BRN.AG			adult	81	year	male	tissue	Roadmap	angular_gyrus_male_adult_(81_year)		1.0	1.0	1.0	1.0	1.0	1.0																																	6.0
Brain		BSS00089	ASTROCYTE	BRN.AST			unknown	unknown		unknown	primary cell	ENCODE	astrocyte	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0			2.0	2.0	2.0	2.0																									13.0
Brain		BSS00090	ASTROCYTE CEREBELLUM	BRN.AST.CRBLLM			unknown	unknown		unknown	primary cell	ENCODE	astrocyte_of_the_cerebellum	2.0	2.0						2.0																																3.0
Brain		BSS00091	ASTROCYTE HIPPOCAMPUS	BRN.AST.HPC			unknown	unknown		unknown	primary cell	ENCODE	astrocyte_of_the_hippocampus	2.0																																							1.0
Brain		BSS00092	ASTROCYTE SPINAL CORD	BRN.AST.SPCORD			unknown	unknown		unknown	primary cell	ENCODE	astrocyte_of_the_spinal_cord	2.0	2.0						2.0																																3.0
Brain		BSS00135	BRAIN	BRN.EMB.BRN			embryonic	85	day	female	tissue	Roadmap	brain_female_embryo_(85_days)	1.0																																							1.0
Brain		BSS00136	BRAIN	BRN.EMB.BRN			embryonic	96	day	female	tissue	Roadmap	brain_female_embryo_(96_days)	1.0																																							1.0
Brain		BSS00129	BRAIN	BRN.EMB.BRN			embryonic	105	day	female	tissue	Roadmap	brain_female_embryo_(105_days)	1.0																																							1.0
Brain		BSS00130	BRAIN	BRN.EMB.BRN			embryonic	109	day	female	tissue	Roadmap	brain_female_embryo_(109_days)	1.0																																							1.0
Brain		BSS00131	BRAIN	BRN.EMB.BRN			embryonic	117	day	female	tissue	Roadmap	brain_female_embryo_(117_days)	1.0																																							1.0
Brain		BSS00133	BRAIN	BRN.EMB.BRN			embryonic	142	day	female	tissue	Roadmap	brain_female_embryo_(142_days)	1.0																																							1.0
Brain		BSS00138	BRAIN	BRN.EMB.BRN			embryonic	101	day	male	tissue	Roadmap	brain_male_embryo_(101_day)	1.0																																							1.0
Brain		BSS00139	BRAIN	BRN.EMB.BRN			embryonic	104	day	male	tissue	Roadmap	brain_male_embryo_(104_days)	1.0																																							1.0
Brain		BSS00140	BRAIN	BRN.EMB.BRN			embryonic	105	day	male	tissue	ENCODE	brain_male_embryo_(105_days)	1.0																																							1.0
Brain		BSS00142	BRAIN	BRN.EMB.BRN			embryonic	72,76	day	male	tissue	ENCODE	brain_male_embryo_(72_days)_and_male_embryo_(76_days)	2.0																																							1.0
Brain		BSS00126	BRAIN	BRN.EMB.BRN			embryonic	58,56	day	male,unknown	tissue	ENCODE	brain_embryo_(56_days)_and_male_embryo_(58_days)	2.0																																							1.0
Brain		BSS00127	BRAIN	BRN.EMB.BRN			embryonic	80	day	unknown	tissue	ENCODE	brain_embryo_(80_days)	1.0																																							1.0
Brain		BSS00125	BRAIN	BRN.EMB.BRN			embryonic	112	day	unknown	tissue	Roadmap	brain_embryo_(112_days)	1.0																																							1.0
Brain		BSS00132	BRAIN	BRN.EMB.BRN			embryonic	120	day	female	tissue	Roadmap	brain_female_embryo_(120_days)				1.0	1.0		1.0																																	3.0
Brain		BSS00134	BRAIN	BRN.EMB.BRN			embryonic	17	week	female	tissue	Roadmap	brain_female_embryo_(17_weeks)		2.0	2.0	2.0	2.0		2.0																																	5.0
Brain		BSS00141	BRAIN	BRN.EMB.BRN			embryonic	122	day	male	tissue	Roadmap	brain_male_embryo_(122_days)	1.0	1.0	1.0		1.0		1.0																																	5.0
Brain		BSS00174	CAUDATE NUCLEUS	BRN.CAUD.NUC			adult	78	year	male	tissue	ENCODE	caudate_nucleus_male_adult_(78_years)	1.0																																							1.0
Brain		BSS00175	CAUDATE NUCLEUS	BRN.CAUD.NUC			adult	81	year	male	tissue	Roadmap	caudate_nucleus_male_adult_(81_year)		1.0	1.0	1.0	1.0	1.0	1.0																																	6.0
Brain		BSS00173	CAUDATE NUCLEUS	BRN.CAUD.NUC			adult	75	year	female	tissue	Roadmap	caudate_nucleus_female_adult_(75_years)		1.0	1.0	1.0	1.0	1.0	1.0		1.0																															7.0
Brain		BSS00201	CEREBELLAR CORTEX	BRN.CBR.CTX			adult	84,78	year	male	tissue	ENCODE	cerebellar_cortex_male_adult_(78_years)_and_male_adult_(84_years)	2.0																																							1.0
Brain		BSS00205	CEREBELLUM	BRN.CRBLLM			adult	20	year	male	tissue	ENCODE	cerebellum_male_adult_(20_years)											1.0																													1.0
Brain		BSS00207	CEREBELLUM	BRN.CRBLLM			adult	53	year	male	tissue	Roadmap	cerebellum_male_adult_(53_years)		1.0																																						1.0
Brain		BSS00206	CEREBELLUM	BRN.CRBLLM			adult	35,27	year	male	tissue	ENCODE	cerebellum_male_adult_(27_years)_and_male_adult_(35_years)	2.0																																							1.0
Brain		BSS00219	CINGULATE GYRUS	BRN.CING.GYR			adult	75	year	female	tissue	Roadmap	cingulate_gyrus_female_adult_(75_years)		1.0	1.0	1.0	1.0	1.0			1.0																															6.0
Brain		BSS00220	CINGULATE GYRUS	BRN.CING.GYR			adult	81	year	male	tissue	Roadmap	cingulate_gyrus_male_adult_(81_year)		1.0	1.0	1.0	1.0	1.0	1.0																																	6.0
Brain		BSS00369	FRONTAL CORTEX	BRN.FTL.CTX			adult	67,80	year	female	tissue	ENCODE	frontal_cortex_female_adult_(67_years)_and_female_adult_(80_years)	2.0																																							1.0
Brain		BSS00371	FRONTAL CORTEX	BRN.FTL.CTX			adult	35,27	year	male	tissue	ENCODE	frontal_cortex_male_adult_(27_years)_and_male_adult_(35_years)	2.0																																							1.0
Brain		BSS00385	GERMINAL MATRIX	BRN.EMB.GERM.MTX			embryonic	20	week	male	tissue	Roadmap	germinal_matrix_male_embryo_(20_weeks)		2.0	2.0	2.0	2.0		2.0																																	5.0
Brain		BSS00386	GLOBUS PALLIDUS	BRN.GLOB.PD			adult	84,78	year	male	tissue	ENCODE	globus_pallidus_male_adult_(78_years)_and_male_adult_(84_years)	2.0																																							1.0
Brain		BSS01125	HIPPOCAMPUS	BRN.HPC			adult	73	year	male	tissue	Roadmap	layer_of_hippocampus_male_adult_(73_years)		1.0	1.0	1.0	1.0	1.0	1.0																																	6.0
Brain		BSS01126	HIPPOCAMPUS	BRN.HPC			adult	81	year	male	tissue	Roadmap	layer_of_hippocampus_male_adult_(81_year)		1.0	1.0	1.0	1.0	1.0	1.0																																	6.0
Brain		BSS01124	HIPPOCAMPUS	BRN.HPC			adult	75	year	female	tissue	Roadmap	layer_of_hippocampus_female_adult_(75_years)		1.0	1.0	1.0	1.0	1.0	1.0		1.0																															7.0
Brain		BSS00729	INFERIOR PARIETAL CORTEX	BRN.INF.PAR.CTX			adult	84	year	male	tissue	ENCODE	inferior_parietal_cortex_male_adult_(84_years)	1.0																																							1.0
Brain		BSS01250	MEDULLA OBLONGATA	BRN.MED.OBL			adult	84,78	year	male	tissue	ENCODE	medulla_oblongata_male_adult_(78_years)_and_male_adult_(84_years)	2.0																																							1.0
Brain		BSS01270	MIDBRAIN	BRN.MIDBRN			adult	78,84	year	male	tissue	ENCODE	midbrain_male_adult_(78_years)_and_male_adult_(84_years)	2.0																																							1.0
Brain		BSS01271	MIDDLE FRONTAL AREA	BRN.MID.FTL			adult	75	year	female	tissue	Roadmap	middle_frontal_area_46_female_adult_(75_years)		1.0	1.0	1.0	1.0	1.0			1.0																															6.0
Brain		BSS01272	MIDDLE FRONTAL AREA	BRN.MID.FTL			adult	81	year	male	tissue	Roadmap	middle_frontal_area_46_male_adult_(81_year)		1.0	1.0	1.0	1.0	1.0	1.0																																	6.0
Brain		BSS01273	MIDDLE FRONTAL GYRUS	BRN.MID.FTL.GYR			adult	78	year	male	tissue	ENCODE	middle_frontal_gyrus_male_adult_(78_years)	2.0																																							1.0
Brain		BSS01388	OCCIPITAL LOBE	BRN.OCC.LB			adult	84	year	male	tissue	ENCODE	occipital_lobe_male_adult_(84_years)	1.0																																							1.0
Brain		BSS01451	PONS	BRN.PONS			adult	78	year	male	tissue	ENCODE	pons_male_adult_(78_years)	1.0																																							1.0
Brain		BSS01452	POSTERIOR CINGULATE CORTEX	BRN.POST.CING.CTX			adult	20	year	male	tissue	ENCODE	posterior_cingulate_cortex_male_adult_(20_years)											1.0																													1.0
Brain		BSS01469	PUTAMEN	BRN.PTMN			adult	78	year	male	tissue	ENCODE	putamen_male_adult_(78_years)	1.0																																							1.0
Brain		BSS01675	SUBSTANTIA NIGRA	BRN.SUB.NG			adult	75	year	female	tissue	Roadmap	substantia_nigra_female_adult_(75_years)		1.0	1.0	1.0	1.0		1.0		1.0																															6.0
