	eye	predicted_cell_type	predicted_score	score_inflammation	score_astrocyte	score_microglial	score_RPE	score_cone	score_rod	score_horizontal	score_bipolar	score_RGC	score_T	score_macrophage	score_Schwann	score_pericyte	score_B	score_fibroblast	score_muller	score_endothelial
1-0	0	bipolar cell	0.5954527359008789	-0.023138255425448354	-0.025486049175262426	-0.03821641883765138	-0.08307943725585938	-0.04427665129818911	0.47909141540527345	-0.08976794560750326	0.5954527359008789	-0.04407550811767578	-0.04134267807006836	-0.005121726361250126	-0.011955930709838867	-0.012985698355480182	-0.004468706250190735	-0.016087343215942383	-0.2086765665326799	0.026512309414999824
2-0	0	rod cell	0.7836171627044677	-0.0684230450181119	0.05714241123199465	-0.028853314491051076	-0.025598865202495026	0.02933029386909511	0.7836171627044677	-0.08635472615559896	-0.40334414617220565	0.05307443767786026	-0.03429023424784342	-0.011332843911681954	-0.014191086769104005	-0.02060874409500173	-0.0040739098191261295	-0.008147819519042969	0.14463990238734659	-0.0772793197631836
3-0	0	rod cell	0.42144974231719967	-0.036617964804769754	-0.173802166223526	-0.0486401003559342	-0.05725432586669922	-0.18286241257071095	0.42144974231719967	-0.03946925799051921	0.3165235811869303	0.05686482061942419	-0.03851837476094564	-0.007902774564857811	-0.019306478500366212	-0.016142540552145663	-0.017237926721572875	-0.005516136646270752	-0.10084894534519745	-0.05449625778198242
4-0	0	muller glia cell	0.5706729649135045	-0.003875140970669211	-0.05406706237792969	0.01919366275402524	0.0004888535227094287	-0.21496724922920152	-0.1523495078086854	0.45404909769694013	-0.33500138386090594	-0.05930662790934245	-0.04816500981648763	0.03386814916842647	-0.024822002410888673	0.06038210202120618	0.06676226129134495	-0.014691266059875488	0.5706729649135045	0.20550133732386994
5-0	0	muller glia cell	0.8243147670200892	-0.0506355241828126	0.08442320791880292	0.006149191802318918	0.04204496247427805	-0.07437878697612213	0.20195176124572756	0.021798808972040812	-0.41509243694941206	-0.0546670659383138	0.06982303142547608	-0.013888958873584824	0.1404738556543986	0.031025451312097017	-0.0025081878900527956	-0.016052400588989258	0.8243147670200892	0.059489821434021
6-0	0	muller glia cell	1.0672171292986188	0.08695957672760395	0.2973199001948038	0.04224805881147274	0.4223709891183036	-0.021719652540574758	0.8912905168533325	0.005498556693394982	-0.3840827160676321	-0.01052310248215993	0.08394319428337943	-0.0182377233204664	0.04983797152837117	-0.033421376078423846	-0.005026675462722778	-0.008042680740356445	1.0672171292986188	0.2734615756443569
7-0	0	rod cell	0.730157856941223	-0.04642941934747908	0.03263103914260862	0.00874510003767846	-0.09882483673095703	-0.055872032375239994	0.730157856941223	0.22509540716807047	0.15179662132263183	-0.04150007247924805	0.03708951632181803	-0.006201780286422773	-0.010100632667541505	0.06641713023983116	-0.007214738130569458	-0.00682996940612793	-0.39076574747903003	-0.03529617330006191
8-0	0	rod cell	0.5043448972702027	-0.006458527732960642	-0.013863089402516682	0.004299491082736178	-0.07724873352050782	-0.10401423652568124	0.5043448972702027	-0.0756195322672526	-0.056668347040812195	0.037576642433802286	-0.04729024251302083	-0.014793656958549959	-0.02877491760253906	0.012160950131639588	-0.0029977309703826905	-0.013833553314208984	-0.3798958317892892	-0.024916261536734444
9-0	0	muller glia cell	0.9246687534877234	0.06688560501354056	-0.24640704345703124	0.0446370918274312	0.12041275719233922	0.09143144815927634	0.3688738822937012	0.6909861898422242	-0.5113531494140625	-0.01933783779541652	-0.022229250537024604	-0.019924986328299886	-0.046798912048339844	0.264383374448604	-0.005731877088546753	-0.012568000793457032	0.9246687534877234	0.28906410707746233
10-0	0	rod cell	0.4186374807357789	-0.009390362728658064	-0.06423796812693275	-0.027107661444785068	-0.07529280853271485	0.028899691110204823	0.4186374807357789	4.8857132593796426e-05	0.34812159792582187	0.017361957430839542	-0.0582626215616862	-0.01426822749796433	0.0502997784614563	-0.020729803321353567	0.0	0.14643626817067465	0.21398406219482424	0.05741953468322754
11-0	0	rod cell	0.97996000289917	0.006611914661685828	-0.04299537690480551	-0.025189539902990804	-0.03155765257562909	-0.09044903121398577	0.97996000289917	0.07830489933490753	-0.37238365968068443	-0.03692030906677246	0.01596617248323228	-0.013261715798801543	-0.01902500343322754	-0.02193878326926343	-0.0016880376636981963	-0.008102581024169922	-0.3623810604640415	-0.026498585803168162
12-0	0	muller glia cell	1.420182770865304	0.26640605296951464	0.36305474090576173	0.07279708443877426	0.3969839297703335	-0.17735562276680733	-0.9202015882730483	-0.09174736022949219	-0.3869512748718262	-0.0808672841389974	-0.007794672648111983	0.09088171634257353	0.1229278678894043	0.06612370708913708	-0.007525334358215332	0.15719587326049805	1.420182770865304	0.6458514469691685
13-0	0	rod cell	0.8433331298828124	-0.026553152944771	0.009916302363077834	-0.027578334765869683	0.04707834121159145	0.4387509121145293	0.8433331298828124	-0.08548874537150065	0.1239276348749796	0.030537948906421662	-0.013373840848604834	-0.013274925144490676	0.018507631480693818	-0.0268278058157318	-0.0022875161468982694	-0.006861411094665528	-0.17991285705566407	0.3949456860678537
14-0	0	muller glia cell	1.3991417672293527	0.22128636322956835	0.1920102659861247	0.08165676587987802	0.18143783051627024	-0.04524419515693731	-0.6016383183002472	-0.11236033121744791	-0.27747484604517614	-0.018693683197100963	0.022923857371012372	0.10854507124526452	0.2396944227218628	0.019357189473798844	0.0546298776070277	0.19879413541158042	1.3991417672293527	0.5059147954668317
15-0	0	rod cell	1.0166380023956298	-0.05233446259297923	0.1520017318725586	-0.026562229827676954	-0.019231533527374264	-0.14750100966281315	1.0166380023956298	0.8352054580052694	-0.30847019704182943	0.04963121235370636	-0.05123936971028646	-0.008269762241396316	-0.011092209815979004	-0.0228211106265269	-0.006694713830947876	-0.011472878456115722	-0.3343317714418684	-0.07188385772705078
16-0	0	horizontal cell	1.0244635899861654	-0.07806209954087863	-0.011738461971282976	-0.03602154058443677	-0.048733562605721606	-0.03513751553585431	0.9584082508087157	1.0244635899861654	-0.2034941415786743	-0.011743554075558979	0.03584770652982924	-0.008222114049261143	-0.02083632278442383	-0.018792681869455805	0.0	-0.015437057495117187	-0.030140410014561247	-0.101415771484375
17-0	0	rod cell	1.4025656604766845	-0.015081326874109367	0.029572927474975585	0.03302687364301356	-0.051829551696777346	-0.16698277195959188	1.4025656604766845	-0.057268492380778	0.2771747716267904	0.04989679117997488	0.08518210808436076	-0.007985288570808477	-0.016892641067504884	-0.020317007466702158	0.0	-0.007239702701568603	-0.3073151215144566	-0.04458985137939453
18-0	0	rod cell	1.0050000190734862	-0.019608041706982333	0.11692460314432784	0.1352585368273253	0.10283893176487513	-0.15554558234071253	1.0050000190734862	-0.06630263646443685	0.12466731580098472	0.048155227303504945	0.02437827481163872	-0.00682645130977248	-0.004764863014221191	-0.00597599876365534	-0.0029780393838882446	-0.007147294521331787	-0.1812602333341326	-0.05780501937866211
19-0	0	cone cell	1.0186481911734726	-0.005662156348659589	-0.06362163877487181	-0.0038425358931384462	0.1114547496523176	1.0186481911734726	0.3036106109619141	0.06393650710582734	-0.4844672548770904	0.24608814279238383	-0.004957107702891032	-0.021718287536271322	-0.020032594680786133	-0.021389659830559057	0.056456129550933834	-0.019356386184692383	-0.026497644969395273	-0.06670437622070312
20-0	0	rod cell	1.659102840423584	-0.056439569813455034	-0.031194492340087865	-0.02734296412138737	0.06914598485401698	0.12528983559231027	1.659102840423584	-0.03296144485473633	-0.2603777503967285	-0.02966530164082845	0.055554629961649574	-0.005666724248738549	-0.007250495433807373	-0.012676624151376577	-0.002472108453512192	0.0	-0.15472999954223632	-0.00016825665746417195
21-0	0	rod cell	1.0297869110107423	0.027369302384038022	-0.0017286073366801213	-0.00015532359176136795	-0.03749859411375863	-0.1931984049819385	1.0297869110107423	0.1081627341111501	-0.2997876052856445	-0.04598172505696615	0.03429202344682482	-0.013811764539483625	0.10675117723147073	-0.01839358033145152	0.06265459542473156	-0.00930130100250244	-0.23566076469421388	-0.08312734222412109
22-0	0	muller glia cell	1.6218868212018693	0.12948580219907802	0.4694785016377767	0.08574974483795846	0.3597390229361398	-0.11645020112611247	0.06873397350311283	-0.09314944585164388	-0.38340114478270215	0.022578739623228705	0.017171770996517607	0.04248350189417003	0.12886080058415733	0.10659479332408778	-0.0061916977167129515	0.21427891365687052	1.6218868212018693	0.40510998480660576
23-0	0	muller glia cell	1.3374598497663226	0.22699446230160658	0.3890469245910645	0.008025773987400314	0.1944383888244629	-0.008948125501673093	0.5812672853469849	-0.0784145991007487	-0.3561528967221579	-0.053671449025472	-0.013330986234876843	-0.011195484751616644	0.11033908780415853	-0.02862574025540049	-0.010381656885147094	0.18219670788447062	1.3374598497663226	0.48219670377458845
24-0	0	rod cell	1.6919067668914796	-0.05004738327974308	0.1891366608937581	-0.016787992022881795	0.17677118015289306	0.7396315459822332	1.6919067668914796	-0.03927040100097656	-0.40894049072265626	-0.028715461095174154	-0.026814066569010416	-0.006170943678279319	-0.00861463737487793	-0.014405748118524965	0.0	-0.004307318687438965	-0.22723808206830706	-0.04940615463256836
25-0	0	rod cell	0.5559436321258544	-0.020348238295771308	0.1903433952331543	-0.02686053448105708	0.21957263101850238	0.4400770826350353	0.5559436321258544	0.03429520964622497	0.06037497456868496	0.07439750711123148	0.06589315361446804	-0.005327114061503151	-0.016732465744018554	-0.020512925342572572	-0.0023239535093307496	-0.0037183256149291993	-0.47178759765625	-0.07204629516601563
26-0	0	rod cell	1.152228832244873	0.15061056216229923	0.25371049785614014	0.014337946490542472	0.2078160618373326	0.39931522670265285	1.152228832244873	-0.0798488998413086	-0.29328246370951333	0.09981905301411946	0.06443930413987901	0.08845395742139024	0.06124522574742634	0.05846125530359338	-0.010072487592697143	-0.009462136268615723	1.0467650931222099	0.11786528178623744
27-0	0	rod cell	0.6835430765151977	-0.08070576119279575	-0.036777620156606045	-0.026987377413131612	0.16985742051260813	-0.09475644130504783	0.6835430765151977	-0.06271600087483724	0.6114792811075846	-0.040538819630940755	3.57774893442811e-05	-0.013879195325354109	-0.011899077415466308	-0.01989812276833831	0.0	-0.002974769353866577	-0.13716811098371234	-0.061588062286376956
28-0	0	rod cell	0.7639451980590821	-0.040297123054478315	-0.20754290930430097	-0.031659527717029595	-0.08655858612060546	-0.0004784258844594824	0.7639451980590821	0.011636032263437901	-0.42521466223398846	0.019451852242151894	-0.053799800872802735	-0.009947248721191057	-0.025176834106445313	0.027792872892175628	-0.0021059691905975344	-0.007920919895172119	-0.24825441537584578	-0.0712197036743164
29-0	0	muller glia cell	1.0854260613577706	0.1675363796633903	0.09687155469258624	-0.01212207216028019	0.17007590511866977	-0.052604407304638334	0.18904582023620597	-0.07214087804158528	-0.3542972925504049	0.024467254281044	0.02836864948272705	0.059780695056676186	0.025853600581487023	0.12182396500804352	0.0	-0.016858081817626953	1.0854260613577706	0.13709592655726838
30-0	0	rod cell	1.455880241394043	0.02041378693522731	0.12080015055338544	-0.015710088351787065	-0.03873963928222656	-0.03891427477732416	1.455880241394043	-0.017540531158447267	-0.3210802239576976	-0.023512765566507974	0.05241777552498711	0.08369219860323521	-0.008845499992370606	-0.017257106742731305	-0.003685624897480011	-0.005896999835968018	-0.09699028233119417	-0.0357911376953125
31-0	0	rod cell	0.9496122074127198	-0.03589944158341824	-0.23735305786132813	0.03470194874371707	-0.10469275665283204	0.08743268005558211	0.9496122074127198	-0.09649704615275065	0.4804377371470133	-0.04933987617492676	-0.05717887242635091	-0.008614641889118533	-0.0030065100193023683	-0.01792043347821188	-0.00375813752412796	-0.009019530296325684	-0.09547015816824778	-0.09567323303222657
32-0	0	rod cell	0.7600350427627562	0.19250827901953305	-0.019434931119283044	0.017760154869807927	0.29496662194388257	0.007165355094964937	0.7600350427627562	-0.05415699640909831	-0.04932866795857743	0.024490437805652618	0.11621613025665282	0.11229571685152273	0.138278919617335	0.04827866234807267	-0.004760148823261261	-0.0038081190586090087	0.19482964651925228	0.25740182304382325
33-0	0	rod cell	0.8937070035934449	-0.057034158037755196	-0.16795114485422774	-0.023615185030319112	0.16050964178357804	0.8406744837893823	0.8937070035934449	0.09235357522964477	-0.22269010845820109	-0.024159892400105795	-0.03543297449747721	-0.003448564206973188	-0.007221293449401855	-0.015336033492582698	-0.0030088722705841064	0.0	-0.3956074466705322	-0.050318195343017576
34-0	0	rod cell	0.6345718526840209	-0.025249784908724135	-0.025848528385162328	-0.021093803949504757	0.08465224606650217	-0.1151275284580031	0.6345718526840209	-0.062356154123942055	0.12515067672729496	-0.03319384892781575	0.006680457327100965	-0.006656553137268241	-0.004646274089813232	-0.013516858269937062	-0.0038718950748443605	-0.007743790149688721	-0.3209403479439872	-0.08908108520507813
35-0	0	rod cell	0.9452150821685792	-0.0609548641350083	0.1192078723907471	0.06627313627070032	-0.009911984682083125	0.13155003016609013	0.9452150821685792	-0.09869113286336263	-0.3752791765530904	0.009167515188455579	-0.03700970967610677	-0.007069494116272147	-0.017106151580810545	0.10410885575124651	-0.0024672533571720124	-0.0019738026857376097	-0.32546043804713654	-0.07843113708496094
36-0	0	muller glia cell	1.4966899457659042	0.18085116254093087	0.4201132675806681	0.0012558054938493074	0.26643354061671665	-0.015237097889018836	0.19418261528015135	-0.08874707539876302	-0.139521271387736	0.005146812995274863	0.17836076418558755	0.08079914486083739	-0.05424565124511719	0.07042664329343815	-0.007852921485900879	0.43088543574015303	1.4966899457659042	0.5371374593462263
37-0	0	horizontal cell	0.9992576519648234	-0.026455900852626522	-0.0864085512161255	-0.03393652391327516	0.06632072394234793	0.5656953990260095	0.4987969398498535	0.9992576519648234	-0.475494199236234	0.0028101862967014335	-0.036069450378417967	-0.011917323301036583	-0.011153413772583007	-0.016280689367083802	-0.0020795728266239165	-0.007067403793334961	-0.11143394851684574	-0.060599197387695314
38-0	0	cone cell	1.0820574808280206	-0.047194396565576835	-0.08797510083516438	-0.037090751800876946	0.15525037751879012	1.0820574808280206	0.7530346345901489	0.029487362305323284	-0.1983210876782735	-0.04840307871500651	-0.05483866373697917	-0.005951390908577381	-0.010385177612304687	-0.01910316983991642	-0.002596294283866882	-0.008308141708374024	-0.05594045584542412	-0.0687606201171875
39-0	0	muller glia cell	0.8956825539725167	0.18624024102812342	0.25437998040517174	0.07821349350395751	0.2687224668775286	0.19868604847154223	0.46699106216430675	-0.008150037725766501	-0.2812241773605346	-0.07126829147338867	0.03175814257727729	0.12840945015322514	0.07957126537958781	0.12871649173589852	-0.007814069986343384	0.1112644697825114	0.8956825539725167	0.10284619658333914
40-0	0	cone cell	0.9596849495219015	-0.010395919336514362	-0.03944892247517903	-0.032885377284944194	0.2109554412024362	0.9596849495219015	0.7264984750747681	-0.07386648813883463	-0.4095396879514058	0.006295951604843142	0.006602250205145946	-0.009215971801888977	-0.011435997009277344	-0.013209802251197025	-0.0031005793809890745	-0.005717998504638672	-0.36527110222407755	-0.056865669250488284
41-0	0	muller glia cell	1.0480365317208427	0.12266862697369729	0.36516561476389564	0.08080765669537499	0.342572459084647	-0.17072088184165315	-0.1057655620574951	-0.10542355855305989	-0.424038257598877	0.0778075651327769	0.10622059716118706	0.1232355330512995	0.06656119918823242	0.1708095285505754	-0.0036980152130126954	-0.011431889533996582	1.0480365317208427	0.2446305348532541
42-0	0	rod cell	1.0891544342041015	0.01247093093770442	0.033353382110595686	0.028143099745074413	-0.06945791625976562	-0.0974916196454196	1.0891544342041015	-0.0694984753926595	0.18415501276652013	-0.023422371546427408	0.05852826939688788	-0.003465761086319101	-0.0024191012382507324	-0.012135960186604273	-0.012095506191253663	-0.007257303714752197	-0.28441695431300573	-0.06703881072998047
43-0	0	rod cell	1.4834926509857178	-0.07455089622604584	0.1406220563252767	0.013380812292857848	0.31930509866986956	0.09925971395328823	1.4834926509857178	-0.061456336975097656	-0.003192268371582041	-0.03475117365519206	0.010176825788285992	-0.005016186858999695	0.05777683726946513	-0.020751859033386843	-0.004764294028282165	-0.012719749450683594	-0.23706994438171386	-0.06978546905517578
44-0	0	rod cell	1.090552463531494	-0.08023361022582273	-0.05310666624704993	0.016278714870822455	-0.0498046760559082	-0.17281043011209238	1.090552463531494	-0.04628732999165853	-0.012174772898356168	-0.024123212496439617	-0.03834367116292318	-0.007933984854843009	-0.016394033432006835	-0.015250842308120982	-0.0023074673116207124	-0.0018459738492965698	-0.28325958102090015	-0.04611272811889648
45-0	0	rod cell	1.040629186630249	0.017307464797921474	-0.08298971875508629	-0.018915312327361586	0.07198217351096017	0.012880960302873862	1.040629186630249	-0.05661983489990234	0.024442418416341205	0.057331145505110426	-0.03265687942504883	-0.00773047649416336	-0.02048221778869629	0.06810570558078313	-0.0033724203705787657	-0.010791745185852051	-0.13954978833879744	-0.1056412124633789
46-0	0	rod cell	0.8190581893920899	-0.008069494486445311	-0.04611573266983032	-0.0275601023820567	-0.061294960021972655	-0.1602001253976471	0.8190581893920899	-0.06692437489827474	0.15631182098388674	-0.031083437601725262	0.000764589707056687	-0.009812191769181829	-0.0206807804107666	-0.025059034991822514	-0.002034098356962204	-0.0048818359375	-0.38598791510718206	-0.0580404052734375
47-0	0	cone cell	0.7773461323252224	0.04094433523104127	-0.012712229251861551	-0.03115668434873721	0.1260042542048863	0.7773461323252224	0.6772249698638917	-0.07273320515950521	0.44201346842447914	-0.05097903569539388	-0.05830410003662109	-0.003208697354554447	-0.01452278995513916	-0.021447334799878176	-0.00559917688369751	-0.004479341506958008	-0.17903060776846752	-0.0648732681274414
48-0	0	rod cell	0.9761467647552491	-0.06179335982144954	0.05337134981155395	0.06950570304134546	0.10528150612967356	-0.10801591336262	0.9761467647552491	-0.05137357393900553	0.45676331901550293	-0.03249699910481771	0.033760723537868916	-0.0067939485041664804	-0.019153255462646485	-0.019979457791433685	-0.012086129188537598	0.0	0.06681447982788086	-0.056968658447265626
49-0	0	muller glia cell	0.7522297635759627	0.10265941332073182	0.3284188324610392	0.040443154005512925	0.2012309616633824	-0.13052118520606454	0.6940026473999024	-0.0879606056213379	-0.4341401283343633	-0.05297606150309245	0.08635716226365833	0.04626081447333183	-0.0313356990814209	0.08576925156208184	-0.004755520522594452	-0.009511040687561036	0.7522297635759627	0.46627276665823797
50-0	0	horizontal cell	0.4684119900067647	-0.06443610028895681	-0.10752193832397461	0.017910300587130647	0.1764358594076974	-0.11785637694457701	-0.019888098239898677	0.4684119900067647	-0.28327886772155764	0.020476794640223187	-0.06549564361572266	-0.014380944150908287	-0.02160596466064453	0.05196300607461196	-0.00313684344291687	-0.008517514228820801	0.41446365301949645	0.25306689262390136
51-0	0	rod cell	1.284337224960327	-0.04620713365818551	-0.07782091252009074	-0.019814055852741336	-0.047578125	-0.03514289669900168	1.284337224960327	-0.04575205485026042	-0.25947487354278564	0.0346392305692037	-0.015421619415283203	-0.004805850436147782	-0.008945289611816407	0.058666066381843594	0.0	-0.003662165641784668	-0.20538367503029958	-0.04310548400878906
