gene	strain	log2FoldChange	pvalue	padj
PA14_00010	99	0.10034493625720309	0.3843557853609214	0.48558975007228483
PA14_00020	99	0.1461759036299899	0.11872555209014438	0.18910426826492524
PA14_00030	99	0.08922066301970233	0.49733618613897074	0.5959036375036845
PA14_00050	99	0.3233811143491394	0.0001466826486772309	0.0008267567470898469
PA14_00060	99	0.4597002405693562	0.000871404907203784	0.0033947512026628697
PA14_00070	99	-0.12646131313894138	0.25101099471904215	0.3440482581289434
PA14_00080	99	-1.63049978510427	7.996293303747801e-08	2.026191190184443e-06
PA14_00090	99	0.8746088367429472	5.7502306471749426e-05	0.00039612700013871827
PA14_00100	99	1.0651058746847095	1.163860168238733e-05	0.00011101435450892531
PA14_00110	99	0.30908397803089827	0.022104899212416936	0.04718950645053697
PA14_00120	99	0.24221104120440806	0.03356507762688513	0.06658178094264348
PA14_00130	99	0.20140356198038667	0.1588408723852123	0.2371897816768733
PA14_00140	99	0.33856805565488646	0.019915414690768723	0.043324761783426695
PA14_00150	99	-0.23802246295576168	0.24308017896957915	0.3354656128426965
PA14_00160	99	0.055636621234235406	0.5028586170504497	0.6011610297784657
PA14_00170	99	0.3652879403665086	0.04401768532894419	0.08353470208306309
PA14_00180	99	0.6732373171217745	0.0016600806236046687	0.005758898734742862
PA14_00190	99	0.8143779621736709	6.31595757341618e-05	0.00042555295480608445
PA14_00200	99	0.528239980734174	0.0018000259723455927	0.006134825360719365
PA14_00210	99	1.4956189811804919	1.909002137233851e-06	2.534319921594279e-05
PA14_00230	99	0.47874926566884923	0.09064711821208402	0.15180787498276602
PA14_00240	99	0.6690402379059268	0.004124454308405404	0.011946977986772711
PA14_00250	99	0.3560855769196323	0.262125093948175	0.35660089670446693
PA14_00280	99	0.5902861037633294	0.23509380725298717	0.32626476123900255
PA14_00290	99	0.3780211519540515	0.13781619211409682	0.21240509324640983
PA14_00300	99	-2.0244784818443318	3.0906742837108245e-09	1.4992416438168729e-07
PA14_00310	99	-1.976279141811517	1.516197919092225e-07	3.385594433896355e-06
PA14_00320	99	-2.0131540375032504	3.301945512460631e-06	3.943389025946835e-05
PA14_00340	99	-1.479437766361965	0.00030315483128477667	0.0014375804367190224
PA14_00360	99	-0.326131746214708	0.11223585126106113	0.1808433898671452
PA14_00380	99	-0.13421480175601097	0.428285049224793	0.5302836768391955
PA14_00400	99	0.004541798035136324	0.9555808318976481	0.9690375905346145
PA14_00410	99	-0.022418010396247467	0.8650778009882562	0.9026106084058906
PA14_00420	99	0.11042748387996593	0.12188333190242343	0.19302610280633797
PA14_00430	99	0.1309658998987855	0.33616163245105474	0.43536666531661045
PA14_00440	99	-0.16673848762327914	0.6172299347962019	0.7071570444646748
PA14_00450	99	-0.11926774440270904	0.7782048713506027	0.8420023198336914
PA14_00460	99	0.16627496790560414	0.4421061089769591	0.5442742718879843
PA14_00470	99	-1.612802692725662	2.726844693167721e-06	3.3884969875866694e-05
PA14_00480	99	-1.0840786913573108	0.003591913196700711	0.010637027495107592
PA14_00490	99	0.8573013365747801	1.7338998359808e-05	0.00015232597654704112
PA14_00530	99	0.026798808948457875	0.8163801936596873	0.8671156859210237
PA14_00550	99	0.04306859784308159	0.8280003410067748	0.8745799587828389
PA14_00560	99	0.7175696914563137	0.4211339357790153	0.5230964573145996
PA14_00570	99	2.507894410594309	2.666697291704365e-09	1.3283343432523966e-07
PA14_00580	99	2.135438745885531	1.5621769069413177e-08	5.387199416363313e-07
PA14_00590	99	2.1162383291088673	1.8657631308646267e-09	9.975841767595453e-08
PA14_00600	99	0.7479054982943234	1.9238721925490272e-05	0.0001648871637967019
PA14_00620	99	-0.5690104613181584	0.05517128165075487	0.10070098010040694
PA14_00630	99	-1.6461486654583384	1.6490111991203995e-06	2.2506878848884517e-05
PA14_00640	99	-3.5418995840175924	8.189290002576632e-08	2.0572061265093365e-06
PA14_00650	99	-4.626467689091267	3.304576221618221e-14	1.6049225182992492e-11
PA14_00660	99	0.6316587790000172	1.9222287023447368e-05	0.0001648871637967019
PA14_00670	99	0.835063234734502	9.346055206491702e-05	0.0005770001032143393
PA14_00680	99	-0.020581775754403786	0.8893448505733887	0.9194090915952201
PA14_00690	99	-0.6884333150517907	0.0006950702959659522	0.002818976816207077
PA14_00700	99	-0.6455570581846146	0.0014078303665935226	0.005031518553776225
PA14_00710	99	-2.707638829733069	7.628684294538745e-07	1.241121680307324e-05
PA14_00720	99	-1.1271587188194747	0.00016371610038801122	0.0008975893067369044
PA14_00730	99	-0.4094084045493567	0.012814186784080063	0.03007695552864221
PA14_00740	99	-0.6104189293302404	0.0015279052110154564	0.005377192976931207
PA14_00750	99	0.17891727282105663	0.05320312863579166	0.09768992869861179
PA14_00760	99	0.34852781336359406	0.00574604740251863	0.01569993636281227
PA14_00770	99	0.46501022559671057	0.002036657042767025	0.006778776267987563
PA14_00780	99	0.36868596696630007	0.012403072612070784	0.02928894132218336
PA14_00790	99	-0.39708500305744465	0.29500180451361857	0.3911878308772171
PA14_00800	99	-0.5708137162599662	0.03534892836877716	0.06945110851680078
PA14_00810	99	-0.3571220102641206	0.026636940073063418	0.05516705285920881
PA14_00820	99	0.4028920032578043	0.021486850949031428	0.04608957207617047
PA14_00830	99	-0.3710877593346851	0.011885953245057647	0.028216429943868013
PA14_00850	99	-0.4557720560969081	0.03318993387889304	0.06603992306117741
PA14_00860	99	-0.4020234986205118	0.07871952458241187	0.13589591112313587
PA14_00875	99	-0.200862479508352	0.2917086922668193	0.3877915735700326
PA14_00890	99	-0.09929849585076855	0.5382948923771625	0.6327918568994666
PA14_00900	99	-0.025604808490916398	0.8637353010479524	0.9019618947334648
PA14_00910	99	-0.0001986140153160676	0.9990015904151535	0.9993445363782208
PA14_00925	99	0.2438968050216168	0.1498806025719801	0.22647242722050817
PA14_00940	99	0.22505531619873587	0.18965179629229215	0.27515326581814253
PA14_00960	99	0.11470767185905117	0.5340862478315054	0.6297925421289596
PA14_00990	99	-0.5515617508892916	0.0033178616482311706	0.010050154722396707
PA14_01010	99	0.18345412279214202	0.25822968389066164	0.35253281745485504
PA14_01020	99	0.07420960019302036	0.6976298889892483	0.7760021506055174
PA14_01030	99	-0.05241077503502112	0.7797317607212072	0.8432504549050279
PA14_01040	99	0.004489037271456553	0.978070367274149	0.9858516258169734
PA14_01060	99	0.1630378791177316	0.19594706758856448	0.2827381802193993
PA14_01070	99	0.04439683794048577	0.8467587153459948	0.8890127532041898
PA14_01080	99	-0.19249906549981155	0.40374435416542803	0.5055913399390018
PA14_01100	99	-0.2605757446866761	0.22070481804329956	0.3115958526057049
PA14_01110	99	-0.3944694947019407	0.04729767579920071	0.08887718911669501
PA14_01120	99	0.19323874572380184	0.14753119986201532	0.22385103691638256
PA14_01130	99	0.31005144564241327	0.022462556275409353	0.0478478720661863
PA14_01140	99	0.31527425359337435	0.28548856941884576	0.3810000876054575
PA14_01150	99	0.6633253851799825	0.014138914292092134	0.032673113598062235
PA14_01160	99	-0.22205229574954188	0.04662515662874135	0.08779690236908065
PA14_01170	99	-0.0743165790274567	0.6317605514677064	0.7194022067123471
PA14_01180	99	-0.09144397223696821	0.5687347987022193	0.6629172813673068
PA14_01190	99	-0.07501632497695354	0.520900801468911	0.6170345266180515
PA14_01200	99	-0.11979597412996412	0.24800130650140956	0.34088689491101637
PA14_01220	99	-0.2121190746393431	0.043516243265966606	0.08269079418130205
PA14_01230	99	-0.07971813638499015	0.39232222420124196	0.4938345405280428
PA14_01240	99	-0.09408781747642259	0.4071034762900217	0.5089230072540212
PA14_01250	99	-1.3014885316956626	3.724707474310205e-05	0.0002790179326514123
PA14_01290	99	-2.320941038294327	3.1370535815712294e-05	0.0002421556062701606
PA14_01300	99	-2.0722415228901614	0.000550827216886485	0.0023398112390775765
PA14_01310	99	-2.301834748600897	0.0001943922785549293	0.0010271243875051024
PA14_01320	99	-1.6598293135417457	4.0229380907775764e-05	0.0002982911347716503
PA14_01330	99	-1.3533757750888107	6.128651681232964e-07	1.063563461343216e-05
PA14_01340	99	-2.0584643376205998	0.0002043929440736611	0.001072260321363113
PA14_01350	99	-2.128314009898693	0.0010211650056167728	0.00387457659683239
PA14_01360	99	-1.790090154672674	0.0006912256517537856	0.00280924902260883
PA14_01380	99	-1.053618414605305	0.0022975465053305276	0.00745966631368597
PA14_01390	99	0.4007893382743326	0.1326435226148358	0.20675219304607198
PA14_01400	99	0.24668649349273686	0.08237088240634562	0.140655582380364
PA14_01410	99	-0.21581354889972282	0.10582177775311864	0.17203049393170863
PA14_01430	99	-0.32714276177645374	0.0658799713958266	0.11707773192658884
PA14_01440	99	0.02089467795324218	0.9278210190120533	0.9481994217067197
PA14_01460	99	-0.27869492266526663	0.2477304078236017	0.3406731516743631
PA14_01470	99	-0.21238064836152937	0.21778066685825684	0.3082889789773915
PA14_01480	99	-0.06143916493811297	0.7477452508801824	0.818399058788388
PA14_01490	99	-6.911191881127429	3.1535262062435024e-20	1.8378750729987132e-16
PA14_01500	99	-4.522089385537521	7.7614181624632e-17	9.046709010167106e-14
PA14_01510	99	-0.19652406467062455	0.5115009251183112	0.6091187968102815
PA14_01520	99	-0.0007430586777212866	0.9980112153242804	0.9986966625875525
PA14_01540	99	0.8859114198754252	0.00852754703265865	0.02152383893734717
PA14_01550	99	-0.022250504155923778	0.9205432468189755	0.9423723946005602
PA14_01560	99	1.185797246854417	0.008710225144800361	0.02192794477058164
PA14_01580	99	0.6204552358278654	1.3012712463418383e-05	0.00012018714459081195
PA14_01600	99	0.09897266093057766	0.4562965686882423	0.5580612337840504
PA14_01610	99	-0.42386299443442077	0.04667278410066179	0.08785819952798996
PA14_01620	99	-0.5522293446816633	0.11577038774219109	0.185054805200628
PA14_01640	99	-0.21059524631374948	0.5114388195245788	0.6091187968102815
PA14_01660	99	-0.07728832811227804	0.5415276233465383	0.6356541770118076
PA14_01670	99	-0.5055911852258479	0.09850312752141159	0.1624897331431607
PA14_01680	99	-0.5783397624307725	0.1030136963489198	0.16864152312401814
PA14_01690	99	-0.2678668335825467	0.04090149826587138	0.07856754511980832
PA14_01710	99	-1.6461544467885005	0.019063541838613494	0.041781042522887946
PA14_01720	99	-2.1070552318892144	0.029240908726172188	0.05962771730445469
PA14_01730	99	0.31326801413719885	0.5483252967280681	0.642567144879606
PA14_01750	99	-0.5047789299593148	0.02454819804389131	0.05160368390989568
PA14_01760	99	-1.7226139916501797	1.256734321532334e-07	2.9414649099961614e-06
PA14_01770	99	-1.6388563407303796	7.837931852979969e-09	3.1074467237528747e-07
PA14_01780	99	-4.02256271457622	1.0661941345804253e-17	3.1068897081673594e-14
PA14_01790	99	-0.06921745530480017	0.2932108645212006	0.3893444790224555
PA14_01800	99	-0.21286242190527105	0.3766090867470449	0.4780053146933527
PA14_01810	99	-0.02605998378112062	0.8415414606367858	0.8849699806191245
PA14_01830	99	-0.03417353345856888	0.6654992498968707	0.7488641096416567
PA14_01840	99	-0.7741417479001793	0.31507302445461355	0.41263945764527815
PA14_01860	99	-0.19739992251577831	0.7029711800729705	0.7800677908349718
PA14_01870	99	-0.4218659454624394	0.31185378120795304	0.40906681001124245
PA14_01890	99	0.1975711243739724	0.0787440789057704	0.13589591112313587
PA14_01900	99	-1.5808398179291085	0.08264174638438115	0.1409941738665613
PA14_01910	99	-1.553194286540771	0.03703221876989608	0.07220601237569567
PA14_01930	99	-0.1150777205086051	0.6238994755076275	0.7128182990116552
PA14_01940	99	-1.113585312795708	2.0222035747324466e-08	6.658419453977795e-07
PA14_01960	99	-0.9410238862766018	1.2663998270630345e-06	1.8439794734269026e-05
PA14_01970	99	-1.1187795452572082	7.899852823654683e-11	9.395988215563161e-09
PA14_01980	99	-0.5164750555551905	2.8486703392341427e-07	5.571157965455229e-06
PA14_01990	99	0.3994778876733118	0.42334223282082345	0.5252796535830869
PA14_02020	99	0.6768154187754707	0.0025535664362335174	0.008096945152540228
PA14_02030	99	0.18750643362295882	0.10889621149672954	0.17624191074783108
PA14_02050	99	-0.15137955638215495	0.29285235090082595	0.3890457034533881
PA14_02060	99	1.8399156480080112	0.0016867818332199757	0.005830702564653629
PA14_02070	99	-0.12181766736633026	0.4419201234058814	0.5441602533719578
PA14_02090	99	0.597556770069243	0.002581388252248294	0.008164965918463718
PA14_02100	99	0.5450932598222984	0.00010810451700469708	0.0006455257429337854
PA14_02110	99	0.5571028935402325	0.00040406883397909286	0.001811300650828536
PA14_02130	99	0.8334170416375963	0.004484308769728819	0.012810287025725628
PA14_02140	99	0.7659383746829658	0.00838459979477561	0.021248018223106322
PA14_02150	99	0.5070822143343605	4.1172359236942194e-05	0.00030220719097342455
PA14_02180	99	-1.5662262663929472	0.00023864278571644436	0.0011950184071132556
PA14_02190	99	-1.7735907132327071	0.0006338370007957315	0.0026142972686748218
PA14_02200	99	-2.1376449607321284	0.00017306326692317336	0.0009313136838672709
PA14_02220	99	-2.244978894556512	8.449508099943957e-05	0.0005317897754478767
PA14_02230	99	-2.313869370555704	9.454365997769719e-05	0.0005818569466399593
PA14_02250	99	-1.999610309392967	0.0005774565491861788	0.0024375046052601784
PA14_02260	99	-2.0530654314112518	4.193430090735076e-05	0.0003062570246717296
PA14_02270	99	-0.8680838178380004	2.6451370754819086e-07	5.210441208498169e-06
PA14_02290	99	0.19828102704537898	0.35821719365675414	0.45943877742772077
PA14_02300	99	0.4567198128375871	0.05695178295834078	0.10359394228502188
PA14_02310	99	0.3325100263920877	0.07873748835012798	0.13589591112313587
PA14_02330	99	0.3801248524130827	0.1754061832025733	0.25821349727319964
PA14_02340	99	0.08152032173340018	0.7885008951684859	0.8484073058626417
PA14_02360	99	-0.24370286318242318	0.4170461234605618	0.5189036736823557
PA14_02370	99	-0.3161626984290944	0.1130076207174041	0.18163079804359333
PA14_02380	99	-0.19541639627224505	0.2502865777465406	0.34345895340401195
PA14_02390	99	0.6923758261563053	0.02004472197239209	0.0435438017140051
PA14_02410	99	-0.4846620321199806	0.01752524750338232	0.03907312258979042
