DCv2	unknown	HG03861	75	1.412695e+00	3911	3836
DCv2	unknown	NA21111	1951	9.281788e-01	3911	1960
DCv2	unknown	HG04182	1963	1.026801e+00	3911	1948
DCv2	unknown	HG03727	1990	9.648440e-01	3911	1921
DCv2	unknown	HG04214	1990	1.068141e+00	3911	1921
DCv2	unknown	HG03851	2004	1.085543e+00	3911	1907
DCv2	unknown	HG01094	2005	1.038163e+00	3911	1906
DCv2	unknown	HG02656	2015	9.354374e-01	3911	1896
DCv2	unknown	HG03660	2051	8.969478e-01	3911	1860
DCv2	unknown	HG03945	2056	1.010867e+00	3911	1855
LEFT
DCv2	unknown	HG03861	33	1.460178e+00	1547	1514
DCv2	unknown	HG04182	673	1.066357e+00	1547	874
DCv2	unknown	HG04141	678	9.841679e-01	1547	869
DCv2	unknown	HG03018	690	9.607266e-01	1547	857
DCv2	unknown	NA21133	728	8.913653e-01	1547	819
DCv2	unknown	HG03019	731	9.552588e-01	1547	816
DCv2	unknown	HG01253	732	9.497943e-01	1547	815
DCv2	unknown	HG03871	735	8.713487e-01	1547	812
DCv2	unknown	HG03806	736	9.956953e-01	1547	811
DCv2	unknown	HG04211	738	9.194610e-01	1547	809
RIGHT
DCv2	unknown	HG03861	42	1.381735e+00	2364	2322
DCv2	unknown	HG02655	1020	1.128777e+00	2364	1344
DCv2	unknown	HG01094	1032	1.138563e+00	2364	1332
DCv2	unknown	NA21111	1082	9.970100e-01	2364	1282
DCv2	unknown	HG01281	1093	1.116758e+00	2364	1271
DCv2	unknown	HG02656	1110	1.006849e+00	2364	1254
DCv2	unknown	NA19062	1126	8.795200e-01	2364	1238
DCv2	unknown	HG04039	1148	9.989756e-01	2364	1216
DCv2	unknown	HG00369	1162	8.663481e-01	2364	1202
DCv2	unknown	HG02526	1178	8.875816e-01	2364	1186
