DCv2	unknown	HG00096	2822	7.535862e-01	3911	1089
DCv2	unknown	HG00097	2545	8.694522e-01	3911	1366
DCv2	unknown	HG00099	2591	7.241010e-01	3911	1320
DCv2	unknown	HG00100	2600	7.982538e-01	3911	1311
DCv2	unknown	HG00101	2524	8.647239e-01	3911	1387
DCv2	unknown	NA21137	2447	7.542786e-01	3911	1464
DCv2	unknown	NA21141	2529	7.506210e-01	3911	1382
DCv2	unknown	NA21142	2282	8.850201e-01	3911	1629
DCv2	unknown	NA21143	2602	8.218251e-01	3911	1309
DCv2	unknown	NA21144	2471	7.348925e-01	3911	1440
LEFT
DCv2	unknown	HG00096	1151	8.619937e-01	1547	396
DCv2	unknown	HG00097	1073	9.729228e-01	1547	474
DCv2	unknown	HG00099	1076	7.549112e-01	1547	471
DCv2	unknown	HG00100	980	9.175339e-01	1547	567
DCv2	unknown	HG00101	1142	8.154038e-01	1547	405
DCv2	unknown	NA21137	1012	7.719208e-01	1547	535
DCv2	unknown	NA21141	1027	6.983472e-01	1547	520
DCv2	unknown	NA21142	899	9.033831e-01	1547	648
DCv2	unknown	NA21143	1056	7.977177e-01	1547	491
DCv2	unknown	NA21144	968	7.546704e-01	1547	579
RIGHT
DCv2	unknown	HG00096	1671	6.916390e-01	2364	693
DCv2	unknown	HG00097	1472	8.144689e-01	2364	892
DCv2	unknown	HG00099	1515	7.070084e-01	2364	849
DCv2	unknown	HG00100	1620	7.073508e-01	2364	744
DCv2	unknown	HG00101	1382	8.850647e-01	2364	982
DCv2	unknown	NA21137	1435	7.441187e-01	2364	929
DCv2	unknown	NA21141	1502	7.821551e-01	2364	862
DCv2	unknown	NA21142	1383	8.728903e-01	2364	981
DCv2	unknown	NA21143	1546	8.362955e-01	2364	818
DCv2	unknown	NA21144	1503	7.215923e-01	2364	861
