cortex	397.8094	89.4246	78.2226	120.0502	46.7258	55.725	26.2998	78.347	101.2994	62.9812
endodermis	65.8554	391.6638	35.6272	44.7588	54.0426	27.5482	44.7652	62.6442	68.1646	56.2826
epidermis	54.198020833333	32.395833333333	248.13322916667	47.132604166667	33.837291666667	63.773333333333	30.6990625	100.8090625	157.65260416667	64.643333333333
meristems	30.518	21.5264	51.9783	324.9312	32.6282	110.6528	24.5778	23.1553	31.1485	29.6677
pericycle	28.5872	35.0838	27.7894	43.7432	530.4492	279.737	62.8166	49.494	36.2026	45.4518
phloem	1.5238	1.3886	1.5082	3.8474	45.952	1092.9224	6.2444	4.1738	2.2444	5.1918
provascular	92.3904	185.4978	52.1192	112.489	268.0056	103.451	407.888	151.206	74.574	185.2082
root_cap	29.874	16.117	44.465	16.944	20.0844	24.625	8.7768	285.1078	37.0422	241.1854
root_hair	8.694	5.3268	38.8224	4.4852	9.3762	7.2738	4.2214	19.5148	377.3604	8.3252
xylem	15.7944	31.5252	19.4558	17.0696	36.8752	90.8616	30.9242	125.2678	25.2462	464.3252
