TraesCS7A03G0992500LC	21.73	38.87	329.14	28.43	28.04	53.16	10.09	101.96	89.31	33.05
TraesCS5D03G1173000	26.16	35.58	485.93	25.85	54.85	132.91	30.44	288.73	124.18	122.67
TraesCS1A03G0810300	22.81	41.46	229.35	56.57	20.37	13.29	11.61	46.69	20.26	118.91
TraesCS2D03G0324400	13.95	20.21	316.5	17.55	37.09	68.87	10.98	39.07	49.01	49.57
TraesCS2D03G0324500	31.78	36.28	651.92	49.51	56.25	83.37	20.27	89.57	105.09	97.63
TraesCS2B03G0423400	35.35	18.48	242.81	16.03	13.93	50.75	10.36	81.0	228.33	45.31
TraesCS2B03G0426800	4.32	5.87	115.12	8.3	10.27	14.5	2.86	8.58	13.67	13.02
TraesCS2B03G0426900	7.46	6.39	111.61	10.3	8.53	4.83	3.3	8.58	22.39	11.77
TraesCS3A03G0754700LC	55.89	36.28	603.52	27.95	44.23	108.74	25.27	145.79	656.24	109.9
TraesCS4A03G1056600LC	41.94	25.05	436.26	22.13	23.33	42.29	12.05	198.2	343.09	61.58
TraesCS6A03G0967600	37.84	39.73	286.05	14.69	17.41	124.45	19.02	167.71	105.8	98.38
TraesCS7B03G0854100	92.75	75.31	1498.1	77.85	126.77	140.16	37.32	306.83	1397.08	325.95
TraesCS1B03G0651500	58.16	26.08	354.57	21.37	31.87	54.37	18.84	262.05	521.23	133.43
TraesCS2A03G0309200	8.0	10.02	215.81	16.6	14.28	24.17	4.29	24.78	21.21	25.79
TraesCS3B03G0861400	41.3	20.9	357.26	18.98	27.34	60.41	13.57	122.92	402.94	45.06
