metric	value
overlap_holdout_exo_reads_fold2	592
overlap_holdout_endo_reads_fold2	395
overlap_holdout_exo_correct_strict_fold2	149
overlap_holdout_endo_correct_strict_fold2	0
overlap_holdout_balanced_accuracy_with_ties_as_errors_fold2	0.125845
overlap_holdout_exo_ties_fold2	443
overlap_holdout_endo_ties_fold2	295
overlap_holdout_balanced_accuracy_excluding_ties_fold2	0.500000
overlap_holdout_exo_best_pair_distribution_fold2	0/0:30,15/0:1,15/15:15,20/0:4,20/15:2,20/20:24,25/0:5,25/15:2,25/20:2,25/25:25,30/0:8,30/15:3,30/20:1,30/25:6,30/30:53,35/0:3,35/15:1,35/20:2,35/25:3,35/30:9,35/35:50,40/0:6,40/20:4,40/25:6,40/30:9,40/35:15,40/40:87,45/0:8,45/15:1,45/20:3,45/25:6,45/30:11,45/35:11,45/40:17,45/45:159
overlap_holdout_endo_best_pair_distribution_fold2	0/0:21,15/0:1,15/15:7,20/0:3,20/15:2,20/20:13,25/0:4,25/15:2,25/20:2,25/25:16,30/0:3,30/20:1,30/25:3,30/30:40,35/0:2,35/20:1,35/25:2,35/30:8,35/35:37,40/0:5,40/20:1,40/25:5,40/30:7,40/35:9,40/40:57,45/0:7,45/20:3,45/25:2,45/30:9,45/35:8,45/40:10,45/45:104
overlap_holdout_exo_reads_fold3	592
overlap_holdout_endo_reads_fold3	395
overlap_holdout_exo_correct_strict_fold3	141
overlap_holdout_endo_correct_strict_fold3	0
overlap_holdout_balanced_accuracy_with_ties_as_errors_fold3	0.119088
overlap_holdout_exo_ties_fold3	451
overlap_holdout_endo_ties_fold3	299
overlap_holdout_balanced_accuracy_excluding_ties_fold3	0.500000
overlap_holdout_exo_best_pair_distribution_fold3	0/0:8,15/0:1,15/15:5,20/0:1,20/15:3,20/20:9,25/0:3,25/20:2,25/25:16,30/0:5,30/15:2,30/20:3,30/25:7,30/30:33,35/20:2,35/25:1,35/30:12,35/35:52,40/0:8,40/20:4,40/25:4,40/30:11,40/35:10,40/40:100,45/0:9,45/15:1,45/20:6,45/25:9,45/30:10,45/35:11,45/40:16,45/45:228
overlap_holdout_endo_best_pair_distribution_fold3	0/0:7,15/0:1,15/15:4,20/15:2,20/20:4,25/0:2,25/20:1,25/25:10,30/0:3,30/15:2,30/20:2,30/25:2,30/30:18,35/20:1,35/30:10,35/35:33,40/0:8,40/20:1,40/25:3,40/30:8,40/35:7,40/40:65,45/0:7,45/20:3,45/25:6,45/30:9,45/35:8,45/40:10,45/45:158
overlap_holdout_exo_reads_fold5	592
overlap_holdout_endo_reads_fold5	395
overlap_holdout_exo_correct_strict_fold5	138
overlap_holdout_endo_correct_strict_fold5	0
overlap_holdout_balanced_accuracy_with_ties_as_errors_fold5	0.116554
overlap_holdout_exo_ties_fold5	454
overlap_holdout_endo_ties_fold5	310
overlap_holdout_balanced_accuracy_excluding_ties_fold5	0.500000
overlap_holdout_exo_best_pair_distribution_fold5	0/0:2,15/15:1,20/0:1,20/15:1,20/20:5,25/0:2,25/15:2,25/20:2,25/25:8,30/0:5,30/15:3,30/20:2,30/25:9,30/30:41,35/0:1,35/20:1,35/30:5,35/35:50,40/0:5,40/15:1,40/25:6,40/30:11,40/35:18,40/40:101,45/0:1,45/15:2,45/20:6,45/25:11,45/30:10,45/35:8,45/40:25,45/45:246
overlap_holdout_endo_best_pair_distribution_fold5	0/0:2,20/15:1,20/20:1,25/0:1,25/20:2,25/25:6,30/0:1,30/15:3,30/25:4,30/30:27,35/20:1,35/30:3,35/35:38,40/0:4,40/25:5,40/30:8,40/35:13,40/40:63,45/0:1,45/15:1,45/20:5,45/25:5,45/30:5,45/35:7,45/40:15,45/45:173
mix_reads	691
