group	tree	mean_patristic_distance
animals	1003258at2759.faa.mafft.clipkit.treefile	1.559133333333
animals	100698at2759.faa.mafft.clipkit.treefile	0.470466666667
animals	1010730at2759.faa.mafft.clipkit.treefile	1.281200000000
animals	1014314at2759.faa.mafft.clipkit.treefile	0.639900000000
animals	1018517at2759.faa.mafft.clipkit.treefile	0.566800000000
animals	1019762at2759.faa.mafft.clipkit.treefile	1.221933333333
animals	1038775at2759.faa.mafft.clipkit.treefile	0.830400000000
animals	1041560at2759.faa.mafft.clipkit.treefile	0.802200000000
animals	1065019at2759.faa.mafft.clipkit.treefile	1.082533333333
animals	1079827at2759.faa.mafft.clipkit.treefile	0.246800000000
animals	1094121at2759.faa.mafft.clipkit.treefile	0.752433333333
animals	1096688at2759.faa.mafft.clipkit.treefile	0.719266666667
animals	1112002at2759.faa.mafft.clipkit.treefile	1.080966666667
animals	1129824at2759.faa.mafft.clipkit.treefile	1.258933333333
animals	1138059at2759.faa.mafft.clipkit.treefile	0.615933333333
animals	1157302at2759.faa.mafft.clipkit.treefile	0.330533333333
animals	1161199at2759.faa.mafft.clipkit.treefile	1.022800000000
animals	1173229at2759.faa.mafft.clipkit.treefile	1.346550000000
animals	1193442at2759.faa.mafft.clipkit.treefile	0.854683333333
animals	1194691at2759.faa.mafft.clipkit.treefile	0.589400000000
animals	1200489at2759.faa.mafft.clipkit.treefile	1.263400000000
animals	1217666at2759.faa.mafft.clipkit.treefile	0.472600000000
animals	1249159at2759.faa.mafft.clipkit.treefile	0.817400000000
animals	1251252at2759.faa.mafft.clipkit.treefile	0.820800000000
animals	1260807at2759.faa.mafft.clipkit.treefile	1.068733333333
animals	1264469at2759.faa.mafft.clipkit.treefile	1.490266666667
animals	1269244at2759.faa.mafft.clipkit.treefile	1.161000000000
animals	1269649at2759.faa.mafft.clipkit.treefile	0.573966666667
animals	1284731at2759.faa.mafft.clipkit.treefile	1.071933333333
animals	1287094at2759.faa.mafft.clipkit.treefile	0.979600000000
animals	1287401at2759.faa.mafft.clipkit.treefile	0.405633333333
animals	1291729at2759.faa.mafft.clipkit.treefile	1.297400000000
animals	1304061at2759.faa.mafft.clipkit.treefile	0.421100000000
animals	1338131at2759.faa.mafft.clipkit.treefile	0.383866666667
animals	1342242at2759.faa.mafft.clipkit.treefile	1.697883333333
animals	1346165at2759.faa.mafft.clipkit.treefile	1.444633333333
animals	1346432at2759.faa.mafft.clipkit.treefile	1.066450000000
animals	1355894at2759.faa.mafft.clipkit.treefile	0.386966666667
animals	1358374at2759.faa.mafft.clipkit.treefile	0.883400000000
animals	1364586at2759.faa.mafft.clipkit.treefile	1.199633333333
animals	1370285at2759.faa.mafft.clipkit.treefile	1.288366666667
animals	1379600at2759.faa.mafft.clipkit.treefile	0.958133333333
animals	1382842at2759.faa.mafft.clipkit.treefile	0.901466666667
animals	1405073at2759.faa.mafft.clipkit.treefile	0.344750000000
animals	1421503at2759.faa.mafft.clipkit.treefile	0.435200000000
animals	1423847at2759.faa.mafft.clipkit.treefile	0.698133333333
animals	1428854at2759.faa.mafft.clipkit.treefile	1.354383333333
animals	1432328at2759.faa.mafft.clipkit.treefile	0.579266666667
animals	1434266at2759.faa.mafft.clipkit.treefile	1.428900000000
animals	1441854at2759.faa.mafft.clipkit.treefile	0.747533333333
animals	1445102at2759.faa.mafft.clipkit.treefile	0.540200000000
animals	1455730at2759.faa.mafft.clipkit.treefile	0.452533333333
animals	1488235at2759.faa.mafft.clipkit.treefile	0.691400000000
animals	1488436at2759.faa.mafft.clipkit.treefile	0.601900000000
animals	1504863at2759.faa.mafft.clipkit.treefile	0.711783333333
animals	1513531at2759.faa.mafft.clipkit.treefile	0.962800000000
animals	1525971at2759.faa.mafft.clipkit.treefile	0.861416666667
animals	1526152at2759.faa.mafft.clipkit.treefile	1.251800000000
animals	1538526at2759.faa.mafft.clipkit.treefile	0.841100000000
animals	1545004at2759.faa.mafft.clipkit.treefile	0.417833333333
animals	1552706at2759.faa.mafft.clipkit.treefile	0.649366666667
animals	156083at2759.faa.mafft.clipkit.treefile	0.094633333333
animals	1620056at2759.faa.mafft.clipkit.treefile	0.938016666667
animals	1626636at2759.faa.mafft.clipkit.treefile	0.528866666667
animals	1633672at2759.faa.mafft.clipkit.treefile	0.257133333333
animals	176625at2759.faa.mafft.clipkit.treefile	1.697733333333
animals	271586at2759.faa.mafft.clipkit.treefile	1.976500000000
animals	290630at2759.faa.mafft.clipkit.treefile	0.999166666667
animals	296129at2759.faa.mafft.clipkit.treefile	0.629633333333
animals	306227at2759.faa.mafft.clipkit.treefile	1.172800000000
animals	320059at2759.faa.mafft.clipkit.treefile	0.238966666667
animals	324863at2759.faa.mafft.clipkit.treefile	1.502733333333
animals	331411at2759.faa.mafft.clipkit.treefile	0.551733333333
animals	341721at2759.faa.mafft.clipkit.treefile	1.468000000000
animals	355408at2759.faa.mafft.clipkit.treefile	0.120133333333
animals	390348at2759.faa.mafft.clipkit.treefile	0.230133333333
