pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	6	9	40	2041	3.09813787201e-09	4.24444888465e-07	PA14_09210,PA14_09220,PA14_09240,PA14_09270,PA14_09280,PA14_09290
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	11	202	40	2041	0.00118847250606	0.0814103666648	PA14_10160,PA14_10180,PA14_20030,PA14_33540,PA14_33550,PA14_33560,PA14_33690,PA14_33760,PA14_48115,PA14_54980,PA14_62000
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	47	40	2041	0.0122941352493	0.561432176387	PA14_33500,PA14_35520,PA14_35530,PA14_38200
pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	24	40	2041	0.0788288039808	1	PA14_35520,PA14_35530
pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	6	40	2041	0.112107098587	1	PA14_31820
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	8	265	40	2041	0.137632509243	1	PA14_06170,PA14_06180,PA14_15190,PA14_15200,PA14_20000,PA14_28980,PA14_47390,PA14_64690
pau00261	Monobactam biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	9	40	2041	0.163466772958	1	PA14_33510
pau00640	Propanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	43	40	2041	0.205351142153	1	PA14_35520,PA14_35530
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	2	45	40	2041	0.219882095623	1	PA14_35520,PA14_35530
pau00660	C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	13	40	2041	0.227461846043	1	PA14_38200
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	1	14	40	2041	0.242699284977	1	PA14_58000
pau00290	Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	17	40	2041	0.286674463056	1	PA14_38200
pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	21	40	2041	0.341453533296	1	PA14_09210
pau00360	Phenylalanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	21	40	2041	0.341453533296	1	PA14_31820
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	10	444	40	2041	0.366797945716	1	PA14_09210,PA14_09220,PA14_31820,PA14_33500,PA14_33510,PA14_35520,PA14_35530,PA14_38200,PA14_55580,PA14_58030
pau00470	D-Amino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	23	40	2041	0.367282684286	1	PA14_63940
pau03010	Ribosome - Pseudomonas aeruginosa UCBPP-PA14	2	67	40	2041	0.38063287785	1	PA14_17700,PA14_17710
pau00340	Histidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	25	40	2041	0.392123132904	1	PA14_31820
pau00770	Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	26	40	2041	0.404184181854	1	PA14_38200
pau00350	Tyrosine metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	27	40	2041	0.416011791147	1	PA14_31820
