Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Unnamed: 7
Comp	1.93179439757908e-182	2.80018926665198	0.611	0.021	4.073574846175e-178	Comp+	adj p value <= 0.05
1500015O10Rik	8.58843194518324e-176	2.90865060070051	0.678	0.075	1.81104264428079e-171	Comp+	
Fxyd6	1.34114698612987e-167	1.20294196360183	0.806	0.236	2.82807664965205e-163	Comp+	
Cilp	9.45086359962864e-146	1.95370880017686	0.667	0.124	1.99290360725369e-141	Comp+	
Ptn	2.02535562433108e-117	2.24705570853618	0.601	0.125	4.27086740502695e-113	Comp+	
Pdgfrl	3.04379005532251e-116	0.824995723641904	0.674	0.189	6.41844008965858e-112	Comp+	
Ctgf	4.30577900904264e-113	1.48912771310294	0.694	0.209	9.07959619636822e-109	Comp+	
Cthrc1	5.77361796063401e-110	1.95956433674494	0.482	0.05	1.21748281935889e-105	Comp+	
Cst3	3.75899108129195e-108	1.12147772706566	0.995	0.972	7.92658449312033e-104	Comp+	
Timp1	7.96992501524613e-108	1.6967865735474	0.697	0.248	1.68061808796495e-103	Comp+	
Vim	1.10045054635235e-104	0.834006350756228	0.978	0.951	2.3205200670932e-100	Comp+	
Plod2	2.50971748665559e-99	0.83205457250152	0.683	0.256	5.29224126411065e-95	Comp+	
Tm4sf1	6.89347491109228e-98	1.10696437402992	0.748	0.344	1.45362705450203e-93	Comp+	
Prg4	8.7668650474914e-97	3.3585906240461	0.468	0.066	1.84866883256451e-92	Comp+	
Ddah1	5.19096619016174e-96	1.05339773050067	0.427	0.036	1.09461904051941e-91	Comp+	
Fibin	2.97912723669751e-95	1.06780791936788	0.653	0.225	6.28208560402404e-91	Comp+	
Thbs4	2.01218354042321e-94	2.35023098520734	0.369	0.024	4.24309143169042e-90	Comp+	
Runx1	4.60095122453118e-93	0.66908182314517	0.611	0.123	9.70202584716889e-89	Comp+	
Fmod	2.64724082199492e-90	2.34117381419901	0.487	0.097	5.58223672134068e-86	Comp+	
Col1a1	5.15588665951388e-88	1.39609110909517	0.922	0.888	1.08722181989169e-83	Comp+	
Pam	1.94382545849257e-86	0.759780682611612	0.89	0.597	4.09894474432329e-82	Comp+	
Sparc	5.94742598436819e-86	0.777811362329493	0.993	0.98	1.25413371732372e-81	Comp+	
Enpp1	6.5057915437119e-86	0.594511411795929	0.446	0.061	1.37187626282253e-81	Comp+	
Bgn	1.93086889132515e-85	0.571212633027456	0.978	0.851	4.07162323113734e-81	Comp+	
Itgbl1	7.53594492063243e-84	0.869298116004215	0.639	0.204	1.58910470541376e-79	Comp+	
4930523C07Rik	5.5234568595273e-83	0.620473183703719	0.692	0.282	1.16473134796852e-78	Comp+	
Tgfb3	1.00056471598092e-82	0.585601337855994	0.606	0.175	2.10989081658896e-78	Comp+	
