Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Unnamed: 7
Ccl21a	0.0	5.04281199767946	0.928	0.055	0.0	Ccl19+	adj p value <= 0.05
Clu	0.0	3.3042797802583	0.969	0.205	0.0	Ccl19+	
Ccl19	6.87812499905904e-285	3.26379131737132	0.901	0.096	1.45039021855158e-280	Ccl19+	
Apoe	4.64302019269396e-284	2.44450838902665	0.993	0.751	9.79073668033375e-280	Ccl19+	
Des	1.36833358601908e-254	1.91015708025474	0.909	0.14	2.88540503283843e-250	Ccl19+	
Enpp2	9.89475661747339e-244	2.08151443099125	0.928	0.324	2.08650732792661e-239	Ccl19+	
C3	2.19536714272218e-228	1.54672807762785	0.978	0.699	4.62937069385825e-224	Ccl19+	
Csf2rb	4.55880072526335e-227	1.66813382019108	0.739	0.019	9.61314308936283e-223	Ccl19+	
Srgn	2.47586322349258e-220	1.7350077899327	0.799	0.086	5.2208527793788e-216	Ccl19+	
Vtn	5.92350397534132e-220	2.18195473570788	0.801	0.081	1.24908928328022e-215	Ccl19+	
B2m	1.16685205661021e-215	1.20995568980753	0.998	0.977	2.46054093177396e-211	Ccl19+	
Tmem176b	3.12975509857398e-211	1.36423374486609	0.99	0.475	6.59971457636295e-207	Ccl19+	
Cpxm1	1.31489225717827e-206	1.69782897583224	0.913	0.462	2.77271330271181e-202	Ccl19+	
Mfge8	1.87116110792032e-204	2.43723121493959	0.936	0.627	3.94571742827159e-200	Ccl19+	
Tmem176a	3.24359526996663e-196	1.34598810190821	0.985	0.403	6.83976934577863e-192	Ccl19+	
H2-D1	5.93075725481859e-190	1.07985763579496	0.996	0.948	1.2506187823236e-185	Ccl19+	
Ifitm1	6.24952884531081e-188	1.5693019527306	0.923	0.242	1.31783814761069e-183	Ccl19+	
Cxcl12	1.19893570126968e-180	1.06321211275225	0.987	0.611	2.52819571326737e-176	Ccl19+	
Bst1	1.07455386059503e-172	1.52216393581673	0.59	0.004	2.26591172583674e-168	Ccl19+	
C2	6.23433971061322e-167	1.19620633478952	0.772	0.208	1.31463521477701e-162	Ccl19+	
Hmgcs2	9.89823836484671e-165	1.33194198766469	0.786	0.21	2.08724152399523e-160	Ccl19+	
Dclk1	1.79873817140472e-153	1.13057418560538	0.82	0.377	3.79299918204113e-149	Ccl19+	
Serpina10	1.80783550485635e-152	1.34838519148364	0.552	0.003	3.81218272909059e-148	Ccl19+	
Hspa1a	8.32184880434713e-149	1.84028709790491	0.879	0.486	1.75482825737268e-144	Ccl19+	
C1ra	4.12037279825778e-148	1.06761950658016	0.931	0.614	8.68863011968619e-144	Ccl19+	
Il33	8.0101148354703e-148	1.38228730702155	0.758	0.235	1.68909291535562e-143	Ccl19+	
H2-K1	1.26942516640672e-145	0.88359519909872	0.987	0.84	2.67683684840184e-141	Ccl19+	
H2-Q7	4.0633290214454e-145	1.07094689343386	0.754	0.155	8.56834190752191e-141	Ccl19+	
Csf2rb2	1.57889690992433e-141	1.07858796430636	0.525	0.013	3.32941991395743e-137	Ccl19+	
Ctsc	1.02270205183651e-137	1.43332010056273	0.641	0.106	2.15657181670764e-133	Ccl19+	
Rgs5	6.34822856482332e-137	1.19163716506927	0.64	0.079	1.33865095746429e-132	Ccl19+	
Cd74	2.72002277740223e-133	2.06135262932687	0.605	0.081	5.73571203070807e-129	Ccl19+	
Vcam1	1.15318403433689e-131	1.16529164268346	0.911	0.466	2.43171917320619e-127	Ccl19+	
C1s1	4.09152957399655e-127	0.862022668911251	0.957	0.702	8.62780841268652e-123	Ccl19+	
H2-Ab1	8.55052139093383e-127	1.49517014994983	0.57	0.062	1.80304844570622e-122	Ccl19+	
Cxcl16	4.38537265167191e-124	1.09971501395161	0.758	0.298	9.24743531058055e-120	Ccl19+	
Ecscr	1.52938245996633e-112	1.00139650852356	0.578	0.092	3.225008793331e-108	Ccl19+	
C4b	1.0428800592344e-109	0.867364141217422	0.916	0.418	2.19912118090759e-105	Ccl19+	
Tgfbi	4.00025349188338e-107	0.9216284838844	0.804	0.355	8.43533453833449e-103	Ccl19+	
Tnfsf13b	1.23415774826482e-106	1.04514870167252	0.634	0.157	2.60246844376602e-102	Ccl19+	
Sostdc1	1.27652043658415e-105	1.2788657659165	0.396	0.004	2.691798644625e-101	Ccl19+	
Slc15a3	3.74259883156781e-97	0.796971198257938	0.406	0.028	7.89201815612703e-93	Ccl19+	
Dsc3	1.6473937793704e-95	0.994789603649148	0.4	0.002	3.47385926255837e-91	Ccl19+	
Ccl9	2.56090930392839e-94	1.39545858487371	0.39	0.02	5.40018944919381e-90	Ccl19+	
Ntrk1	1.90255983816503e-91	0.881619206195425	0.423	0.039	4.01192793073859e-87	Ccl19+	
