>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Star	5.84002266138804	3.20470887022675e-180	8.43062762490552e-176
Trf	3.83253089276776	2.47392267420901e-175	3.25407418952082e-171
Ugt1a7c	4.40734312509095	2.18642620023618e-148	1.91727713498711e-144
Wt1	5.93373396424604	1.23123573219231e-138	8.09752960169575e-135
Nkain4	4.45197952425987	7.7755968549874e-132	4.09105252928307e-128
Crem	3.52177456017029	8.45386399669337e-122	3.70659666935021e-118
Egln3	6.95771820554296	2.80989743236031e-120	1.0559995964729e-116
Tmem151a	5.37535365600032	4.89014733462747e-105	1.60806382415056e-101
Tmem37	3.61240341946356	2.73786930123224e-103	8.00279196750182e-100
Tmem108	6.69641190966733	3.22255751530624e-103	8.47758205551612e-100
Wt1os	4.48462759048892	5.20091476172036e-100	1.24382240578707e-96
Rdh10	4.01945664843971	8.76496670556192e-100	1.92149982602681e-96
Trmt61b	4.1846654467717	3.68141335944128e-98	7.44976471129398e-95
Hdc	6.75520488975952	7.29116017140188e-97	1.37006107592192e-93
Upk3b	8.01770047149902	3.33352740353669e-90	5.48094408780249e-87
Gm47140	2.86742289446849	6.108892441167e-89	9.45333137939884e-86
Myrf	5.51083423923162	3.44532394597172e-85	5.03534094703767e-82
Mpp6	2.94820340431173	1.30997422399491e-83	1.81376273213864e-80
Ugdh	2.45985348198045	8.84334645718951e-83	1.16320957624642e-79
Slmapos2	2.8388797478744	1.25232881303961e-82	1.56881019450634e-79
Gm20186	2.83123968955371	6.76214592881421e-81	8.08598967951434e-78
Gm47922	2.81811303774632	3.34564303728903e-80	3.82668832095489e-77
Acsl4	2.20973161524753	5.31934439433439e-80	5.83066637423979e-77
Gm45551	2.97944253941968	1.15289258828289e-77	1.21316581279832e-74
Gm32856	2.74162759083561	5.27058458302787e-76	5.33281802406593e-73
Col6a5	4.25956958879092	1.18274173548891e-73	1.15238469761136e-70
Stk26	3.94605359542402	1.87106602411886e-72	1.75793335344624e-69
Ldhb	2.00885755535593	1.26652442536063e-70	1.14891234682627e-67
Krt76	8.67884463363642	2.84349012226673e-70	2.4934564882157e-67
Rspo1	2.79970140640203	2.43962266036117e-68	2.00559854144129e-65
Cstf3	2.40815265482858	1.30992001722091e-67	1.04424442100092e-64
Fosl2	2.26298689916155	4.5387413005874e-66	3.5117843351339e-63
Usp53	2.66167629351876	8.9265647467332e-66	6.70946110835172e-63
Ugt1a6a	2.66053703949231	6.65695565732104e-64	4.86457034658735e-61
Gm38271	2.35795275201202	1.58043570489735e-63	1.12368978618202e-60
Lsr	5.21511611665655	2.24091435596702e-62	1.5513614200638e-59
Hmgcs2	2.18984887810648	1.77144242281177e-59	1.16503339542273e-56
Tmem255a	4.13657387300191	9.59357857510766e-59	6.15556759939895e-56
Lrrn4	6.91117744000976	2.85144131950189e-58	1.786020637908e-55
Gm29371	2.99052085036555	5.99538143392881e-57	3.50489998627478e-54
Pqlc1	3.02149785564525	6.32944409252704e-57	3.61975403787193e-54
Aldh1a2	5.22580614043616	7.90727726581158e-56	4.33144270574016e-53
Gm12840	2.84343980782589	8.06784097697448e-56	4.33144270574016e-53
Usp2	2.6501342922799	1.22886557984434e-54	6.3387778056794e-52
Barx1	7.20849089397801	1.31079682308826e-54	6.63137154326594e-52
Tiparp	2.24030222437861	3.14046425059987e-54	1.55879609510436e-51
Emd	2.61960069293016	3.98659435094859e-54	1.94213588130379e-51
Upk1b	6.66243685503813	8.22289451813917e-54	3.93308520161249e-51
Ugt1a6b	6.40817960735649	8.37594776620963e-54	3.9347510336728e-51
Gda	2.20327261536888	8.31477476218649e-53	3.83748736261123e-50
Folh1	5.02966973932345	1.87817260239071e-52	8.37442146628683e-50
Uap1	2.12769138185491	6.26643650722156e-51	2.7024777900898e-48
Epha2	3.72065376136295	7.03183753666175e-51	2.98365403349936e-48
Nectin2	2.84397528057136	1.00612634074537e-50	4.2012961342839e-48
Fam151a	6.39098212288342	1.85877533909242e-50	7.64043794461004e-48
