Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Unnamed: 7
Hhip	7.32523702119436e-294	3.4778480599436	0.868	0.039	1.54467273065926e-289	Hhip+	adj p value <= 0.05
Mustn1	2.4419200434206e-238	2.57075570549479	0.899	0.345	5.14927679556103e-234	Hhip+	
Grem2	1.42931448143403e-197	2.13880897455089	0.684	0.049	3.01399544699994e-193	Hhip+	
Enpp2	3.04636092000233e-183	1.6377625629654	0.881	0.392	6.42386127200891e-179	Hhip+	
Rgs2	3.07782677526591e-171	2.34636389053634	0.683	0.103	6.49021332100322e-167	Hhip+	
Aspn	7.14419998931603e-169	2.18978517960252	0.843	0.429	1.50649745174707e-164	Hhip+	
6330403K07Rik	1.88782843576783e-136	1.43744959278843	0.506	0.023	3.98086382250363e-132	Hhip+	
Sgcg	2.73769744970114e-130	1.44093172359953	0.464	0.002	5.77298261218479e-126	Hhip+	
Cyp2e1	5.67412634787086e-128	1.82863840080014	0.491	0.03	1.19650302297553e-123	Hhip+	
Btg2	2.53404327233114e-127	1.41483008417372	0.899	0.78	5.34353704836468e-123	Hhip+	
Thbs1	2.91043502488796e-127	2.12178574543077	0.752	0.342	6.13723433698125e-123	Hhip+	
P2ry14	1.0695344122516e-119	1.47122472809827	0.587	0.109	2.25532721511494e-115	Hhip+	
Sftpc	1.85503927551268e-114	1.35502904198116	0.509	0.055	3.9117213202736e-110	Hhip+	
Acta2	1.64748979763413e-113	1.75137267336895	0.634	0.185	3.47406173627109e-109	Hhip+	
Pde4b	5.19843955961147e-112	1.94857527347929	0.603	0.19	1.09619494993527e-107	Hhip+	
Bmp5	1.58193383883091e-111	1.33030261843999	0.538	0.087	3.33582388594274e-107	Hhip+	
Mgp	2.37357579479043e-108	0.890370048156145	0.955	0.576	5.00515927847458e-104	Hhip+	
Cdh4	1.82170406338534e-104	1.20244992723108	0.383	0.013	3.84142735846066e-100	Hhip+	
Hmgb1	2.01091752466106e-104	0.832281249480747	0.878	0.78	4.24042178425277e-100	Hhip+	
Tagln	8.46201416789401e-103	1.69709486536958	0.65	0.197	1.78438492758381e-98	Hhip+	
Csrp1	1.23297357111167e-82	0.891692893898599	0.77	0.465	2.59997136940317e-78	Hhip+	
Gm13889	3.88440707282672e-80	1.75781194666201	0.494	0.151	8.1910491944697e-76	Hhip+	
Junb	2.62961219369574e-77	0.741857968075253	0.963	0.929	5.54506323284621e-73	Hhip+	
Igfbp3	7.21070702493485e-77	1.37976098740372	0.671	0.325	1.52052179034801e-72	Hhip+	
Pdlim3	7.28542065377432e-69	1.07214104151563	0.414	0.099	1.53627665326139e-64	Hhip+	
Fmo2	2.14721087918374e-66	0.880913532065098	0.659	0.342	4.52782358093475e-62	Hhip+	
Pcsk5	4.62270850995245e-66	1.05461520468839	0.481	0.203	9.74790543493674e-62	Hhip+	
Efnb2	3.50975725578007e-65	1.15665419561313	0.303	0.03	7.40102512526342e-61	Hhip+	
Rpl10	5.80431732187994e-65	0.623420495723871	0.961	0.719	1.22395639366482e-60	Hhip+	
Myl9	7.27105034155836e-65	1.10036188620347	0.59	0.3	1.53324638552441e-60	Hhip+	
Net1	4.16980908078888e-64	1.03295371439444	0.311	0.028	8.79287640865951e-60	Hhip+	
Tgfbi	5.68612831919793e-64	0.908554516669302	0.691	0.407	1.19903387866927e-59	Hhip+	
Kcns3	3.4403177153326e-63	0.919921985537576	0.325	0.046	7.25459796632185e-59	Hhip+	
Fxyd6	4.99599525838491e-58	0.93741902720293	0.54	0.265	1.05350552013563e-53	Hhip+	
Eif1	1.51799452687489e-57	0.408093797598346	0.986	0.989	3.20099505882107e-53	Hhip+	
P4ha3	1.55916271962852e-56	0.86323757273479	0.286	0.033	3.28780642688066e-52	Hhip+	
Rpl9	4.41678372794734e-54	0.519632631911925	0.955	0.748	9.31367184712255e-50	Hhip+	
Igfbp5	6.92076675153837e-54	0.700853941688054	0.734	0.421	1.4593820848969e-49	Hhip+	
Sod3	2.64785311596719e-53	0.755954694252417	0.732	0.644	5.58352786564002e-49	Hhip+	
Ptma	6.23923424122304e-53	0.394037646282463	0.982	0.976	1.3156673244467e-48	Hhip+	
Dstn	1.35500104451011e-52	0.690333221084206	0.784	0.739	2.85729070255847e-48	Hhip+	
Calm2	9.27035459358111e-52	0.605824394691297	0.871	0.868	1.95483967314845e-47	Hhip+	
Rpl21	1.07947291874e-50	0.46305981658175	0.974	0.886	2.27628454374703e-46	Hhip+	
Spon2	2.15240227717266e-50	0.998463900371138	0.609	0.406	4.53877068187398e-46	Hhip+	
Fau	5.75692440543579e-50	0.565297467255323	0.922	0.636	1.21396264937424e-45	Hhip+	
Crip2	8.88473540466053e-49	0.628184569803905	0.776	0.668	1.87352415478077e-44	Hhip+	
Ptms	1.10174764064382e-46	0.617214316292695	0.749	0.691	2.32325524982561e-42	Hhip+	
Malat1	2.21346614361788e-45	0.611969547760796	0.998	0.996	4.66753605704701e-41	Hhip+	
Ednrb	4.32807004247418e-45	0.822512519917199	0.251	0.028	9.12660129856531e-41	Hhip+	
Ngb	1.22674352450951e-44	0.736667121495788	0.205	0.006	2.58683407013321e-40	Hhip+	
2900055J20Rik	7.20894128992661e-43	0.627250677966562	0.165	0.001	1.52014944980682e-38	Hhip+	
Lgr5	1.23223117959978e-42	0.730665499469853	0.188	0.008	2.59840588842205e-38	Hhip+	
Ddx5	2.09985730790606e-42	0.43622483668429	0.921	0.929	4.42796910518151e-38	Hhip+	
Gata5	3.19127067987381e-42	0.68397999829211	0.19	0.011	6.7294324826499e-38	Hhip+	
Nr4a1	3.73665514258203e-42	1.10453543235859	0.647	0.536	7.87948469916272e-38	Hhip+	
Car2	5.29047751424953e-42	0.814134878396171	0.229	0.039	1.1156029934298e-37	Hhip+	
H3f3b	6.73682486158034e-42	0.647776497049755	0.967	0.976	1.42059425856145e-37	Hhip+	
Nfib	2.37828437791038e-41	0.637533989859648	0.782	0.713	5.01508826769962e-37	Hhip+	
Zfp36l1	2.82882105781676e-41	0.761449509142319	0.831	0.837	5.9651349646182e-37	Hhip+	
Btg1	3.71120026001532e-40	0.751284073713267	0.704	0.608	7.8258079882943e-36	Hhip+	
Gstk1	1.84981314753896e-39	0.782798991493572	0.297	0.115	3.90070098421541e-35	Hhip+	
Rpl17	1.97549443187925e-39	0.369664372985317	0.959	0.878	4.16572510850377e-35	Hhip+	
Tbx4	3.59548925125044e-39	0.539525788649651	0.181	0.015	7.5818081841118e-35	Hhip+	
Serpine2	4.61730780304126e-39	0.413653621578604	0.709	0.505	9.7365169642731e-35	Hhip+	
Egr1	5.56534857136587e-39	0.614779132359837	0.921	0.873	1.17356505324392e-34	Hhip+	
