>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Pamr1	4.40039014739335	1.96518697178186e-142	4.82374794093574e-138
Sec14l3	11.4438486967974	7.34113885294986e-142	9.00977971422537e-138
Mfap2	4.68556136026741	3.9025737618808e-111	3.19308585197087e-107
Ager	10.9805575280019	7.83138079328796e-111	4.80572682380115e-107
Rbm28	2.60540615938021	5.02687445437637e-102	2.46779320714245e-98
Sparcl1	8.80183888018621	1.96130385425865e-97	8.02369406777214e-94
Lbp	3.53762017215002	1.18195601985004e-85	4.14461320903417e-82
Trabd2b	6.32829968477565	1.21433160190504e-83	3.72587293754513e-80
Adh7	9.36967153563076	2.03565081257958e-82	5.55189831617537e-79
Rtkn2	7.25330447756517	1.78938660021035e-72	4.39222834887631e-69
Ndnf	6.45531502449459	6.18176938741963e-56	1.37943373985093e-52
Tgfb2	2.9020449503015	4.46202495530735e-54	8.42498958099802e-51
Hpgd	4.40471565864018	4.55813052114315e-52	7.99170512656999e-49
Gpc3	2.79548712340092	5.34187451458663e-51	8.74144345566956e-48
Tbx5	6.4577456823698	2.64833876789799e-50	3.82388961157789e-47
Lamb3	5.89241401423083	3.87983828891934e-50	5.29080614665634e-47
Bgn	3.07705754451393	3.11290221785069e-49	4.02154199154543e-46
Fmo2	3.61436089246203	2.58052344986985e-47	3.01626326669073e-44
St6gal1	3.60218408931471	7.14289521877986e-47	7.96952300182593e-44
Sfrp1	4.90558781242408	1.40353470234718e-45	1.49787664364409e-42
Smpdl3a	2.78158460686788	2.67520571721872e-43	2.62662398139402e-40
Tspan12	4.13711438722647	1.62731038563697e-42	1.53630618176327e-39
C4b	3.88303924513486	2.39093206583815e-42	2.17362290696531e-39
Fam189a2	5.43576696717469	2.70187469969586e-42	2.36857915638337e-39
Hhip	8.25899903041429	3.48040633899093e-42	2.9458639309266e-39
Sema3e	4.63839654912225	1.98360868591678e-40	1.62298862681711e-37
Limch1	4.37588229993776	1.8886613147004e-39	1.44872126970737e-36
Prdx6	2.38687384382144	5.46492063328464e-39	4.06490732923045e-36
Ppfibp2	2.65115777307457	8.00327832898315e-39	5.77789617244766e-36
Hmcn1	5.32572964638685	1.15869074924963e-38	8.12606375173754e-36
Ltbp1	5.29781059108036	9.09747043456851e-38	5.87648708649786e-35
Adh1	4.59186502925327	2.47920003987666e-36	1.4842547360686e-33
Hopx	4.23019726069541	2.6695105177635e-36	1.56013821831007e-33
Cmah	3.44179382132983	9.44135454678457e-36	5.26698837966759e-33
Syn2	5.60256339033143	1.53113079413588e-35	8.35180810507984e-33
Fbln5	2.13927189642703	8.35204365410087e-35	4.44225782004453e-32
Sphkap	6.42705327121905	1.89421574763979e-34	9.686545779493e-32
Col4a4	2.86646461758126	3.98067116342018e-34	1.99407253831249e-31
Alcam	4.96644628986212	5.06336441767009e-34	2.4857068599226e-31
Bmp3	3.92117129888416	5.42122019239725e-34	2.60920138907025e-31
Megf10	7.98671403559232	4.48585804828126e-33	2.11749753179061e-30
Tubg1	2.05307773294077	8.99484000730118e-32	4.01431532398572e-29
Pdzd2	3.19259437432114	9.4893536856577e-32	4.15938706371704e-29
Mmd	2.78151510022281	1.17903482087109e-31	5.07729626545644e-29
Gm4208	4.7225098445282	4.86359025853562e-31	1.9570768276396e-28
Tmem51	3.62008277790978	6.51225000782877e-31	2.5782207853575e-28
Akap5	4.10421159588317	1.00430686019017e-30	3.91297082384569e-28
Arhgap22	4.98780961139076	1.04042373642366e-30	3.99035016160237e-28
Napsa	4.37417792311787	2.25202596989411e-30	8.37548931166982e-28
C1qtnf7	2.73723970602993	3.97293060115453e-30	1.43411109611675e-27
Necab3	4.71004496412112	7.28566919227949e-30	2.59179762309699e-27
Lrrfip1	2.57611341080339	1.04327451754678e-29	3.65831661538619e-27
Nrde2	2.74250116614564	1.90534280318363e-29	6.58711893618949e-27
Bst1	4.89777439239562	3.07562119307173e-29	1.04853052507137e-26
Gm43050	6.47440877378121	9.71348961633961e-29	3.22199075841449e-26
Prr15	3.44248948323255	2.61392325599452e-28	8.55484803221885e-26
Lypd2	8.71684469677573	3.4297358284549e-28	1.10771441638492e-25
E2f1	2.36745054194404	5.498784870492e-28	1.74873980037883e-25
Flrt3	3.42473634164082	5.55698298824853e-28	1.74873980037883e-25
Wdr86	4.50214274932314	5.91157062237656e-28	1.83677737337791e-25
Npy1r	3.86795264614351	1.18106160032414e-26	3.53540707823857e-24
Col4a3	3.3257956774253	2.9273089553811e-26	8.65707537575716e-24
Cped1	2.78236208372248	6.70831515239872e-26	1.93720357330328e-23
Eln	2.74704152995793	1.057402917983e-25	2.98333471549547e-23
Cxcl15	7.6465599247826	1.38553333276224e-25	3.86469331658886e-23
Hrct1	3.95555159702011	1.47527358976931e-25	4.06877140836826e-23
Igf2bp1	5.73714693318107	2.34335900137532e-25	6.3208890162372e-23
Epas1	3.20281769198875	2.75351211906931e-25	7.34649005159513e-23
Vegfa	3.96015409298547	9.79389002195176e-25	2.557455579562e-22
Sftpc	13.2746262088239	1.1792054065309e-24	2.95354856211302e-22
Paqr7	2.00968627891183	3.78932901348758e-24	9.39523939041071e-22
H2-Q1	4.491304258075	7.6753540755735e-24	1.86533902117849e-21
Dnm3	3.86553258634419	1.05986516504815e-23	2.52577187779338e-21
Ampd3	2.51727741949673	1.14263088368681e-23	2.67114454009299e-21
Tle6	2.61450054635119	1.60662305327525e-23	3.65149717274946e-21
Rap1gap2	3.89873898329976	7.42607328973341e-23	1.59895083306839e-20
Mgp	2.85966375935736	9.03439658260078e-23	1.90130446578248e-20
Fam174b	3.1282504787715	1.37513016893751e-22	2.8605038243e-20
Dapk2	4.72776938486139	1.67107899787672e-22	3.44691639343545e-20
Col4a2	2.62326339461361	2.10981023385629e-22	4.3126501318283e-20
Colec11	4.02205532951417	2.485657519878e-22	4.9604023969858e-20
Chn2	3.7830912395947	6.43845395816078e-22	1.26430632685612e-19
Edn3	8.30779099858253	7.63966310990698e-22	1.47656039917934e-19
Slc1a1	5.31374537058452	1.03673170595305e-21	1.96693318203203e-19
Ttc39a	4.9995329576875	1.11547090012264e-21	2.09010295529849e-19
Fbxo2	4.38717046142972	1.14347893752258e-21	2.12635106063857e-19
Sh2d4a	2.43852953916189	1.27499741637894e-21	2.35308921672462e-19
Lingo1	5.54941415278498	1.44265375638867e-21	2.62306511883824e-19
Pcolce2	3.60079899964112	1.55696798709176e-21	2.81009825082017e-19
Clic3	4.13139953421479	2.14011888393956e-21	3.83440570256791e-19
Myo1b	3.54893758865845	4.60206727089685e-21	8.06873880224529e-19
Sema3d	2.10497419841734	4.59551911518198e-21	8.06873880224529e-19
Cdh13	5.90529535770057	6.20651156644457e-21	1.08046122631169e-18
Cygb	2.59232996267458	9.5502329721623e-21	1.62791679537983e-18
Arrb1	2.4119955992386	1.06801559398606e-20	1.79558292945081e-18
Plcb4	2.7721854571933	1.19273349544016e-20	1.991621522386e-18
Tmem178	5.17146744101697	2.00046004123157e-20	3.29552296456846e-18
Slc39a8	2.32818018423406	2.44360495332999e-20	3.97223358837337e-18
Art3	3.00299585914214	3.47138472837981e-20	5.60582957518493e-18
Itga8	5.05964124586396	4.18858562048277e-20	6.67617030132274e-18
Hlf	3.0551547463314	6.64187854664308e-20	1.03841752105669e-17
Limd2	2.64562312478611	1.3976223366789e-19	2.11765665901977e-17
Cldn18	10.8550523040073	1.71126286639774e-19	2.56125965357311e-17
Smad9	2.78420557207756	2.65794683779841e-19	3.86047118820117e-17
Thbs2	3.1528054903077	2.65216340301904e-19	3.86047118820117e-17
Il18r1	4.10669665463016	2.79614054044097e-19	4.03729798268612e-17
Vnn1	2.03822209356014	3.2439138186106e-19	4.57615566618481e-17
Npnt	3.99229501000674	4.14983464750999e-19	5.78760461691933e-17
Olfr750	4.49988742904142	6.16408874692962e-19	8.40576235456303e-17
Irx3	5.27723818910137	7.36112585406162e-19	9.98266271899428e-17
Rgs4	5.01338968462028	7.41688311475579e-19	1.0003011699714e-16
Ptprm	2.63385288864634	1.24010193393189e-18	1.66336295466078e-16
Gsta3	2.44940376135899	2.15558078858789e-18	2.86004789387451e-16
Slco2a1	2.95700559564362	2.31644394089584e-18	3.05695876200157e-16
Grip1	5.80796963611779	2.38398978719781e-18	3.1292734393881e-16
Wasf3	3.55060624585873	3.03721349622175e-18	3.94452076604546e-16
Col4a1	2.2703025393115	5.36347811634176e-18	6.71693540019004e-16
Lamc2	2.96486945019457	5.39167851032159e-18	6.7179766860078e-16
Slurp1	9.51759128028588	5.82799522524773e-18	7.22494802014802e-16
Itgb6	7.49842114211001	1.18715307468423e-17	1.43546105276843e-15
AU021092	5.99306252135364	1.52978077138892e-17	1.82281547643265e-15
Gm44087	2.35283723700091	4.00407009794265e-17	4.70257916861724e-15
Sftpd	10.4274584987521	4.14614925086761e-17	4.82328812852116e-15
Tslp	2.52369804344483	4.28170333105166e-17	4.9574853756601e-15
Sfrp2	2.93987304254219	4.47101055772063e-17	5.15236737792538e-15
Mal2	7.32716095375561	7.62044387448661e-17	8.61988089138932e-15
Fendrr	5.35354429986105	9.31405911159457e-17	1.04394015960365e-14
Gm40849	2.22595815964464	1.11362626601749e-16	1.23130947412907e-14
Cyp4b1	6.22835849950979	1.25601418776768e-16	1.38251678264329e-14
Pqlc1	2.2782759468602	1.35870130575412e-16	1.48886974335002e-14
Nol3	2.06143064905126	2.00110622849742e-16	2.16383936055937e-14
Inmt	5.19692674337296	2.08893253331154e-16	2.24890078783619e-14
Cyp2b10	11.4723673086754	2.39878282668238e-16	2.57120188924654e-14
Nkx2-1	9.3272031796724	2.56996506355431e-16	2.73083820129888e-14
Foxf1	3.82348093718674	2.65821420687316e-16	2.81243646215123e-14
Clic5	4.99345184630587	3.30673815633523e-16	3.46868353783781e-14
H19	9.3009171077802	3.5042252140555e-16	3.66020051507261e-14
St6gal2	5.67800407523337	3.61141865899177e-16	3.74033259086971e-14
Prr15l	4.088692468118	4.79430036947779e-16	4.92388689829296e-14
Clstn2	4.09948237781357	5.22800855654718e-16	5.34694575120863e-14
Angptl7	3.69302567302971	5.75352315153823e-16	5.8117686945538e-14
Rai14	2.34411384693306	5.81976806334457e-16	5.85459126569081e-14
Gm47024	3.06010278700558	7.18847428874867e-16	7.17269471104166e-14
Scgb1a1	7.90082884696314	8.17357411065975e-16	8.12261336519247e-14
Aqp1	6.04080438023921	8.85864250492923e-16	8.73270035847361e-14
Tes	3.11905629579688	8.99283809063618e-16	8.82952815091023e-14
Gipc2	5.91512912394117	9.65892412225309e-16	9.40825204384223e-14
Ddah1	4.61507505833646	9.8739762145586e-16	9.54199291978565e-14
Arhgef26	4.27713013592052	1.10588611809005e-15	1.05622881924663e-13
Fbxl2	7.69068665288819	1.257030664345e-15	1.18673364180817e-13
Nrn1l	4.36699707691129	2.87404705239771e-15	2.59361613779978e-13
Masp1	6.88342246675356	3.48634469514498e-15	3.11184788680104e-13
Net1	2.37520617072922	5.51169259512177e-15	4.79751795886025e-13
