metric	value
kgp_3202_ids	3203
afgr_atac_experiments	100
direct_name_matches	50
canonical_gm_to_na_matches	83
experiments_with_one_filtered_grch38_bam	100
experiments_with_filtered_grch38_bam	100
example_rows	experiment raw_sample canonical_sample in_kgp filtered_bams
ENCSR404OEO	HG02763	HG02763	True	1
ENCSR487QSB	GM18907	NA18907	True	1
ENCSR419UYY	GM19025	NA19025	True	1
ENCSR422RPD	GM21717	NA21717	False	1
ENCSR835WBW	HG03565	HG03565	True	1
ENCSR105SCQ	GM21360	NA21360	False	1
ENCSR492FJO	GM18867	NA18867	True	1
ENCSR420RVW	HG02870	HG02870	True	1
ENCSR040PBN	HG03066	HG03066	True	1
ENCSR524CPZ	HG02798	HG02798	True	1
ENCSR011NJP	GM18858	NA18858	True	1
ENCSR134OSR	GM19438	NA19438	True	1
ENCSR442OAV	GM18517	NA18517	True	1
ENCSR096VEO	HG03135	HG03135	True	1
ENCSR025MEO	HG03354	HG03354	True	1
ENCSR839UOB	HG03432	HG03432	True	1
ENCSR144ZXR	HG02759	HG02759	True	1
ENCSR762YFD	GM18520	NA18520	True	1
ENCSR940YDN	HG03159	HG03159	True	1
ENCSR712ZRY	GM19463	NA19463	True	1
