gene_id	log2_fold_change	p_value	fdr
YDR492W	-0.0940030731371335	0.894776528499665	0.998611322435051
YDR508C	-0.106266182454318	0.778127032392577	0.998611322435051
YDR186C	0.0939880035119066	0.907753275505707	0.998611322435051
YDR150W	0.284964768845807	0.513910026895733	0.998611322435051
YDL182W	-0.338185638520937	0.36112784638102	0.998611322435051
YDR232W	0.260897231999488	0.661826893621054	0.998611322435051
YDR158W	-0.12385275051618	0.617591895814113	0.998611322435051
YDR533C	0.322514638735234	0.689625686775001	0.998611322435051
YDR272W	-0.204338398734697	0.742802720690651	0.998611322435051
YDR299W	-0.214125319041081	0.62696907234006	0.998611322435051
YDL015C	0.208196510394564	0.673575342825339	0.998611322435051
YDR304C	0.673905111732416	0.112488527875255	0.998611322435051
YDR367W	0.0838400425828986	0.888653119724061	0.998611322435051
YDL097C	-0.0804187929383857	0.824732314324497	0.998611322435051
YDR105C	0.0935934179165385	0.88331468972667	0.998611322435051
YDR483W	-0.104914282084707	0.689307640410572	0.998611322435051
YDR505C	-0.317291004134463	0.694895803505657	0.998611322435051
YDR361C	0.399652385844735	0.489200783951046	0.998611322435051
YDR266C	-0.0810729580000403	0.884070133959335	0.998611322435051
YDR002W	0.149884184893347	0.610675185144812	0.998611322435051
YDR214W	0.243798383109785	0.701904318215541	0.998611322435051
YDL176W	0.63486331186343	0.466883390487662	0.998611322435051
YDR460W	1.97385617773265	0.0440307721874115	0.998611322435051
YDR060W	0.17799033141173	0.550115626176124	0.998611322435051
YDR422C	-0.555783501469945	0.462638272413498	0.998611322435051
YDR119W	0.18312612022485	0.65996480128563	0.998611322435051
YDR097C	-0.0293503256359539	0.96092974401696	0.998611322435051
YDL160C	-0.370934086039494	0.571031386110896	0.998611322435051
snR13	-0.141648673895582	0.838175600080303	0.998611322435051
YDR228C	0.0955716712190829	0.904852691316235	0.998611322435051
YDR471W	-0.130081336401368	0.69233815930841	0.998611322435051
YDR089W	0.38534822758768	0.581094670656872	0.998611322435051
YDR275W	0.089730920152476	0.917488334922865	0.998611322435051
YDR129C	-0.115079239921372	0.669807662647812	0.998611322435051
YDL066W	-0.385918646586428	0.299868302492142	0.998611322435051
YDL125C	0.820892161281027	0.34455554367921	0.998611322435051
YDR101C	-0.125625584018094	0.723302151445533	0.998611322435051
YDR212W	-0.429435681817261	0.212106944005044	0.998611322435051
YDL131W	0.370924405475014	0.4658695769963	0.998611322435051
YDR458C	0.31897261867126	0.649342474119536	0.998611322435051
YDR168W	0.145620400425174	0.768297362417627	0.998611322435051
YDL006W	1.10206845802197	0.218511408217013	0.998611322435051
