1	2	1	99062180	0.000000020189339665248634
12	1	12	23235100	0.000000043038334244311406
13	2	13	22362767	0.00000008943437097922632
14	1	14	23265108	0.00000004298282217301549
17	2	17	16938386	0.00000011807500431268954
19	3	19	12787533	0.00000023460350014346005
2	6	2	123451405	0.00000004860212000017335
21	1	21	13093161	0.00000007637575066861242
24	1	24	11344391	0.00000008814928893053845
26	1	26	46055897	0.000000021712746144103977
29	1	29	3496993	0.0000002859599661766552
3	5	3	121534940	0.00000004114043253734276
30	1	30	22021689	0.00000004540977760606827
4	3	4	8011800	0.0000003744476896577548
5	5	5	76278832	0.0000000655489848087868
6	2	6	66143299	0.00000003023737899737961
8	1	8	38659334	0.000000025866974325010358
9	2	9	33574751	0.00000005956857282426309
W	3	W	6742290	0.0000004449526792825583
Z	8	Z	79826082	0.00000010021787114642555
