GeneID	logFC	logCPM	F	PValue	FDR
YML123C	-1.91717049470797	9.9184339156154	139.815029543017	6.75411062358612e-17	1.70608834351785e-13
snR54	-1.40352898341535	10.7944306637864	97.8640343911201	6.4553925437696e-14	8.15316078278101e-11
YPL019C	-1.40050836246017	10.1121689994757	86.1675664481981	5.94037020915547e-13	5.00179171610891e-10
YJL012C	-1.33688389494965	9.50466257825791	60.6457591849793	1.66093841790821e-10	1.04888261090903e-07
YER164W	-7.55371553627632	6.56316183455384	57.9102748130307	3.63375337107124e-10	1.83577220306519e-07
YDL229W	-0.927661000628317	10.9652970548014	54.7971557223743	7.21401594826108e-10	3.03710071421791e-07
YOR375C	-1.27690673255937	9.18510297420616	45.8986927427888	7.91459170940578e-09	2.856036951137e-06
YBL098W	1.92037303844448	8.50379550430164	42.635109908698	2.03206922760764e-08	6.41625858617112e-06
YGL009C	-0.849933295334937	10.6017243912519	41.1944157156153	3.07013271701228e-08	8.61683915908112e-06
YJR148W	1.66965560015069	8.70203988373803	40.0612794212976	4.2994703394658e-08	1.08604620774906e-05
YBR093C	-2.10424088933877	7.56758270252786	38.9476833626051	6.0106757613908e-08	1.38026972484301e-05
YJR009C	-0.602858116273818	11.595807268926	26.9705041171173	2.94465912072438e-06	0.000619850744912481
YLR249W	-0.507448261536371	13.8045034428027	25.5679490406346	4.83022488437534e-06	0.000938549850610161
YNL134C	-0.958157697691453	9.06113365595928	24.0926900311795	8.21235659498773e-06	0.00148174376849564
YHR179W	-0.870194702786695	9.34128486601473	23.721638321256	9.4011661593026e-06	0.00158315638122656
YGL055W	0.72860377314601	9.86480500859314	20.8518639024792	2.74073083967365e-05	0.00432692881313478
YDR481C	-1.08745407772364	8.41175279688209	19.9354074256653	3.89411220299748e-05	0.00576182619857198
YKL081W	-0.546986609226336	11.103255866963	19.7534242524937	4.1778208645625e-05	0.00576182619857198
YGR155W	-0.592321989469349	10.4895793303266	19.658699356425	4.33391519290846e-05	0.00576182619857198
YHR136C	-1.5382268054067	7.3125545737274	19.3652077303737	4.85719175603473e-05	0.00613463318787187
YHR047C	1.16656091275151	8.24978148713927	17.8059429383538	8.97840684518559e-05	0.0103680414043796
YJL034W	-0.60506744497321	10.1587234780169	17.7915885260674	9.02996480191412e-05	0.0103680414043796
YBL020W	-1.69258391663294	6.86230169419831	16.7359825282619	0.000138084451376349	0.0151652749642025
YEL031W	-0.674409154612695	9.47413218565335	15.7980606252732	0.00020264807526665	0.0213287099218149
YIL145C	-0.88648652757556	8.65065231520406	15.3960034078125	0.00023931294340117	0.0236255935184346
YER072W	-1.1591220504354	7.8155497049796	15.3574227606237	0.000243177130435194	0.0236255935184346
YGL135W	-0.569824918244346	10.0651562304968	15.0857950350126	0.000272289724329846	0.0248995597026294
YBR208C	-1.08296483092091	7.98708288023833	15.0533288391033	0.000276004620615053	0.0248995597026294
YGR094W	-0.505602814590387	10.5501145350973	14.635850333176	0.000328767748664913	0.0286368045906059
YHR131C	-1.55054884420091	7.01030669213662	14.404661991966	0.000362410685233129	0.0298251825394604
YFR006W	1.25000581759437	7.74430201155874	14.381162925126	0.000366025597277621	0.0298251825394604
YDR380W	1.2809779542479	7.64754215601121	14.0334043764013	0.00042414340560585	0.0329526043607915
YMR243C	-0.722765712675725	9.13516619671722	13.9984361275411	0.000430497206613665	0.0329526043607915
YML056C	-0.617619782641293	9.57750179769813	13.879994590386	0.00045276548115934	0.0329985935530289
YOR204W	-0.728095781121082	9.09556201572439	13.8570049846479	0.000457225167995253	0.0329985935530289
YLR355C	-0.469373305654909	10.8252001034265	13.1470866774701	0.000620103819608686	0.0435106180092095
YJL073W	-1.21182871609408	7.46537916708327	13.0430999771677	0.00064862618609937	0.0442818850293786
YEL040W	-0.473012306774451	10.728007742495	12.9382593895727	0.000678771226879156	0.0451204241867566
YHR092C	1.19124554519926	7.81489240248822	12.8577778143951	0.000702902143743503	0.0455264311563099
YPL198W	-0.670740396822389	9.14169808465252	12.4882322065123	0.000825762031636199	0.0521468722978259
YLL024C	-0.503441158311212	10.1678844306278	12.366272207025	0.000871068270167112	0.0532909957389799
YOR336W	-1.26871841921411	7.24997602892034	12.3273345135351	0.00088607356335596	0.0532909957389799
YBR164C	1.38638760622859	7.19866271968972	12.2687353768204	0.000909166381457081	0.0533559983392333
YBR067C	0.932066155308784	8.33095879387025	12.2186554483247	0.000929399812718236	0.0533559983392333
YGR124W	-0.485268282960569	10.5601108232832	12.0818764007402	0.000987093530519274	0.0554088501798152
YMR199W	-1.35842226601166	6.95748780488457	11.9637546554886	0.00103992630007253	0.0566221745668126
YER124C	0.847457679085613	8.59261434940149	11.9343323985876	0.00105354006517822	0.0566221745668126
YMR251W-A	1.09022128570231	7.7967287904306	11.7212582923604	0.00115785752034728	0.0609322520082756
YJR105W	-0.430837613689192	11.1244658389414	11.6674243040769	0.0011858845270088	0.0611335574535559
YGL037C	0.768660040009521	8.76062749404142	11.5772968423011	0.00123440454447478	0.0623621175868657
YHR094C	1.58915407297689	6.91699053472918	11.4913840866219	0.00128258901175577	0.0635258792881386
YHR208W	-0.604108051924495	9.30219436557689	11.2950377063957	0.00140023936387184	0.0680193198680821
YNL290W	-0.939168588387284	8.2589558282118	11.1254510273069	0.00151281669426361	0.0721014145228279
YJR060W	-1.42572522812503	6.78795646869033	10.9073966475032	0.00166686660766459	0.0772301127535993
YOR112W	1.80002459557126	6.63570254574258	10.8879415347451	0.00168157410983688	0.0772301127535993
YHR183W	-0.540371321589668	9.78257718216755	10.7627242453446	0.0017795420966499	0.0794404010003885
YBR218C	-0.677002986669468	8.9029650538642	10.746583499502	0.00179259812233656	0.0794404010003885
YPL220W	-0.583332661222534	9.29427624706636	10.6110564363175	0.00190625858464851	0.0830208480141749
YBR283C	-0.779306740140351	8.38228191849085	10.1812333765381	0.00231935577994482	0.09929987627357
YKL096W	1.16821746967684	7.43400459225304	10.0907171476141	0.0024177269509624	0.101786304635517
YKR059W	-0.700216803128478	8.66409329777436	9.94381191735241	0.00258679152425617	0.107118612955264
YLR430W	1.02655367812778	7.7002644776069	9.64031318788258	0.00297651548301028	0.121269001775548
YJR117W	-0.838230863846661	8.06202415756545	9.56344617972827	0.00308467783609033	0.123680892285146
YGL195W	-0.463474086117037	9.88998581182233	9.26086981515288	0.00355216783199866	0.136783558271225
YGL232W	1.14571817963953	7.27919167203818	9.25319159456371	0.00356495583435856	0.136783558271225
YNL241C	-0.743884370232533	8.41291694608129	9.24459087848091	0.00357933762628733	0.136783558271225
YFL034C-A	-0.938934277076017	7.69129587585481	9.21092700907825	0.0036362172376677	0.136783558271225
YPL143W	-0.401965107937939	10.5657510650538	9.18410360367881	0.00368221772068222	0.136783558271225
YDR291W	0.974118644784519	7.71804332245714	9.02866846927114	0.00396108328881074	0.143381215807294
YDR460W	1.85239034064024	6.48582851935081	9.00065641844692	0.00401365408907512	0.143381215807294
YLR406C	0.470458274921214	9.90670723046	8.9919653249095	0.00403011335008626	0.143381215807294
YOR098C	-1.17039800041133	6.98027833189621	8.93129888106047	0.00414699622748143	0.145490450980807
YHR019C	-0.422943447241363	10.2241311603484	8.84528800728636	0.00431884640370604	0.147690295100887
YPL183C	-0.7188693967581	8.50383455484062	8.84147505915057	0.00432663572346226	0.147690295100887
YBL001C	0.783319883420886	8.29329744863728	8.6613669605951	0.00471191399093195	0.156648370006138
YML100W	1.68052264954457	6.54969785825273	8.66083930169467	0.00471309426780145	0.156648370006138
YOR123C	1.15319758268753	7.20435338492909	8.58384776164625	0.00488868557240761	0.160374282544177
YJL052W	0.669253543288042	8.68983770818374	8.54402724766967	0.00498218790791817	0.161346239171812
YLR389C	0.980306261654574	7.61758616871653	8.49676623522776	0.00509560663887091	0.162930409744151
YGL245W	-0.404979564268125	10.2920972539246	8.42064697583153	0.00528402376244875	0.166843050299319
YNL141W	0.882008570597493	8.12604387137424	8.34327643735413	0.00548732932866655	0.171123381286564
YPL177C	1.80475615294029	6.45315038612647	8.28057686447075	0.00565014116067506	0.17385564062351
YFL004W	-0.634844004072777	8.72940129583167	8.23902406305714	0.00576381361756583	0.17385564062351
YJL101C	-1.04332296996168	7.13468713832314	8.23121691290784	0.00578543817766041	0.17385564062351
YPR159W	0.771582299587105	8.22674725267516	8.20800072764952	0.00585024918962721	0.17385564062351
YPR145W	-0.367619151340708	10.7186537681623	8.06752616735926	0.00625905647715908	0.183194917855008
YPR169W	-0.850364796566706	7.79639243859601	8.01591629669009	0.00641671219933354	0.183194917855008
YGL093W	2.16652222868663	6.24343521727522	8.01140301331071	0.00643069660864183	0.183194917855008
YMR110C	-1.04829794114117	7.13564203685326	8.00370881712065	0.00645461111999038	0.183194917855008
YDR456W	0.97712122522519	7.4998138410156	7.93199163117899	0.00668207472098585	0.18754356383567
YJR143C	-0.695650243586531	8.33611193485101	7.8748835524063	0.00686923686400681	0.18880426414953
YGR279C	-0.374850830690348	10.6271159058321	7.87270609186951	0.00687648151296785	0.18880426414953
YAL035W	-0.44139773055622	9.83389009314289	7.84330592422191	0.00697509108059121	0.189452473866381
YDR037W	-0.382152863360002	10.3495248653352	7.80181491857849	0.00711679640940627	0.190499908619797
YJL172W	-0.798966767513743	7.88978390117457	7.78497478274072	0.00717517359513297	0.190499908619797
YBR202W	-1.11113119548585	6.88515361074651	7.73810383076021	0.00734032673821905	0.190499908619797
YPL245W	-0.723392740917857	8.25095650582447	7.70793206046111	0.00744875511783944	0.190499908619797
YEL046C	-0.725586088451001	8.16468496560397	7.68206939094034	0.00754304180940858	0.190499908619797
YEL009C	-0.405416131193557	10.0575521907213	7.67290968456304	0.00757673607291288	0.190499908619797
YOR326W	0.486971426603041	9.45682375459895	7.65903286513439	0.00762808501717602	0.190499908619797
YOR108W	-0.701080579626812	8.33200219182397	7.6527698065216	0.00765138051003153	0.190499908619797
YAL003W	-0.350395937031601	10.8097948856485	7.62328854187089	0.00776204828385705	0.190499908619797
YLR367W	-0.455923221808519	9.70232058568817	7.62176554882585	0.00776781100072806	0.190499908619797
YGR187C	1.40292710665843	6.66281381062401	7.60011423064482	0.00785022525657727	0.190669894212636
YEL033W	-1.04647349404732	7.12799694663941	7.53248850595399	0.00811362947406004	0.195190743347387
YKL216W	-0.442480912723539	9.91519602867415	7.49540912850521	0.00826738902554209	0.19701344036339
YDR284C	-0.746517485096659	8.04137288598731	7.42160228072029	0.00856591025752084	0.202219526266333
YPL146C	0.788169279667994	7.99097345938961	7.37286586164107	0.00877304181157894	0.205191700148596
YLR075W	-0.311691557502581	11.6205230012017	7.28874655546324	0.00914308784495142	0.210238551445254
YFL039C	-0.329421505190742	11.1268608201341	7.28603623067356	0.00915528133767932	0.210238551445254
YGL187C	1.28520117211815	6.83038972368876	7.25930223054024	0.0092764792072928	0.211102580879474
YFR015C	2.11205264311382	6.20550390608909	7.24010094232115	0.00936457254907993	0.211110116922628
YLR058C	0.391914805411017	10.1562236231164	7.22295993226868	0.00944396009986421	0.211110116922628
YPR035W	-0.407898533120105	10.1610408290751	7.19664827781063	0.0095672069719025	0.211989165008998
