	1
ENSG00000119125	0.000000
ENSG00000184254	0.000000
ENSG00000063438	0.000000
ENSG00000153292	0.000000
ENSG00000140465	0.000000
ENSG00000185551	0.000000
ENSG00000166949	0.000000
ENSG00000124762	0.000000
ENSG00000161513	0.000000
ENSG00000186352	0.000000
ENSG00000251095	0.000000
ENSG00000177494	0.000000
ENSG00000159388	0.000000
ENSG00000182795	0.000000
ENSG00000026103	0.000000
ENSG00000129474	0.000000
ENSG00000175197	0.000000
ENSG00000172667	0.000000
ENSG00000164938	0.000000
ENSG00000126368	0.000000
ENSG00000196562	0.000000
ENSG00000180921	0.000000
ENSG00000087074	0.000000
ENSG00000142910	0.000000
ENSG00000170345	0.000000
ENSG00000169499	0.000000
ENSG00000087088	0.000000
ENSG00000135932	0.000000
ENSG00000185088	0.000000
ENSG00000164543	0.000000
ENSG00000182319	0.000000
ENSG00000107796	0.000000
ENSG00000181026	0.000000
ENSG00000103044	0.000000
ENSG00000179094	0.000000
ENSG00000197852	0.000000
ENSG00000178038	0.000000
ENSG00000206075	0.000000
ENSG00000188549	0.000000
ENSG00000055163	0.000000
ENSG00000114812	0.000000
ENSG00000115129	0.000000
ENSG00000099194	0.000000
ENSG00000091428	0.000000
ENSG00000100647	0.000000
ENSG00000071575	0.000000
ENSG00000188153	0.000000
ENSG00000186480	0.000000
ENSG00000174307	0.000000
ENSG00000132646	0.000000
ENSG00000150347	0.000000
ENSG00000181722	0.000000
ENSG00000167196	0.000000
ENSG00000107957	0.000000
ENSG00000235523	0.000000
ENSG00000235750	0.000000
ENSG00000165288	0.000000
ENSG00000167772	0.000000
ENSG00000138764	0.000000
ENSG00000169126	0.000001
ENSG00000134574	0.000001
ENSG00000169403	0.000001
ENSG00000110400	0.000001
ENSG00000167114	0.000001
ENSG00000115548	0.000001
ENSG00000160818	0.000002
ENSG00000187994	0.000002
ENSG00000172831	0.000003
ENSG00000244509	0.000003
ENSG00000196968	0.000003
ENSG00000152229	0.000003
ENSG00000163659	0.000003
ENSG00000143816	0.000003
ENSG00000170425	0.000003
ENSG00000172197	0.000003
ENSG00000065618	0.000003
ENSG00000185920	0.000003
ENSG00000081019	0.000003
ENSG00000163235	0.000004
ENSG00000173535	0.000004
ENSG00000117000	0.000005
ENSG00000138061	0.000006
ENSG00000253368	0.000007
ENSG00000123384	0.000007
ENSG00000196072	0.000008
ENSG00000136378	0.000008
ENSG00000198265	0.000009
ENSG00000160613	0.000009
ENSG00000183087	0.000009
ENSG00000072952	0.000010
ENSG00000049130	0.000010
ENSG00000053747	0.000010
ENSG00000119950	0.000013
ENSG00000197451	0.000013
ENSG00000238227	0.000015
ENSG00000139645	0.000017
ENSG00000152022	0.000019
ENSG00000129757	0.000020
ENSG00000050405	0.000020
ENSG00000146278	0.000023
ENSG00000117525	0.000023
ENSG00000155066	0.000024
ENSG00000170855	0.000024
ENSG00000099994	0.000026
ENSG00000114019	0.000026
ENSG00000130518	0.000027
ENSG00000140950	0.000028
ENSG00000167755	0.000028
ENSG00000151689	0.000028
ENSG00000124541	0.000028
ENSG00000164920	0.000030
ENSG00000178814	0.000030
ENSG00000154237	0.000031
ENSG00000269968	0.000033
ENSG00000006327	0.000033
ENSG00000214182	0.000036
ENSG00000104228	0.000037
ENSG00000108840	0.000039
ENSG00000135679	0.000039
ENSG00000125629	0.000040
ENSG00000146373	0.000040
ENSG00000178209	0.000040
ENSG00000043355	0.000040
ENSG00000137312	0.000041
ENSG00000169991	0.000042
ENSG00000162643	0.000043
ENSG00000137819	0.000045
