GC	means	mix=0.593659	endo=0.568962	exo=0.657864	alpha=0.277802
GC_THRESHOLD	0.40	mix=0.837150	endo=0.787342	exo=1.000000	alpha=0.234218
GC_THRESHOLD	0.50	mix=0.751654	endo=0.648101	exo=0.990991	alpha=0.302000
GC_THRESHOLD	0.60	mix=0.636641	endo=0.567089	exo=0.830116	alpha=0.264431
GC_THRESHOLD	0.70	mix=0.310433	endo=0.286076	exo=0.343629	alpha=0.423200
MODEL	binary_per_read	k=3	alpha=0.282497	boot95=0.169314,0.373026	residual=0.395459	separation=0.710229	pseudo_rmse=0.143997	pseudo_bias=0.007095	endpoint_cv_range=0.220033,0.324527
MODEL	binary_per_read	k=5	alpha=0.316011	boot95=0.265709,0.429591	residual=0.449360	separation=1.097289	pseudo_rmse=0.158066	pseudo_bias=-0.028138	endpoint_cv_range=0.261553,0.360139
MODEL	binary_per_read	k=7	alpha=0.339264	boot95=0.327410,0.443851	residual=0.503350	separation=0.922629	pseudo_rmse=0.100936	pseudo_bias=0.014854	endpoint_cv_range=0.321127,0.365731
MODEL	binary_per_read	k=9	alpha=0.342906	boot95=0.350312,0.449645	residual=0.520322	separation=0.854095	pseudo_rmse=0.127405	pseudo_bias=0.010720	endpoint_cv_range=0.321366,0.371739
MODEL	binary_per_read	k=11	alpha=0.347276	boot95=0.357051,0.456101	residual=0.524953	separation=0.818445	pseudo_rmse=0.130004	pseudo_bias=0.039758	endpoint_cv_range=0.344360,0.382759
MODEL	binary_per_read	k=15	alpha=0.356026	boot95=0.362332,0.468228	residual=0.530686	separation=0.746075	pseudo_rmse=0.109753	pseudo_bias=0.037195	endpoint_cv_range=0.354631,0.385120
MODEL	binary_per_read	k=21	alpha=0.371734	boot95=0.381234,0.487093	residual=0.541480	separation=0.636657	pseudo_rmse=0.136659	pseudo_bias=0.023131	endpoint_cv_range=0.366965,0.403801
MODEL	binary_per_read	k=31	alpha=0.403654	boot95=0.431829,0.532457	residual=0.557988	separation=0.450987	pseudo_rmse=0.168903	pseudo_bias=0.064519	endpoint_cv_range=0.394947,0.445254
MODEL	occurrence_per_read	k=3	alpha=0.289212	boot95=0.135576,0.409197	residual=0.313358	separation=2.827590	pseudo_rmse=0.154062	pseudo_bias=0.038126	endpoint_cv_range=0.271113,0.330575
MODEL	occurrence_per_read	k=5	alpha=0.312468	boot95=0.270186,0.428469	residual=0.449364	separation=1.293357	pseudo_rmse=0.107802	pseudo_bias=0.015344	endpoint_cv_range=0.307634,0.340619
MODEL	occurrence_per_read	k=7	alpha=0.339588	boot95=0.335831,0.451246	residual=0.503478	separation=0.944685	pseudo_rmse=0.089762	pseudo_bias=-0.000549	endpoint_cv_range=0.320777,0.361831
MODEL	occurrence_per_read	k=9	alpha=0.342945	boot95=0.343677,0.454502	residual=0.521458	separation=0.855993	pseudo_rmse=0.123311	pseudo_bias=0.018490	endpoint_cv_range=0.337969,0.376464
MODEL	occurrence_per_read	k=11	alpha=0.347186	boot95=0.350518,0.447055	residual=0.525075	separation=0.818648	pseudo_rmse=0.113745	pseudo_bias=0.058951	endpoint_cv_range=0.347471,0.383905
MODEL	occurrence_per_read	k=15	alpha=0.356026	boot95=0.374918,0.466113	residual=0.530686	separation=0.746075	pseudo_rmse=0.119438	pseudo_bias=0.030575	endpoint_cv_range=0.351833,0.392527
MODEL	occurrence_per_read	k=21	alpha=0.371734	boot95=0.391187,0.483064	residual=0.541480	separation=0.636657	pseudo_rmse=0.144905	pseudo_bias=0.060027	endpoint_cv_range=0.371589,0.401985
MODEL	occurrence_per_read	k=31	alpha=0.403654	boot95=0.425780,0.521685	residual=0.557988	separation=0.450987	pseudo_rmse=0.201239	pseudo_bias=0.102925	endpoint_cv_range=0.416705,0.444619
