ENSG	gene_name	baseMean	log2FoldChange	padj
ENSG00000223764	LINC02593	69.43176646811725	1.2067468989411827	0.00267403812154546
ENSG00000176022	B3GALT6	436.44569235443106	0.6101592475975798	0.0002434639920181397
ENSG00000234546	LNCTAM34A	36.95121744508753	1.3031631526754237	0.0006180609630924647
ENSG00000272482		120.86467577822803	1.3510244951178627	2.2649464010636594e-06
ENSG00000179023	KLHDC7A	17.48078843533116	2.0497825718805194	0.02428773697339862
ENSG00000169991	IFFO2	1547.442124308632	0.8631932153062043	0.0002771317849771309
ENSG00000158825	CDA	651.5513635359806	-0.5180480622683564	0.021975277027922336
ENSG00000076864	RAP1GAP	800.942063299333	-0.5711729431836609	5.4424894142962104e-05
ENSG00000179163	FUCA1	852.3912928623807	0.6722398910224524	0.00346781788477041
ENSG00000158062	UBXN11	496.75492407025666	0.5888916120919909	0.00016267415058531838
ENSG00000253368	TRNP1	2604.110103565497	0.5994516379551853	6.614872122176335e-07
ENSG00000169403	PTAFR	207.66674752994436	1.0919663722738733	9.744406294006432e-10
ENSG00000142910	TINAGL1	3901.2731709425266	0.7083325165538822	2.1819959253597988e-12
ENSG00000189433	GJB4	185.442772546848	0.7004049436029626	0.005846216837977315
ENSG00000116819	TFAP2E	157.89441912898033	0.5713428847442993	0.014808338412919519
ENSG00000197982	C1orf122	522.4788121477094	0.7780859017980941	0.0021131785395994292
ENSG00000116990	MYCL	137.2846545879964	-0.7667823219909228	0.02057801931117469
ENSG00000117000	RLF	1744.2549064012599	-0.5678539131577389	2.013783048599829e-10
ENSG00000117010	ZNF684	86.42555991502303	-0.6370750831451554	0.04993624629491595
ENSG00000171793	CTPS1	1203.9923736197036	0.5833641134682268	0.00013193683219951
ENSG00000198520	ARMH1	108.3508830558061	1.2348829497130662	0.001913823681109371
ENSG00000222009	BTBD19	946.0970171857954	0.6955173367855146	0.003023323925917331
ENSG00000132773	TOE1	394.6959432755213	0.5166197481614414	0.00042959733859479216
ENSG00000117461	PIK3R3	92.70682583542703	1.00744205545412	0.015487161636299863
ENSG00000270172		246.6813160328093	0.6568789115964773	4.757211327930172e-05
ENSG00000162409	PRKAA2	179.4359182885555	-0.6167911663348199	0.001740622062430039
ENSG00000152763	DNAI4	63.30473737775722	1.3722990993453208	0.0025569343182719616
ENSG00000233589	DEPDC1-AS2	240.37179310970555	0.787272884835989	0.022986600581568508
ENSG00000137968	SLC44A5	267.2076904801683	0.903054745750056	0.009952167672831568
ENSG00000171517	LPAR3	651.3012476629137	-0.5230409728157861	8.236190199045682e-05
ENSG00000162643	DNAI3	69.15709597665743	1.705464542435031	6.452465677679995e-07
ENSG00000233593	LINC02609	51.31679943562279	-0.8346146632354063	0.040474103893550016
ENSG00000230439		158.39314597696935	0.9796056655825719	1.1181843909471997e-05
ENSG00000117525	F3	2042.0181753228637	0.5643115530792935	2.549168611874744e-05
ENSG00000156869	FRRS1	427.31065944967145	-0.5358097282982884	0.03830888068601897
ENSG00000233184	DPH5-DT	89.98121385413003	0.6371170689294255	0.026324153792296374
ENSG00000183298	RPSAP19	171.32336552117815	-0.5117270320833741	0.030413703091820617
ENSG00000198890	PRMT6	151.0538738813659	0.8657947006923455	0.00013286169694706886
ENSG00000162636	EEIG2	1041.1315608185616	-0.6341398650324354	0.016761886676527508
ENSG00000162775	RBM15	1479.8813777803214	-0.5909230672595307	0.020333286946642434
ENSG00000260948	ENSG00000260948	82.9273784187314	0.5774196845600408	0.033852058516314676
ENSG00000116455	WDR77	506.0726316094887	0.525338578667584	5.464748055277743e-06
ENSG00000197852	INKA2	267.48035792880927	1.2685668261191179	5.511836443109646e-15
ENSG00000081019	RSBN1	672.642477516558	-0.6860326280353448	3.136338333497042e-10
ENSG00000152022		725.8678017461631	-0.6002750463775048	4.5818958486175594e-07
ENSG00000239903		19.606728322421464	1.4370617688843608	0.024017630591918616
ENSG00000243364	EFNA4	104.9641580369422	-0.7868758464517284	0.0009414663417921608
ENSG00000143590	EFNA3	269.6700629668455	-0.6369496649157522	0.043439230425193744
ENSG00000160818	GPATCH4	680.8580099230927	0.7120671553816762	1.8611904502771223e-08
ENSG00000272033	ENSG00000272033	20.623222353097773	-1.7825883104797409	0.007608061036370296
ENSG00000198734	F5	16.487889193837052	2.4598652033015354	0.0004989463626427186
ENSG00000235750	KIAA0040	2522.0373349698452	-0.6358492523916262	1.454809126560421e-10
ENSG00000272198		26.62828159204196	1.5030489679273908	0.0016268921303173353
ENSG00000116667	C1orf21	257.4538824416404	-0.512536752660021	0.008236620748504248
ENSG00000023572	GLRX2	169.0992701889069	0.7192019027713452	0.0003347140230502511
ENSG00000224818	ENSG00000224818	35.013651321084154	0.9602042135147961	0.021427544463257935
ENSG00000174307	PHLDA3	856.5880776541479	0.6926327174921678	1.8201113522570114e-09
ENSG00000159388	BTG2	1556.1319060849503	0.7820568142206401	5.798010060067714e-22
ENSG00000182795	C1orf116	1535.9975685657512	0.7860007160386333	6.784424370777811e-17
ENSG00000081692	JMJD4	245.10004247016153	0.9133596937867218	9.188844188823883e-07
ENSG00000143816	WNT9A	714.6370050850751	0.9155728000997839	1.0165460494507413e-05
ENSG00000234975	FTH1P2	284.2442820986593	0.7217083081371559	0.005352969617518808
ENSG00000135763	URB2	701.8868077157775	0.6202103156685913	1.726651961280553e-05
ENSG00000010072	SPRTN	378.9042218738277	0.6839667528949073	1.3990087843927455e-05
ENSG00000135766	EGLN1	2994.3935593676742	-0.5352611361311821	0.0026931727756219397
ENSG00000078114	NEBL	1149.9623036318212	-0.6967208823308738	0.000346497764871086
ENSG00000169126	ODAD2	455.7217668868745	-0.8567609728919214	1.9742878779375795e-08
ENSG00000148516	ZEB1	92.20980984267457	-0.7833286266234849	0.01790339944590586
ENSG00000099250	NRP1	308.48159225692245	0.9032311643601085	0.001882630560698201
ENSG00000234420	ZNF37BP	476.97373086317657	0.7554553428325713	3.0013860473912486e-05
ENSG00000165507	DEPP1	328.4838200132753	-0.809214830977353	0.0007081391057058608
ENSG00000012779	ALOX5	210.36495164275848	0.5600272086922828	0.01787927613304846
ENSG00000204175	GPRIN2	165.6348384344981	0.6970469140867116	0.0002800009151803893
ENSG00000197444	OGDHL	328.50359521778114	-0.6991785707856364	0.009453516027607647
ENSG00000150347	ARID5B	191.40909109923746	-1.2280660041065217	2.9033071825046655e-14
ENSG00000138347	MYPN	51.40431124694808	1.7334173008520783	2.577929407869616e-07
ENSG00000156515	HK1	2326.805833064489	-0.5428258755588229	0.014273012643212488
ENSG00000198246	SLC29A3	185.25499644195955	0.6102455254664624	0.000587879202326735
ENSG00000107738	VSIR	632.9676779258428	0.6121891906957933	0.00027483915665763486
ENSG00000221817	PPP3CB-AS1	116.41701558681376	0.5198177685357103	0.03867336827398024
ENSG00000196968	FUT11	1080.5307565597147	-0.9595724245320686	0.0002434639920181397
ENSG00000272734	ADIRF-AS1	687.2893452334802	-0.7454703873091248	0.005532216513352219
ENSG00000107796	ACTA2	336.1162764478774	1.1077209010276232	2.2257554453494726e-15
ENSG00000026103	FAS	628.4508898563435	1.1444070562179782	7.446993685189483e-16
ENSG00000138193	PLCE1	125.7726581026202	-1.0215291404319473	0.003573235489273393
ENSG00000213390	ARHGAP19	1177.8702075805993	-0.5941713955543391	0.02302781174624284
ENSG00000155252	PI4K2A	1105.2124371805712	0.5507996242453089	0.0002722794103097851
ENSG00000138131	LOXL4	104.28020587861153	1.1906257536430782	4.1348284550399944e-07
ENSG00000023839	ABCC2	1977.764924344401	0.6737363998230835	0.0024696680631794447
ENSG00000196072	BLOC1S2	975.990580704537	0.6122080704716393	2.7295210522040317e-09
ENSG00000099194	SCD	31014.64762709428	-0.5199069252292613	1.9707481343352742e-07
ENSG00000156398	SFXN2	300.286260510276	0.5217530011390957	0.001514826718224106
ENSG00000107957	SH3PXD2A	825.2907996703361	-0.715742026052869	3.2265877427041307e-09
ENSG00000065618	COL17A1	538.3761558829041	1.252707850838937	0.0019506208660956422
ENSG00000119950	MXI1	2693.0892774547515	-0.6476655780053603	1.06385640652864e-06
ENSG00000203867	RBM20	166.9059958108803	-0.6196223180286614	0.02988728193096056
ENSG00000188613	NANOS1	42.19225935941564	1.2357168106905196	0.009563644077067938
ENSG00000188690	UROS	581.1460186943171	0.5617422416589901	0.009978690654088332
ENSG00000151640	DPYSL4	198.14541338297752	-0.9417601556688975	0.016524645871272236
ENSG00000198546	ZNF511	492.00144217558926	-0.6176168256681978	0.0007906805450310654
ENSG00000142089	IFITM3	4993.1989599970575	-0.5335165207836008	0.00013988435163522325
ENSG00000069696	DRD4	148.67626283591179	-0.8277563591192759	0.028795252984492013
ENSG00000129757	CDKN1C	464.40930977692074	-0.9591226349286379	0.0008605384637656368
ENSG00000167355	OR51B5	651.7653404426934	-0.5155452220901503	0.029145304582412993
ENSG00000121236	TRIM6	83.22918328881902	-0.6991865283198129	0.039114434215642334
ENSG00000132274	TRIM22	38.429418008633625	2.0258456624020686	1.1356382332770178e-06
ENSG00000072952	IRAG1	332.3211134523894	0.9081053205059119	3.7560571147076856e-09
ENSG00000187486	KCNJ11	114.34014891268346	-0.5368533687969066	0.04568407681986966
ENSG00000245573	BDNF-AS	53.80154435554987	0.8834885668494147	0.03148944357388204
ENSG00000176697	BDNF	622.0104212558593	0.8106131217819229	3.7733062091869325e-05
ENSG00000166016	ABTB2	458.15579659766985	0.5397123073203153	0.0012404870111353094
ENSG00000085117	CD82	315.58613950647685	0.6759857758824138	0.028263708976462104
ENSG00000134574	DDB2	2031.2463131162676	0.5786824777873724	3.7560571147076856e-09
ENSG00000134824	FADS2	503.54513359803417	0.6731555095958225	0.0006216314609480336
ENSG00000168000	BSCL2	229.72076026701419	-0.520744824110921	0.03722042956471592
ENSG00000167771	RCOR2	418.8717259650082	-0.787215250900944	0.0017714318073575085
ENSG00000068831	RASGRP2	161.01643531828603	-0.5304519603417446	0.01712503557867787
ENSG00000173727	FAUP4	113.73056088043033	-0.6754910836358721	0.03183336968798347
ENSG00000254470	AP5B1	679.6674103449132	0.6085614647048214	0.0001523518995109672
ENSG00000173156	RHOD	630.5041904169701	0.511350675347369	0.0020192986605320658
ENSG00000175505	CLCF1	867.8677451767858	0.8223569691461691	0.001967444003075574
ENSG00000172508	CARNS1	84.36714439028412	0.9101188315165171	0.0030426811187518926
ENSG00000158483	FAM86C1P	217.8499005742843	0.9090976355162244	0.00042858207922709965
