query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	1.76840047797221e-10	12360	54	39	0.722222222222222	0.00315533980582524	GO:0065007	GO:BP	biological regulation	51419	14784	GO:0008150
query_1	TRUE	4.61325780693706e-10	11959	54	38	0.703703703703704	0.00317752320428129	GO:0050789	GO:BP	regulation of biological process	51419	12397	GO:0008150,GO:0065007
query_1	TRUE	1.62304000949983e-09	2003	54	18	0.333333333333333	0.00898652021967049	GO:0009888	GO:BP	tissue development	51419	3587	GO:0048856
query_1	TRUE	7.64968877668898e-09	11528	54	36	0.666666666666667	0.00312283136710618	GO:0050794	GO:BP	regulation of cellular process	51419	12401	GO:0009987,GO:0050789
query_1	TRUE	1.60341572075712e-08	7281	54	29	0.537037037037037	0.00398296937233896	GO:0051716	GO:BP	cellular response to stimulus	51419	12983	GO:0009987,GO:0050896
query_1	TRUE	3.77261669489026e-08	5887	54	26	0.481481481481481	0.00441651095634449	GO:0048856	GO:BP	anatomical structure development	51419	12247	GO:0032502
query_1	TRUE	4.34632531138593e-08	20044	54	45	0.833333333333333	0.00224506086609459	GO:0008150	GO:BP	biological_process	51419	2984	
query_1	TRUE	7.46692825153058e-08	6068	54	26	0.481481481481481	0.0042847725774555	GO:0048518	GO:BP	positive regulation of biological process	51419	11952	GO:0008150,GO:0050789
query_1	TRUE	1.14182914295393e-07	5661	54	25	0.462962962962963	0.00441618088676912	GO:0048522	GO:BP	positive regulation of cellular process	51419	11956	GO:0009987,GO:0048518,GO:0050794
query_1	TRUE	1.30515071833932e-07	2989	54	19	0.351851851851852	0.00635664101706256	GO:0048513	GO:BP	animal organ development	51419	11949	GO:0048856
query_1	TRUE	3.03652863349599e-07	6461	54	26	0.481481481481481	0.00402414486921529	GO:0032502	GO:BP	developmental process	51419	7117	GO:0008150
query_1	TRUE	3.50172150297821e-07	8867	54	30	0.555555555555556	0.00338333145370475	GO:0050896	GO:BP	response to stimulus	51419	12476	GO:0008150
query_1	TRUE	4.90073859448278e-07	6602	54	26	0.481481481481481	0.00393820054528931	GO:0019222	GO:BP	regulation of metabolic process	51419	5276	GO:0008152,GO:0050794
query_1	TRUE	5.41501858355383e-07	19339	54	43	0.796296296296296	0.00222348621955634	GO:0009987	GO:BP	cellular process	51419	3649	GO:0008150
query_1	TRUE	5.66507247256802e-07	6099	54	25	0.462962962962963	0.00409903262829972	GO:0060255	GO:BP	regulation of macromolecule metabolic process	51419	13487	GO:0019222,GO:0043170
query_1	TRUE	5.98859842425379e-07	7230	54	27	0.5	0.0037344398340249	GO:0032501	GO:BP	multicellular organismal process	51419	7116	GO:0008150
query_1	TRUE	7.02232882002151e-07	4636	54	22	0.407407407407407	0.00474547023295945	GO:0007275	GO:BP	multicellular organism development	51419	2666	GO:0032501,GO:0048856
