1	n	54735
10015	n	3
10016	n	4
10020	Dipodomys ordii	5
10026	n	1
1002693	Callosciurus orestes	1
100272	uncultured eukaryote	99
1002776	n	1
1002788	Indicator indicator	1
10028	n	1
10029	Cricetulus griseus	11
10036	Mesocricetus auratus	3
10041	Peromyscus leucopus	6
10045	n	3
10047	Meriones unguiculatus	4
10066	n	5
10088	n	1
10089	Mus caroli	2
100897	Microtus fortis	1
10090	Mus musculus	47
10093	Mus pahari	5
1010633	Digitaria exilis	4
10114	n	7
10116	Rattus norvegicus	17
10129	Apodemus sylvaticus	5
10141	Cavia porcellus	13
10160	Octodon degus	8
10167	n	2
10181	Heterocephalus glaber	52
10184	n	1
102107	Prunus mume	1
10239	n	1
10244	Monkeypox virus	2
1026970	Nannospalax galili	12
103695	Pogona vitticeps	2
10376	Lymphocryptovirus humangamma4	224
1041015	Drosophila rhopaloa	1
1041522	Mycobacterium colombiense	1
1041607	Wickerhamomyces ciferrii	1
1046770	Chernes hahnii	1
104688	Bactrocera oleae	1
1047088	Arvicola amphibius	6
105255	Dipodomys spectabilis	5
105785	Cryptotermes secundus	1
106299	Azumapecten farreri	1
106582	Maylandia zebra	1
106734	Chelonoidis abingdonii	1
1075113	Gastropholis vittata	1
1080233	Zasmidium cellare	1
108790	Phymastichus coffea	2
1092587	mammal environmental sample	1
109475	Suncus etruscus	6
109478	Myotis brandtii	5
109678	Phodopus roborovskii	6
109940	n	1
110835	Eragrostis tef	1
110931	Cynocephalus volans	10
111789	eukaryotic synthetic construct	4
111838	Microtus oregoni	3
1119341	Sycotetra sp. 2248_06a	1
112615	Cymbidium sinense	1
1129001	Emydura macquarii	1
1131652	Talaromyces proteolyticus	1
113334	Melitaea cinxia	2
113540	Scleropages formosus	1
1137484	Cercopithecus albogularis	1
114329	Neopelma chrysocephalum	1
115357	Harmonia axyridis	1
116989	Coturnix pectoralis	1
117571	n	152
118141	Megalops cyprinoides	1
1206795	n	2
1208706	Hydropsyche fontinalis	1
121492	Corticium candelabrum	1
122286	Mesalina brevirostris	1
1224	n	1
1230341	Salimicrobium jeotgali	1
1230840	Orycteropus afer	2
1245769	Lachancea lanzarotensis	1
125216	n	1
126287	n	1
1263754	Petaurista elegans	1
1267768	Brevirhabdus pacifica	1
127582	Trichechus manatus	10
127875	Cinclus cinclus	2
1279	n	5
1283	Staphylococcus haemolyticus	1
129914	n	1
1302610	Eiseniella tetraedra	1
130453	Arachis duranensis	1
1306438	Fargesia denudata	40
130825	Ochotona curzoniae	3
13124	n	2
13149	n	1
131567	n	1635
131668	Megascelis sp. BDF-2000	1
132908	Pteropus vampyrus	1
1329799	n	5
1329911	n	1
1329950	n	4
1329961	n	1
1337062	Kockiozyma suomiensis	1
1338369	n	3
1349410	Pandoravirus salinus	1
1354896	Aureoboletus moravicus	1
13551	Gryllodes sigillatus	6
13616	Monodelphis domestica	3
1366	Lactococcus raffinolactis	1
1367208	n	1
13677	Scomber scombrus	1
13686	Solenopsis invicta	1
13735	Pelodiscus sinensis	1
1375	n	1
1385591	Burkholderia mayonis	1
139415	Fomitopsis serialis	1
1394709	candidate division SR1 bacterium RAAC1_SR1_1	1
1410327	Acytostelium subglobosum	1
143291	Pteropus giganteus	2
143292	Manis pentadactyla	5
143302	Condylura cristata	6
1437010	n	1275
1437183	n	6
144197	Stegastes partitus	2
1447062	Youhaiella tibetensis	1
1458985	Moorena producens	1
1465	Brevibacillus laterosporus	1
147538	n	1
1489341	n	2
