pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	10	24	98	2048	4.47938495714e-08	6.13675739129e-06	PA14_09420,PA14_09440,PA14_09450,PA14_09470,PA14_09480,PA14_39890,PA14_39910,PA14_39925,PA14_39960,PA14_39970
pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	6	9	98	2048	7.7231929746e-07	5.2903871876e-05	PA14_09210,PA14_09220,PA14_09240,PA14_09270,PA14_09280,PA14_09290
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	13	58	98	2048	1.64361072047e-06	7.50582229016e-05	PA14_06740,PA14_10500,PA14_29850,PA14_29860,PA14_29880,PA14_29890,PA14_29900,PA14_29920,PA14_29930,PA14_44360,PA14_57540,PA14_57560,PA14_57570
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	15	111	98	2048	0.000164001957726	0.00561706705213	PA14_09420,PA14_09440,PA14_09450,PA14_09460,PA14_09470,PA14_09480,PA14_09520,PA14_09530,PA14_33750,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	35	444	98	2048	0.000772925268642	0.0211781523608	PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_09150,PA14_09210,PA14_09220,PA14_09420,PA14_09440,PA14_09450,PA14_09460,PA14_09470,PA14_09480,PA14_31820,PA14_33500,PA14_33510,PA14_35270,PA14_35520,PA14_35530,PA14_36310,PA14_36320,PA14_36330,PA14_38200,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_55580,PA14_56300,PA14_58030,PA14_61040
pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	8	52	98	2048	0.00270445666635	0.0617517605484	PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_18670,PA14_55580
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	62	1053	98	2048	0.0103514179423	0.201639383618	PA14_01900,PA14_01910,PA14_02760,PA14_02770,PA14_03050,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_06740,PA14_09150,PA14_09210,PA14_09420,PA14_09440,PA14_09450,PA14_09460,PA14_09470,PA14_09480,PA14_10500,PA14_29850,PA14_29860,PA14_29880,PA14_29890,PA14_29900,PA14_29920,PA14_29930,PA14_31820,PA14_33500,PA14_33510,PA14_35270,PA14_35290,PA14_35300,PA14_35320,PA14_35520,PA14_35530,PA14_36310,PA14_36320,PA14_36330,PA14_38200,PA14_38510,PA14_38640,PA14_38660,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_44360,PA14_49250,PA14_49260,PA14_53070,PA14_56300,PA14_57540,PA14_57560,PA14_57570,PA14_58030,PA14_61040,PA14_63570,PA14_63580,PA14_63940
pau00460	Cyanoamino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	11	98	2048	0.0132463828654	0.201639383618	PA14_36310,PA14_36320,PA14_36330
pau00643	Styrene degradation - Pseudomonas aeruginosa UCBPP-PA14	3	11	98	2048	0.0132463828654	0.201639383618	PA14_02760,PA14_02770,PA14_38510
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	3	14	98	2048	0.0263272876646	0.360683841005	PA14_09150,PA14_58000,PA14_61040
pau00650	Butanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	38	98	2048	0.0323974252755	0.403495205704	PA14_02760,PA14_02770,PA14_38200,PA14_38640,PA14_38660
pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	4	29	98	2048	0.0466854355174	0.532992055491	PA14_35270,PA14_35290,PA14_35300,PA14_35320
pau04148	Efferocytosis - Pseudomonas aeruginosa UCBPP-PA14	1	2	98	2048	0.0934356108024	0.984667590764	PA14_57570
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	2	12	98	2048	0.109507922315	1	PA14_49250,PA14_49260
pau00350	Tyrosine metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	27	98	2048	0.135799093969	1	PA14_31820,PA14_38510,PA14_53070
pau01220	Degradation of aromatic compounds - Pseudomonas aeruginosa UCBPP-PA14	3	29	98	2048	0.158672153685	1	PA14_01900,PA14_01910,PA14_03050
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	4	45	98	2048	0.165495230596	1	PA14_35520,PA14_35530,PA14_38640,PA14_38660
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	47	98	2048	0.184703751195	1	PA14_33500,PA14_35520,PA14_35530,PA14_38200
pau00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	3	32	98	2048	0.194967784101	1	PA14_09460,PA14_31820,PA14_39945
pau00362	Benzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	3	34	98	2048	0.220215438638	1	PA14_01900,PA14_01910,PA14_03050
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	12	202	98	2048	0.254056027127	1	PA14_10160,PA14_10180,PA14_20030,PA14_33540,PA14_33550,PA14_33560,PA14_33690,PA14_33760,PA14_45340,PA14_48115,PA14_54980,PA14_62000
pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	6	98	2048	0.25515175066	1	PA14_31820
pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2	21	98	2048	0.265921970446	1	PA14_09210,PA14_53070
