rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Drug_Perturbations_from_GEO_up	imatinib DB00619 mouse GSE51698 sample 2522	22/288	5.041128619108039e-19	4.3807407700048863e-16	18.031913116123643	759.7113090251722	LYN;SRGN;CD53;BTG2;CLEC4N;H2-DMA;CYBB;FOS;KLF2;SOCS3;NR4A1;ZFP36;COX7A2L;RNF149;ID2;CCRL2;PMAIP1;PABPC1;IER5;LGMN;C1QC;HSPA1A
2	Drug_Perturbations_from_GEO_up	PRISTANE 15979 mouse GSE17297 sample 3226	21/333	1.7237666175474263e-16	7.48976595324357e-14	14.4792899408284	525.5526107084715	SRGN;CD53;IFITM1;IFITM2;NCF1;MT1;FOS;MS4A6D;KLF2;MANF;SOCS3;ZFP36;LAMP2;CFL1;CD38;LY6A;WFDC17;CALR;PABPC1;LGMN;C1QC
3	Drug_Perturbations_from_GEO_up	PRISTANE 15979 mouse GSE17297 sample 3230	20/325	1.5520293173641201e-15	4.495711589298068e-13	13.957947255880256	475.9550176833587	SRGN;CD53;IFITM1;IFITM2;RNH1;NCF1;SDC3;CYBB;MS4A6D;PSMB8;KLF2;MANF;CFL1;CD38;LY6A;WFDC17;CALR;TMEM106A;LGMN;C1QC
4	Drug_Perturbations_from_GEO_up	bleomycin DB00290 mouse GSE2640 sample 2851	19/329	2.6775103070075844e-14	5.816891141973977e-12	12.902601456815816	403.2231196029349	CD53;EIF5A;PTPN1;PRELID1;XBP1;IFITM2;RNH1;CLEC4N;MT1;SOCS3;LDHA;RNF149;CFL1;NINJ1;TGFBI;CALR;FKBP5;LGMN;C1QC
5	Drug_Perturbations_from_GEO_up	Lipopolysaccharide 11970143 mouse GSE2002 sample 3603	17/257	7.561478845372528e-14	1.3141850233257452e-11	14.64982456140351	442.6169736169227	SRGN;CD53;CLEC4N;CYBB;MT1;MS4A6D;PSMB8;MRPL52;SOCS3;ZFP36;COX7A2L;FABP5;RNF149;CFL1;NINJ1;MYADM;TSPO
6	Drug_Perturbations_from_GEO_up	SODIUM BUTYRATE 5222465 mouse GSE4410 sample 3582	18/311	1.312182278240605e-13	1.9004773329851428e-11	12.806259530898265	379.85817650566986	CDKN2D;PTPN1;BTG2;SSR2;PRKCD;MT1;FOS;NEAT1;MANF;NR4A1;CCND3;DAD1;ID2;CDK2AP2;TXNIP;PMAIP1;CALR;CRELD2
7	Drug_Perturbations_from_GEO_up	PRISTANE 15979 mouse GSE17297 sample 3227	19/374	2.6675435533671257e-13	2.911447155598632e-11	11.241163107678329	325.4591923293394	SRGN;CD53;IFITM1;IFITM2;RNH1;NCF1;CYBB;MS4A6D;SOCS3;ZFP36;FABP5;RNF149;CFL1;NINJ1;LY6A;WFDC17;TGFBI;LGMN;C1QC
8	Drug_Perturbations_from_GEO_up	soman 7305 rat GSE13428 sample 2635	21/483	2.680273560965369e-13	2.911447155598632e-11	9.703296703296704	280.8879991791348	CD53;IFITM1;BTG2;IFITM2;MVP;PRKCD;CYBB;FOS;CST7;VAV1;PSMB8;NR4A2;SOCS3;NR4A1;ZFP36;MAFB;BCL3;TSPO;TGFBI;C1QC;HSPA1A
9	Drug_Perturbations_from_GEO_up	PRISTANE 15979 mouse GSE17297 sample 3229	17/291	5.713844977804671e-13	5.517034761902511e-11	12.809757971571264	361.1162238433853	SRGN;CD53;IFITM1;IFITM2;RNH1;NCF1;CYBB;MS4A6D;PSMB8;MANF;RNF149;NINJ1;LY6A;WFDC17;TGFBI;LGMN;C1QC
10	Drug_Perturbations_from_GEO_up	bleomycin DB00290 mouse GSE43695 sample 3104	17/311	1.6664346479303e-12	1.4481317090514308e-10	11.926172574292876	323.44179206095856	NCF1;CLEC4N;GPR35;IL4RA;RAB3IL1;MT1;FOS;CYP7B1;VAV1;MS4A6D;SOCS3;MAFB;WFDC17;TGFBI;FKBP5;LGMN;C1QC
