rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Virus_Perturbations_from_GEO_up	hMPV 48Hour GSE8961	12/300	1.2090136133848722e-07	3.566590159485373e-05	8.166666666666666	130.0810416913742	LYN;IFITM1;XBP1;ZEB2;IFITM2;RNF149;DNAJB11;PMAIP1;CD38;FYN;IER5;LGMN
2	Virus_Perturbations_from_GEO_up	Rabies CVS-11 7day-Brain GSE30577	11/300	9.861595272100735e-07	9.697235350899056e-05	7.3859673164548285	102.14384873992788	PTPN1;CCND3;ZFP36;DOK2;RNH1;ZFAND3;MVP;BCL3;CYP7B1;IER5;GPR146
3	Virus_Perturbations_from_GEO_up	Rabies CVS-11 7day-Spinalcord GSE30577	11/300	9.861595272100735e-07	9.697235350899056e-05	7.3859673164548285	102.14384873992788	SOCS3;RNH1;ZFAND3;RNF149;LAMP2;CCRL2;DNAJB11;BCL3;TGFBI;IER5;C1QC
4	Virus_Perturbations_from_GEO_up	A-Vietnam-1203 CIP048 RG4-2004(H5N1)HAAvirmut 4day-MOI-10^4 GSE37572	9/300	4.852845475027346e-05	0.0020451277359043	5.884395956360724	58.45182480683819	LYN;CDKN2D;LAMP2;SDC3;CALR;CRELD2;CBL;PDIA6;TMEM106A
5	Virus_Perturbations_from_GEO_up	A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc 18Hour GSE43204	9/300	4.852845475027346e-05	0.0020451277359043	5.884395956360724	58.45182480683819	LYN;NR4A2;XBP1;BTG2;ZEB2;MAFB;NR4A3;FABP5;FOS
6	Virus_Perturbations_from_GEO_up	SARS-BatSRBD 60Hour GSE47961	9/300	4.852845475027346e-05	0.0020451277359043	5.884395956360724	58.45182480683819	NR4A2;SOCS3;NR4A1;IFITM1;ZFP36;DNAJC7;ID2;PMAIP1;FOS
7	Virus_Perturbations_from_GEO_up	hMPV 24Hour GSE8961	9/300	4.852845475027346e-05	0.0020451277359043	5.884395956360724	58.45182480683819	NR4A2;IFITM1;XBP1;ZEB2;IFITM2;RNF149;LAMP2;DNAJB11;PMAIP1
8	Virus_Perturbations_from_GEO_up	A-CA-04-2009(H1N1) 6Hour GSE47961	8/300	0.0002880240614601436	0.0060690784379101	5.1622760800843	42.085282985158095	CDKN2D;IFITM1;CCND3;IFITM2;FOS;PSMB8;KLF2;FKBP5
9	Virus_Perturbations_from_GEO_up	RSV 48Hour GSE32138	8/300	0.0002880240614601436	0.0060690784379101	5.1622760800843	42.085282985158095	SOCS3;ZFP36;PRELID1;IFITM2;RNF149;DNAJB11;CRELD2;PSMB8
10	Virus_Perturbations_from_GEO_up	SARS-BatSRBD 72Hour GSE47960	8/300	0.0002880240614601436	0.0060690784379101	5.1622760800843	42.085282985158095	IFITM1;ZFP36;DDX5;IFITM2;RNF149;PMAIP1;FOS;NEAT1
