rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Ligand_Perturbations_from_GEO_down	estradiol human endothelial cells GSE29881 ligand:129	17/337	6.003905035544204e-12	1.4709567337083299e-09	10.942631578947369	282.742400894257	SRGN;SSR2;MVP;TRAPPC5;PDIA6;MANF;COX7A2L;LDHA;PSMB5;EIF6;DAD1;CFL1;DNAJB11;TSPO;TGFBI;CALR;EIF4G1
2	Ligand_Perturbations_from_GEO_down	Interleukin-1 human epidermal keratinocyte GDS3011 ligand:227	12/277	5.070114733210493e-08	4.658927938379645e-06	8.88588679245283	149.2590599161037	LDHA;RNH1;MAFB;PSMB5;EIF6;FABP5;CFL1;TXNIP;TGFBI;PABPC1;PDIA6;FKBP5
3	Ligand_Perturbations_from_GEO_down	neuromedin U mouse type-2 Th cell line D10.G4.1 GDS882 ligand:20	12/280	5.7048097204648716e-08	4.658927938379645e-06	8.785074626865672	146.52951996841873	CCND3;LDHA;SMDT1;VARS;FABP5;CFL1;IL4RA;TSPO;LY6A;MT1;PSMB8;LGMN
4	Ligand_Perturbations_from_GEO_down	testosterone mouse prostate (following castration) GDS2562 ligand:54	12/322	2.591256719456436e-07	1.5871447406670673e-05	7.57858064516129	114.93639539348932	COX7A2L;DDX5;XBP1;BTG2;SPINT1;LAMP2;TXNIP;TSPO;PABPC1;PSMB8;C1QC;HSPA1A
5	Ligand_Perturbations_from_GEO_down	nitric oxide human CD3+ T cells GDS4188 ligand:280	13/442	1.1744700228874498e-06	5.754903112148504e-05	5.956228956228956	81.3304811494817	CD53;IFITM1;DDX5;IFITM2;IKZF1;NEAT1;PSMB8;TSPAN13;ID2;GPR171;CFL1;FKBP5;HSPA1A
6	Ligand_Perturbations_from_GEO_down	estrogen mouse right lung from ovariectomized animals GDS960 ligand:50	12/384	1.6620126452444232e-06	6.786551634748062e-05	6.295483870967742	83.77703359215738	LYN;CCND3;XBP1;PSMB5;TSPAN13;MYADM;TXNIP;LY6A;CALR;PABPC1;FKBP5;LGMN
7	Ligand_Perturbations_from_GEO_down	estrogen mouse lungs from ovariectomized animals GDS960 ligand:49	12/397	2.3461760131626034e-06	8.211616046069112e-05	6.078857142857143	78.79854606296594	SRGN;EIF5A;CCND3;LDHA;IFITM2;TSPAN13;DAD1;TXNIP;LY6A;NEAT1;FOXP1;MANF
8	Ligand_Perturbations_from_GEO_down	interleukin-4 human PBMC GSE59184 ligand:147	11/349	4.2563909247680405e-06	0.00013035197207102124	6.299431718319761	77.90563244227761	LYN;IFITM1;ZFP36;IFITM2;MAFB;NCF1;ID2;NINJ1;CYBB;IER5;LGMN
9	Ligand_Perturbations_from_GEO_down	interleukin-12 mouse CD8 T cells GSE72791 ligand:236	12/432	5.5702253794214585e-06	0.00015163391310647303	5.562285714285714	67.29294997509295	DDX39;COX7A2L;DDX5;PRELID1;BTG2;SMDT1;PSMB5;DAD1;TSPO;KLF2;LMNB1;HSPA1A
10	Ligand_Perturbations_from_GEO_down	neuromedin U mouse type-2 Th cell line D10.G4.1 GDS882 ligand:21	9/254	1.3135050277247626e-05	0.0003110526007519226	7.005627105211016	78.74483408574689	CCND3;LDHA;SMDT1;FABP5;BCL3;IL4RA;LY6A;PSMB8;LGMN
