metric	value
sample_count	4
record_count	119566
first_variant	1:12783
last_variant	1:249239873
samples	Sample1,Sample2,Sample3,Sample4
info_keys	BaseCounts,Dels,FS,GC,HaplotypeScore,MQ,MQ0,QD,DP,AF,MLEAC,MLEAF,AN,AC,DB,BaseQRankSum,MQRankSum,ReadPosRankSum
format_keys	GT|AD|DP|GQ|PL|FL:119566
Sample1.records	119566
Sample1.called	119566
Sample1.missing	0
Sample1.alt_alleles	188199
Sample1.other_called	0
Sample1.genotype_0/1	51054
Sample1.genotype_1/1	68391
Sample1.genotype_1/2	121
Sample2.records	119566
Sample2.called	119566
Sample2.missing	0
Sample2.alt_alleles	191480
Sample2.other_called	0
Sample2.genotype_0/1	47910
Sample2.genotype_0/2	94
Sample2.genotype_1/1	71363
Sample2.genotype_1/2	92
Sample2.genotype_1/3	1
Sample2.genotype_2/1	49
Sample2.genotype_2/2	56
Sample2.genotype_2/3	1
Sample3.records	119566
Sample3.called	119566
Sample3.missing	0
Sample3.alt_alleles	190501
Sample3.other_called	0
Sample3.genotype_0/1	48876
Sample3.genotype_0/2	105
Sample3.genotype_0/3	2
Sample3.genotype_1/1	70405
Sample3.genotype_1/2	73
Sample3.genotype_2/1	40
Sample3.genotype_2/2	65
Sample4.records	119566
Sample4.called	119566
Sample4.missing	0
Sample4.alt_alleles	190509
Sample4.other_called	0
Sample4.genotype_0/1	48871
Sample4.genotype_0/2	129
Sample4.genotype_1/1	70381
Sample4.genotype_1/2	78
Sample4.genotype_2/1	46
Sample4.genotype_2/2	59
Sample4.genotype_2/3	1
Sample4.genotype_3/2	1
