ERR	0.057053	5381	Map_with_BWA_MEM_on_dataset_1_and_2__mapped_reads_in_BAM_format_.bam	HG03861
ERR	0.502509	5381	Map_with_BWA_MEM_on_dataset_1_and_2__mapped_reads_in_BAM_format_.bam	HG03727
ERR	0.508827	5381	Map_with_BWA_MEM_on_dataset_1_and_2__mapped_reads_in_BAM_format_.bam	HG04214
ERR	0.510128	5381	Map_with_BWA_MEM_on_dataset_1_and_2__mapped_reads_in_BAM_format_.bam	HG02656
ERR	0.510872	5381	Map_with_BWA_MEM_on_dataset_1_and_2__mapped_reads_in_BAM_format_.bam	NA21111
ERR	0.515332	5381	Map_with_BWA_MEM_on_dataset_1_and_2__mapped_reads_in_BAM_format_.bam	HG04182
ERR	0.515703	5381	Map_with_BWA_MEM_on_dataset_1_and_2__mapped_reads_in_BAM_format_.bam	HG01094
ERR	0.523509	5381	Map_with_BWA_MEM_on_dataset_1_and_2__mapped_reads_in_BAM_format_.bam	HG03019
ERR	0.526668	5381	Map_with_BWA_MEM_on_dataset_1_and_2__mapped_reads_in_BAM_format_.bam	HG02688
ERR	0.527783	5381	Map_with_BWA_MEM_on_dataset_1_and_2__mapped_reads_in_BAM_format_.bam	HG03945
