rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	WikiPathways_2019_Mouse	Cytokines and Inflammatory Response WP222	13/27	2.8417110125748494e-08	4.546737620119759e-06	10.998346348185576	191.11028413602315	IL10;CSF3;H2-EB1;CSF2;IFNB1;PDGFA;CXCL1;CXCL3;IL1A;IL6;IL7;IL1B;IL12A
2	WikiPathways_2019_Mouse	Glutathione metabolism WP164	10/20	7.584949950021943e-07	6.067959960017555e-05	11.82413350449294	166.62485736057448	GGT5;GSTM2;GCLC;GPX4;IDH1;GSS;G6PDX;GSTA1;GSTT1;GCLM
3	WikiPathways_2019_Mouse	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	15/49	2.9778523192489246e-06	0.00015881879035994266	5.226506571720768	66.50368050898133	ABCA1;HMGCS1;ELOVL2;NR1H3;MSMO1;HMGCR;HSD17B7;CYP51;FADS2;CH25H;SQLE;SCD2;SC5D;FADS1;FDFT1
4	WikiPathways_2019_Mouse	Spinal Cord Injury WP2432	22/99	6.526665508169429e-06	0.00026106662032677715	3.3921641101459987	40.50113141267333	EPHA4;EGR1;NOS2;GADD45A;XYLT1;CXCL1;CXCL2;RTN4;RHOB;EFNB2;MMP12;CXCL10;NR4A1;IL1A;IL6;CCND1;MYC;IL1B;CCL2;FCGR2B;TLR4;MAPK3
5	WikiPathways_2019_Mouse	Microglia Pathogen Phagocytosis Pathway WP3626	13/41	8.814935341717475e-06	0.0002820779309349592	5.494993109784106	63.956571413394805	C1QB;C1QA;ITGAM;NCF2;PIK3R1;TREM3;TREM1;PIK3CG;SIGLECE;FCGR1;RAC3;LAT;C1QC
6	WikiPathways_2019_Mouse	TYROBP Causal Network WP3625	15/58	2.870977480036481e-05	0.0006876685600979787	4.130564997978406	43.19857601229001	ABCC4;ITGAM;NCF2;SLC1A5;LHFPL2;SAMSN1;PYCARD;C3;LYL1;SLC7A7;MAF;ADAP2;HLX;SPP1;C1QC
7	WikiPathways_2019_Mouse	Oxidative Stress WP412	10/28	3.008549950428657e-05	0.0006876685600979787	6.566110397946085	68.36284334399609	NQO1;GCLC;NFIX;MAOA;TXNRD1;CAT;MGST1;MT1;MAPK14;SOD1
8	WikiPathways_2019_Mouse	G1 to S cell cycle control WP413	15/61	5.4432543629884446e-05	0.0010886508725976	3.8605504073462313	37.90500084943328	CDKN1C;CDKN2B;MCM7;GADD45A;CDK7;CCND2;RBL1;CDK6;CCND1;ORC1;MYC;MCM3;MCM5;POLE;MCM2
9	WikiPathways_2019_Mouse	Cholesterol Biosynthesis WP103	7/15	6.58476024213584e-05	0.0011706240430463	10.327354260089686	99.43349706248348	SQLE;HMGCS1;SC5D;MSMO1;HMGCR;CYP51;FDFT1
10	WikiPathways_2019_Mouse	Chemokine signaling pathway WP2292	31/190	7.583957843254401e-05	0.0012134332549207	2.317931279999018	21.98995968050208	GSK3B;SHC2;CXCL9;CCL12;ADCY4;CXCL1;PIK3R1;CXCL2;CXCL5;PIK3CG;ADCY6;PIK3R5;CCL8;CCL7;CXCR3;CCL4;CCL3;CCL2;CSK;CCR5;JAK3;MAPK3;CCR1;PRKCB;STAT3;PPBP;GNG11;CXCL10;ADCY9;RAF1;PF4
