300	5	0	295	300M
300	20	0	280	300M
300	24	0	276	300M
300	27	0	273	9I300M
300	2	0	298	9D300M
300	7	0	293	9D300M
300	22	0	278	9D300M
300	23	0	277	9D300M
309	27	0	282	309M
300	0	0	300	9D300M
300	5	0	295	9D300M
309	7	0	302	309M
300	20	0	280	9D300M
300	24	0	276	9D300M
309	28	0	281	309M
300	20	0	280	300M
300	23	0	277	9D300M
300	24	0	276	9D300M
300	0	0	300	9I300M
300	0	0	300	300M
300	5	0	295	300M
300	7	0	293	9I300M
300	20	0	280	300M
300	24	0	276	300M
300	27	0	273	9I300M
300	21	0	279	9I300M
300	21	0	279	300M
300	24	0	276	300M
