metric	value
variants	500
positive_labels	250
reference_mismatches	0
input_length	2114
variant_index	1056
average_precision_abs_Rod_fold_avg_lfc	0.67507256683832417
rounded_down_two_decimals	0.67
fold0_model_sha256	ab0fa9ad116e43e570fd8bc521375a7ca782ee4bb81b1c23dbf2671c90e8a308
fold0_reference_logcount_range	2.57566595,11.3458023
fold0_alternate_logcount_range	2.71786809,11.3806772
fold0_lfc_range	-0.663642883,0.638419628
fold1_model_sha256	7189c4f43cacfcfc0f4c520611be9f79861ac6cb48c4f75a54f45780f6c6ce2a
fold1_reference_logcount_range	3.17401409,10.7595615
fold1_alternate_logcount_range	3.22827053,10.7566891
fold1_lfc_range	-0.77255249,0.451099396
fold2_model_sha256	df72f09381d902a01e4ae824e1becfb17bec75dd73205b313bbc2ff80d5cd35a
fold2_reference_logcount_range	1.61494505,10.949605
fold2_alternate_logcount_range	1.6599741,10.8196716
fold2_lfc_range	-0.900924683,0.619112492
fold3_model_sha256	add0872d0270ba282a5ccbcd1889a2c67c575433e91787590e707efe6dfc5484
fold3_reference_logcount_range	2.45769405,10.5467367
fold3_alternate_logcount_range	2.48882985,10.6147146
fold3_lfc_range	-0.736495972,0.691578388
fold4_model_sha256	a383c64d8e7639070323ce9dc5874ccce53c7f4d62bf5af555576c681acdd7e4
fold4_reference_logcount_range	1.98958015,11.1636868
fold4_alternate_logcount_range	2.05071759,11.2150488
fold4_lfc_range	-0.797138691,0.858667374
