leiden	PTPRC	CD3D	CD3E	CD2	TRAC	NKG7	GNLY	KLRD1	KLRF1	CD79A	CD79B	MS4A1	CD19	MZB1	JCHAIN	XBP1	DERL3	CD68	LYZ	ITGAM	CSF1R	CD14	FCGR3A	S100A8	S100A9	CLEC9A	XCR1	BATF3	CD1C	CLEC10A	FCER1A	LILRA4	IL3RA	PLD4	LAMP3	KIT	TPSAB1	TPSB2	CPA3	MS4A2	PECAM1	VWF	CDH5	CLDN5	ENG	COL1A1	COL1A2	DCN	LUM	PDGFRB	ACTA2	EPCAM	KRT18	KRT8	CDH1	SFTPC	SFTPA1	SFTPB	NAPSA	NKX2-1	SCGB1A1	SCGB3A2	KRT5	KRT6A	KRT6B	KRT14	TP63	SERPINB3	DSG3
0	1.871539675619699	2.1414329154775027	1.6256635022126806	1.8559096761267193	2.440531564456715	0.22243571091973696	0.11869858195412367	0.025253107254887396	0.006125420688915726	0.04045718598560368	0.14038020394665424	0.028779071094589152	0.003956880748777279	0.031794741080795434	0.12442317462136508	0.5629986689899066	0.008054529685081366	0.004299735957439928	0.1431807569357012	0.005065771929548867	0.005813806725184251	0.018232455657414406	0.017409937854452343	0.041546001602985556	0.06655654319899074	0.00041126366314066096	0.00015709063599474336	0.005510620229380167	0.0035443121527305335	0.0048495614741449105	0.006780500212941568	0.0004974213990108985	0.002747351360594983	0.0031776414569629984	0.007471663781497064	0.0018596259334950093	0.015547281746535324	0.040474981160171626	0.0050817036165861935	0.0013236415886613438	0.015325566202388178	0.00016277500689970798	0.00012135333141435167	0.004794222868333652	0.02058344351103252	0.006256892891455309	0.0032330093523945526	0.0021764642696138	0.004465910047848198	0.0007564306782167401	0.05133568528545966	0.00726117498729694	0.025418158136578845	0.01513661741305241	0.0024762135877437162	0.06351476900394552	0.02536608739965741	0.054588433830882216	0.020154141494740086	0.002172335306899718	0.09786543489134987	0.11343372335892347	0.007585486444978188	0.009512060536181192	0.0010636947789853719	0.002912953600516243	0.002543008471770466	0.002509241765699048	0.0027153061573960413
1	1.0547085836080217	0.13097921851586677	0.07704646927000039	0.11919281262576281	0.13162982019450645	0.17808015311640402	0.0659265279920936	0.019138740195352402	0.008805231683777698	0.012475255809578756	0.021721794063159567	0.009233459095044283	0.006868266661591261	0.01810626227673154	0.08930808843453307	0.6997131540314766	0.018447586537768724	0.7266575570892753	3.2325711021859274	0.3523328117472096	0.8593220849128449	1.9401634771803236	1.250413368802397	1.3933568259729496	1.903581831228368	0.006530626994500897	0.0003001881411426189	0.05012182348814368	0.10027260511515117	0.4483593073059136	0.055694422453443415	0.008192130523147998	0.1760229607739829	0.2745518890086286	0.02929549817095513	0.0010354122741694715	0.021148718327239024	0.09211055765860834	0.007755878982648465	0.001303171925064041	0.3097508790179367	0.0019792493917735257	0.0007241937236011388	0.0029394271950296735	0.4304635795603395	0.038798914067863406	0.03437705403205363	0.020849905114811176	0.04606104179713404	0.002500385613983612	0.018536899838655013	0.022498154265397464	0.04765336360175544	0.05781274806144637	0.00499868329802018	0.03659842203478115	0.11157344698088559	0.10283402350229753	0.06811165864076069	0.009907465924149275	0.07517960789869063	0.3291625846033974	0.01727402225178221	0.024674429745687478	0.0026149820922380307	0.021394395473907007	0.0031144684580092378	0.004510045395050594	0.0025125925243901052
10	0.046818923329312985	0.09331106529913213	0.036956994473990874	0.047885281871171734	0.15680791616430048	0.07416021254512552	0.08887988978048568	0.04598618458379	0.002138387793442859	0.016725412876393352	0.009303265568277642	0.0056743283305531415	0.00398672165516183	0.04172399861518475	0.1421098174618207	0.6532909166148444	0.2437368378154492	0.0795687181911408	0.12544956201077648	0.004020798832595226	0.012233559168655648	0.05884875280133002	0.019856866182794367	0.0781566300566601	0.18650711150949476	0.001142376535777879	0.0008624339877249701	0.05803079485393526	0.004770383350695246	0.004655771142345673	0.002757396197402971	0.0004367816338030913	0.00591300572096062	0.003546153358840025	0.0019593063022603405	0.01596383992410315	0.06115277658596768	0.26434397159325473	0.022522951960456866	0.00988429514688691	0.013480654125538586	0.005004882146895996	0.0009001960592662264	0.00971021223776261	0.2993602544797324	4.153641438499895	3.9595941463356157	3.0785193938903506	3.6788735026189143	0.9394845295872677	1.4448305960074295	0.03423768308927819	0.14401558041311405	0.1257716450693161	0.008350330581084447	0.09224402432024205	0.025865275301558317	0.09110279633180904	0.023786726619271066	0.002315177033983022	0.020623214861548188	0.03915265905365448	0.05361905042259595	0.08813308715035983	0.008472636259512825	0.028325878523727383	0.005270250640547427	0.0028858055664079166	0.009205264452818562
11	0.03988213939191655	0.06138106587789613	0.032530216550734466	0.03732108815542953	0.0760810745245935	0.05462141291558385	0.06434866212128024	0.007439253901096746	0.00872314250887589	0.016619336792564696	0.00782850575853301	0.009301296811186029	0.0034089079634943057	0.044856433959549746	0.10384097916261427	0.7613805993743789	0.037275709662565666	0.06493840669751927	0.0784013366019573	0.004141601755455984	0.005727480756983696	0.041481507985322574	0.013104345480672366	0.3610482432719899	0.7187881507799236	0.00022584471766802456	0.00015689047512118924	0.006841289424644761	0.004270920644541106	0.002924775002549039	0.00165569899267034	0.0009071941319177388	0.0008966239160166929	0.005054955773290337	0.06899843398245782	0.004986646703975906	0.031832975127561176	0.12076092666269428	0.012637246483478746	0.0022316615203121803	0.007654286526748848	0.00990131121889393	0.0	0.572949446413606	0.013261401253023407	0.1456753469747024	0.05415697022997323	0.12223791592927151	0.1717516232306042	0.002182341915621078	0.038704488970350795	1.2824295961275745	1.3354534196710866	1.5421244843002182	0.3421434987074167	0.021827618669702627	0.006018127625055539	0.02790526497253544	0.012307001051905435	0.003833690609768437	0.0354210398015388	0.018949796801246945	2.0292778886700016	2.105879143489831	0.34664694618585334	1.7020829564596054	0.8685959828812505	0.2204644424649639	0.3770938117529404
12	0.17075505651705145	0.20168639228219382	0.08977420214053278	0.10110237484905986	0.19748674842050193	0.1945012817914226	0.18055625815136273	0.032694517652229825	0.00794885740303746	1.5166585496726785	0.3827150325553	0.0324400937673928	0.11696229082618777	2.820642381266797	3.1561115123974655	2.372609145821713	1.8218710003785596	0.014096027733301328	0.15343212844207782	0.0030805956895056013	0.009667110138925641	0.04152618763949762	0.03227658844815897	0.1433625596111446	0.28743400998574425	0.0	0.0018253367256184365	0.005129265712371199	0.007919919429977652	0.006726692026242537	0.0050455384094049835	0.001579001785107317	0.0078138537197769	0.015383394312475884	0.018787286922677015	0.002628798556191987	0.08590824730765986	0.3216802664600274	0.028666250994141548	0.004129635999139063	0.31090310213682965	0.0061857144835505105	0.0009005356163022555	0.019789979881926368	0.008223157634735571	0.09187273316065699	0.08574921752097305	0.0417488704473747	0.08297173944796196	0.002728247946482843	0.024130130481283058	0.038915692624053505	0.08249883445261359	0.06441559127249996	0.008310362059201524	0.11078801197921435	0.0617843468820799	0.0928452667841548	0.0351509717048736	0.00183969131456239	0.024886347139552154	0.05352130792570483	0.027823337644140796	0.03370173652219542	0.003878346705729032	0.046451906898370914	0.006363481085357548	0.012433026268328082	0.001714245819238356
13	0.6786376662813194	0.10841531518653046	0.04229898949817199	0.0674614657207796	0.07061864223011306	0.21729417819053387	0.1304300939356374	0.026995995438544862	0.0027412069070843832	0.020790365510232712	0.020638012855306854	0.011936733015742815	0.009305263132969125	0.03642772181357631	0.12143996908778532	0.39234732638295305	0.015602888485505725	1.0457949173652923	2.8426859678770526	0.24837097853778364	0.5582859227972251	1.441646462562992	1.4023708559237307	1.4505892764664328	2.206551127122047	0.0001250411444657512	0.0013735554405735243	0.06215074219880738	0.03611726510273988	0.19575766668797595	0.0246662625264462	0.003735441272070637	0.11599689155084222	0.07130829640340756	0.018364727844825554	0.007447101963801286	0.06643666691124325	0.12623281912296822	0.008501838885544719	0.0016920166006798047	0.28106090048231125	0.01267362322139496	0.0015027329621323932	0.01703322604429439	0.3429268373675813	0.038816169816578136	0.03143359747244757	0.02355186690230051	0.039422120292978174	0.004523833888036088	0.041470100054286474	0.09903880989134534	0.20350599802299008	0.17639667593484315	0.03091965735465032	0.1370936857258376	0.05045547115622845	0.33408488027681393	0.09501718804461633	0.011447569803383172	0.03806715117751436	0.08113671981847566	0.0038097070003329705	0.0077431394327757835	0.0009033424064410143	0.0032039738692449683	0.0007449917103653557	0.0034384412854533406	0.0
14	0.9955229588263581	0.1730486649502005	0.0953482017285169	0.107306899608545	0.5257028216658977	0.180120372890649	0.1361869458284571	0.03342383130222374	0.015789206360872842	2.1876075037907876	1.3749567428512295	2.1910569548481003	0.6828502192629932	0.18988121132939245	0.6334640713770802	0.26542146965223584	0.14408203064241232	0.03887782250550621	0.14330307344582593	0.030260694552897573	0.0059638472987792335	0.022076207402549838	0.021351423960886497	0.09538935554045778	0.20823021663998847	0.00013783391519202207	0.0	0.005750121941280764	0.16372063787043442	0.004642060596745713	0.005336586946329509	0.029635258901827857	0.0014222230193856001	0.19945400079446124	0.004252025405014497	0.0014391533465045417	0.04169709979655747	0.12666139287715478	0.013896740380301767	0.002629758878398756	0.03567965758682822	0.00517426628547015	0.0006454614659023444	0.01712930847230281	0.017314396733146966	0.01806693721813097	0.014941481977419013	0.01279191603323649	0.02130303517117601	0.002385861902313398	0.03260250203865403	0.02585384940029813	0.044868552802380654	0.037458094818167066	0.004539449284442544	0.19465874393989954	0.07179011272256534	0.10654982243320162	0.044554024652198425	0.003351203139110479	0.09202885255004442	0.07113925805476375	0.015618576082193733	0.01719514990608442	0.0013236136742567656	0.01215871689889278	0.0044101227459145105	0.003373168381750274	0.0020994923320432385
15	0.06943646469182845	0.09443302548712228	0.05047488745138375	0.07224225063697093	0.0764670295295902	0.10588715082055969	0.09121757247288706	0.018591748052081712	0.007377139304412641	0.021173526790881348	0.008622799671185141	0.014498714127349977	0.0018550812636137168	0.02730146367361381	0.10580241690984565	1.0616606772614365	0.017298170617505958	0.016960862174301847	0.24629899780814016	0.012127135993489416	0.009728950426935222	0.04009630644783619	0.029956861114104505	0.1440534500398675	0.6124756486253974	0.0	0.0	0.021639078655777293	0.008615638635395747	0.006423222784740605	0.00819054819926718	0.0017724311876444311	0.007617244228828701	0.0041763050104763975	0.42070391986532435	0.008272727093077935	0.029301143246761877	0.07022139442669553	0.009043259016423773	0.002208898934517446	0.04492137625928323	0.011604651212764832	0.0030334314707374586	0.014745141097522806	0.027098130612833275	0.2784252028839094	0.02436236614294066	0.023241004427747375	0.016382383846655066	0.0004872780449171071	0.03323915305722442	1.0620847457873355	1.8399424177976023	1.6224041966378455	0.4735168440847616	2.0991073846947366	1.7086889415599826	3.202190429017482	2.392580362919206	0.797231592803359	1.0697092439373743	1.808472102861557	0.02521021939204927	0.01246057071952933	0.0022349757854059605	0.0055733817982284795	0.014349419961286605	0.10927875186386497	0.00022459177696934867
16	1.2937504267609687	0.0864890834625417	0.04600090153451221	0.06088965933326449	0.08480510043366893	0.1860296701248037	0.10781747335480575	0.025967236368275127	0.00783751187913369	0.021467435548531547	0.13934594559431693	0.011715241263764697	0.003298008539528614	0.023269237944246304	0.07629127459407564	0.8094818179338741	0.006911314263976718	0.4199895990127233	3.7424627520476035	0.2228953296793726	0.35178019435145164	1.2267257521396504	0.7916370883583091	2.7554175662083273	3.4295638691536934	0.0019534016732471408	0.0002579636219652622	0.08843481501769612	0.04857444480555762	0.15792880323678593	0.06946162656607077	0.005580637133320677	0.06317995338563234	0.07806198394470808	0.002322822107145914	0.0014724752945097096	0.012752016186668897	0.053235635519838745	0.0036192904626652497	0.0005160661433117383	0.4360051394300481	0.0029098530719369837	0.0016302997149799752	0.008945241589317207	0.06209160597109328	0.016784673219246406	0.008134604537597512	0.012069345508657865	0.02801378592339503	0.0009011456825042518	0.01979794311511045	0.011114605030463385	0.027030429690968024	0.02644975776931736	0.0014109617000660993	0.15766109528144462	0.04465273002843029	0.05887902394023741	0.022561553156538447	0.0021671549973639927	0.2324260112227227	0.09599643653230569	0.0106397650308917	0.00787698529273858	0.0015880550254837513	0.009343735065285432	0.0013084597124978891	0.0032709843369927855	0.002110019327043968
17	0.08981204389516378	0.05968844297825489	0.02476295481291632	0.04291255736218187	0.054415147619093454	0.08287148239060638	0.0665059388447556	0.022468883893286665	0.0024295503142524946	0.014497350867875323	0.006536154631016729	0.005105788168712537	0.0035723989863465115	0.01414019045531265	0.03874481929677625	0.8191624805067396	0.1332420372395816	0.0404103484962458	0.48740216243101464	0.021919023582685923	0.04854351865745437	0.06331599810257638	0.0464986939336203	0.0656978109594993	0.14900668040653095	0.0	0.0	0.02290227919026339	0.010946651374472401	0.018880710375588135	0.010890113297609999	0.0	0.05156192146311156	0.012967047074830537	0.0951982045589723	0.0015252698077838059	0.024791824524058377	0.055372759099802875	0.002601845616026524	0.0018115592859911953	0.0253995292635028	0.0036663061719504906	0.0030297805462421957	0.011294337685519332	0.01900934865023862	0.08211021980383695	0.01194650902558604	0.011162326011526027	0.009364581980511632	0.0	0.04381404599410281	0.9599968544415691	1.1920564905706836	1.70013584718753	0.5270888879982812	0.2150636770823443	0.060748207432865256	0.5454179163245341	0.2296597574158117	0.31321301063780743	0.7660649216600841	0.5265803192315954	0.00860600791107921	0.005093766534887493	0.0016590754276043019	0.003676296846143143	0.0010830709864805353	0.037606719131857994	0.006088949532117892
