group	names	scores	logfoldchanges	pvals	pvals_adj
0	ENSG00000277734	102.384514		0.0	0.0
0	ENSG00000227507	101.7476		0.0	0.0
0	ENSG00000110848	100.08888		0.0	0.0
0	ENSG00000133639	99.11111		0.0	0.0
0	ENSG00000171223	97.90749		0.0	0.0
0	ENSG00000168685	90.78003		0.0	0.0
0	ENSG00000167286	87.131805		0.0	0.0
0	ENSG00000211772	79.85674		0.0	0.0
0	ENSG00000251562	73.54379		0.0	0.0
0	ENSG00000160654	62.71382		0.0	0.0
0	ENSG00000107742	61.00203		0.0	0.0
0	ENSG00000185885	60.573956		0.0	0.0
0	ENSG00000078596	58.761055		0.0	0.0
0	ENSG00000111796	58.389786		0.0	0.0
0	ENSG00000100100	58.141006		0.0	0.0
0	ENSG00000171522	55.740135		0.0	0.0
0	ENSG00000166710	54.476574		0.0	0.0
0	ENSG00000211751	51.172043		0.0	0.0
0	ENSG00000069667	50.340343		0.0	0.0
0	ENSG00000059804	50.196587		0.0	0.0
0	ENSG00000013725	47.91056		0.0	0.0
0	ENSG00000119801	47.030205		0.0	0.0
0	ENSG00000213145	46.13989		0.0	0.0
0	ENSG00000163519	45.867725		0.0	0.0
0	ENSG00000215788	44.29651		0.0	0.0
0	AC114760.2	43.556797		0.0	0.0
0	ENSG00000169508	43.499462		0.0	0.0
0	ENSG00000023445	42.98662		0.0	0.0
0	ENSG00000102245	42.76194		0.0	0.0
0	ENSG00000163600	42.35061		0.0	0.0
1	ENSG00000158869	167.7424		0.0	0.0
1	ENSG00000204472	166.96179		0.0	0.0
1	ENSG00000101439	160.24841		0.0	0.0
1	ENSG00000170458	158.59189		0.0	0.0
1	ENSG00000204287	156.32779		0.0	0.0
1	ENSG00000090382	155.81287		0.0	0.0
1	ENSG00000197746	155.16628		0.0	0.0
1	ENSG00000164733	155.14444		0.0	0.0
1	ENSG00000087086	153.40988		0.0	0.0
1	ENSG00000119655	151.00476		0.0	0.0
1	ENSG00000019582	150.3061		0.0	0.0
