35395	18004	Scgb1a1
25460	1745	Actg1
35452	1740.250793	mt-Co1
23974	1688	H3f3b
35455	1476.407005	mt-Atp6
35456	1435.728805	mt-Co3
35462	1391	mt-Cytb
644	1310.592995	Atp6-ps
13698	1197	Cd9
642	1146.271196	Gm28437
11464	1140.308092	Actb
20826	1120.928572	Tpt1
29668	1039	Krt18
35453	1031.277063	mt-Co2
22191	981.75	Eef1a1
15210	963	Calca
34851	943	Fth1
35459	902.5	mt-Nd4
1804	872	Resp18
645	864.722939	Gm28661
22918	801.833309	Rplp1
24437	792.628572	Ubb
5644	791	Tmsb4x
35451	788	mt-Nd2
10776	775	Ubc
22007	772	Sftpc
21529	764.7	Rps24
24138	741.897349	Eif1
27541	700	Fos
29667	677	Krt8
10066	630	Jun
6848	622.5	Rps3a1
1645	577	Btg2
25864	552	Ddx5
2537	549	Nnat
765	543	Atf3
18037	536	Rpl41
16779	519.583333	Ftl1
482	516.666666	Ptma
31999	509	Hsp90ab1
8796	502.937881	Rps8
34418	485	Rps14
20063	463.489794	Rpl13
28183	463	Calm1
34401	462	Egr1
23858	458.499995	Rpl23
13293	455	Rpl32
2761	453	Wfdc2
35450	439	mt-Nd1
24610	429.142857	Rpl26
23882	422.198456	Rpl19
30993	419.999999	Rpl35a
19958	410	Jund
14776	408.51497	Rpl27a
29954	392.5	Rpl8
29427	390.719189	Rpl30
324	380.300001	H3f3a
5848	379.499982	Rps4x
11658	375.042856	Rpl21
23548	372.017081	Hspa8
13176	372	Mgp
32613	370	Epcam
24117	369	Krt13
20190	365	Ier2
27503	357.999968	Hsp90aa1
32667	351.865394	Rps10
15330	347	Rps3
15370	338.030993	Rps15a
14873	330	Rps9
29664	329	Krt4
9323	319.961826	Rps20
17267	319.916666	Rps19
34076	317.459765	Rpl17
4446	317	Gnas
21685	315	Itm2b
26598	305	Klf6
17325	304	Rps5
3877	304	Rps21
34270	298.752852	Colec12
4399	295	Cst3
8090	294.379307	Ilf2
32347	292.600754	Rps2
23968	292.332138	Rps27a
18394	291.666666	Rps15
11492	291.4	Chchd2
25706	286.45	Ppia
17103	284.33281	Rps16
32254	282.643345	Rps18
1306	281.583332	Rpl37a
35215	281.496552	Fau
1735	280.833242	Rpl7
16132	279.095234	Rplp2
16857	277.749999	Rps11
19377	276.866667	Junb
23531	271.478554	Rpl14
15211	270.165333	Rpl28
21727	269	Sftpa1
29982	268.609238	Tuba1a
11251	265.782206	Rpl9
16858	265.663285	Rpl13a
