1295	2	FGR
10823	1	FUCA2
11730	2	GCLC
13411	0.666666	CYP51A1
19243	0.5	BAD
7386	3	HS3ST1
13186	0.5	MAD1L1
12862	1	TMEM176A
22280	0.5	M6PR
6701	6	RBM5
16781	0.5	MTMR7
13904	0.333333	ARF5
1759	1	KDM1A
26919	15	NDUFAB1
28849	3.5	CDC27
28473	3	SLC4A1
15431	1	SLC25A5
7566	1	MCUB
13555	2.166667	POLR2J
27783	1.5	LIG3
17683	1	ATOSB
14670	1	MSL3
26435	3	CREBBP
13719	11	KMT2E
18869	2	ZNF195
23878	7	MYCBP2
28450	3	PDK2
14925	4	ZFX
31695	1	REX1BD
27778	3	AP2B1
29239	1	SPATA20
12720	3	KDM7A
20078	1	ALDH3B1
13869	3	PHTF2
3820	0.2	FARP2
13252	2	DBF4
12812	0.5	IFRD1
31934	1	MARK4
31689	1	CCDC124
29338	28.5	PAFAH1B1
26950	4	LUC7L
26539	1	CRAMP1
10465	1	MYLIP
10839	2	PSMB1
10418	6	JARID2
14169	2	CDKL5
1093	1.5	CDK11A
28685	10	SPAG9
21861	1	MGST1
31881	7	NFIX
27215	5	IL32
6656	22	SEC62
16339	10	RPS20
2066	38.5	CSDE1
12036	4	REV3L
1028	4	FAM76A
13420	1	BAZ1B
11241	13	RANBP9
28333	22	ZNF207
7276	1	UQCRC1
22564	1	IFFO1
14515	0.5	IDS
11939	8	FYN
27868	1	NME1-NME2
25130	1	BTBD7
31592	1	AKAP8L
31455	1	PTBP1
19745	2	PIK3C2A
30927	2	PLAUR
17527	2	RABGAP1
32130	1	PPP5C
4663	3	MAP4K3
31492	7	TYROBP
27075	1	LDAF1
10491	1	ELOVL5
21313	1	ALOX5
24849	2	MAP4K5
7100	1	CLDN11
28475	89	SLC25A39
13198	1	NUB1
4666	1	CLK1
9370	1	RNF14
22802	1	HEBP1
19336	2	CD6
16428	1	ZC3H3
19963	1	CAPN1
8406	1	SLC30A9
1816	1	MTMR11
25033	1	CCDC88C
22559	4	YAF2
21535	2	ZMYND11
15480	1	WAS
33232	1	BID
9452	11	MATR3
4107	0.142857	RGPD5
15269	1	SLC38A5
29384	2	RALBP1
7864	1	RUFY3
5421	1	SLC11A1
6144	0.5	WWTR1
9859	12	CD74
21583	2	ZRANB1
24242	2	MNAT1
24543	3	SAMD4A
10952	4	SERPINB1
26319	1	AQR
14932	2	FHL1
30314	3	RTF2
22756	26	RNF10
16064	1	RB1CC1
17978	1	ERP44
20401	1	BIRC3
21895	2	STRAP
2447	3	PLEKHO1
242	1	GCLM
11165	5	UBR2
3144	2	DEPDC1
10665	2	HSF2
30080	1	PHF20
33414	2	TYMP
11740	6	SEC63
1392	2	KPNA6
21378	14	VIM
11400	1	RNASET2
12019	1	AGPAT4
45	1	TNFRSF1B
32001	3	POU2F2
25686	8	SNX1
10911	4	TBPL1
10673	18.5	BCLAF1
25095	1	SLC39A9
16780	1	ANK1
28953	5	RABEP1
29183	7	GRN
9853	4	FAM13B
5755	2	ARHGAP31
2180	3	SARS1
24647	2	ARID4A
23336	1	ZCCHC8
19929	1	GAB2
29013	1	ATP6V0A1
25710	1.333333	PIAS1
29259	7	MAP2K3
3370	38	TMSB10
16083	1	RNF19A
26837	31	GABARAPL2
5368	0.5	FAM136A
20903	5	VCL
26128	1	DAPK2
29148	3	TIMP2
5625	2	TBC1D23
4692	23	CUL3
202	4	ZZZ3
9469	1	NSUN2
9884	1	MAT2B
10123	1	TRIO
8921	7	VCAN
8916	5	MTREX
31277	1	PNKP
25490	2	PSMA4
4765	2	CAPG
32443	4	AP2S1
16130	1	TG
18737	1	BARX2
7118	13	DCUN1D1
9213	2	CTNNA1
15319	1	PHKA2
17006	1	CNTLN
17726	11	HSPA5
15038	2	OFD1
15612	3	GPM6B
10150	4	YTHDC2
7933	2	POLR2B
8270	2	ARAP2
390	2	TPR
21803	1	C12orf4
10708	1	GOPC
13461	9	ZNF800
22924	1	LMO3
19674	4	RSF1
21365	7	CELF2
18089	11	FAM120A
5314	7	R3HDM1
22108	1	KITLG
3291	1	LTBP1
12104	4	ARID1B
14833	1	PPP1R3F
24245	1	JKAMP
19728	0.5	DKK3
26981	3	HERPUD1
6497	1	POLQ
27354	10	CYBA
10761	2	HEBP2
23256	6	PLEKHA5
20715	1	RRP12
20181	4	TTC17
24771	1	FOXN3
30628	4	NNAT
20458	0.5	KCNQ1
1725	1	TRAPPC3
67	10.5	THRAP3
17549	1	PHPT1
3665	1	LY75
639	15	ARID4B
2325	1	KIF1B
25026	2	SYNE2
27	0.5	SZRD1
14007	1	KCNH2
13466	5	CUL1
11852	1	TAB2
13224	4.2	KMT2C
3400	1	CCDC85A
5174	6	PUM2
21400	2	MRPL43
8851	5	ZFR
17524	10	RC3H2
6721	2	DCBLD2
20918	2	GDI2
10531	1	PRDM1
