  3.47	933	933	U	0	unclassified
 96.53	25926	87	R	1	root
 96.05	25797	21	R1	131567	  cellular organisms
 95.14	25553	1	D	2759	    Eukaryota
 95.13	25551	1	D1	33154	      Opisthokonta
 95.11	25546	0	K	33208	        Metazoa
 95.11	25546	0	K1	6072	          Eumetazoa
 95.11	25546	0	K2	33213	            Bilateria
 95.11	25546	0	K3	33511	              Deuterostomia
 95.11	25546	0	P	7711	                Chordata
 95.11	25546	0	P1	89593	                  Craniata
 95.11	25546	0	P2	7742	                    Vertebrata
 95.11	25546	0	P3	7776	                      Gnathostomata
 95.11	25546	0	P4	117570	                        Teleostomi
 95.11	25546	0	P5	117571	                          Euteleostomi
 95.11	25546	0	P6	8287	                            Sarcopterygii
 95.11	25546	0	P7	1338369	                              Dipnotetrapodomorpha
 95.11	25546	0	P8	32523	                                Tetrapoda
 95.11	25546	0	P9	32524	                                  Amniota
 95.11	25546	0	C	40674	                                    Mammalia
 95.11	25546	0	C1	32525	                                      Theria
 95.11	25546	0	C2	9347	                                        Eutheria
 95.11	25546	0	C3	1437010	                                          Boreoeutheria
 95.11	25546	0	C4	314146	                                            Euarchontoglires
 95.11	25546	0	O	9443	                                              Primates
 95.11	25546	0	O1	376913	                                                Haplorrhini
 95.11	25546	0	O2	314293	                                                  Simiiformes
 95.11	25546	0	O3	9526	                                                    Catarrhini
 95.11	25546	0	O4	314295	                                                      Hominoidea
 95.11	25546	0	F	9604	                                                        Hominidae
 95.11	25546	0	F1	207598	                                                          Homininae
 95.11	25546	0	G	9605	                                                            Homo
 95.11	25546	25546	S	9606	                                                              Homo sapiens
  0.01	4	0	K	4751	        Fungi
  0.01	4	0	K1	451864	          Dikarya
  0.01	3	0	P	4890	            Ascomycota
  0.01	3	0	P1	716545	              saccharomyceta
  0.01	3	0	P2	147538	                Pezizomycotina
  0.01	3	0	P3	716546	                  leotiomyceta
  0.01	3	0	P4	715962	                    dothideomyceta
  0.01	3	0	C	147541	                      Dothideomycetes
  0.01	3	0	C1	451867	                        Dothideomycetidae
  0.01	3	0	O	2726947	                          Mycosphaerellales
  0.01	3	0	F	93133	                            Mycosphaerellaceae
  0.01	3	0	G	29002	                              Cercospora
  0.01	3	3	S	122368	                                Cercospora beticola
  0.00	1	0	P	5204	            Basidiomycota
  0.00	1	0	P1	452284	              Ustilaginomycotina
  0.00	1	0	C	5257	                Ustilaginomycetes
  0.00	1	0	O	5267	                  Ustilaginales
  0.00	1	0	F	5268	                    Ustilaginaceae
  0.00	1	0	G	63265	                      Sporisorium
  0.00	1	1	S	280036	                        Sporisorium graminicola
  0.00	1	0	D1	2698737	      Sar
  0.00	1	0	D2	33634	        Stramenopiles
  0.00	1	0	D3	2696291	          Ochrophyta
  0.00	1	0	P	2836	            Bacillariophyta
  0.00	1	0	C	33836	              Coscinodiscophyceae
  0.00	1	0	C1	33846	                Thalassiosirophycidae
  0.00	1	0	O	33847	                  Thalassiosirales
  0.00	1	0	F	29202	                    Thalassiosiraceae
  0.00	1	0	G	35127	                      Thalassiosira
  0.00	1	0	S	35128	                        Thalassiosira pseudonana
  0.00	1	1	S1	296543	                          Thalassiosira pseudonana CCMP1335
  0.83	223	38	D	2	    Bacteria
  0.65	174	2	D1	1783272	      Terrabacteria group
  0.31	84	2	P	544448	        Tenericutes
  0.31	82	0	C	31969	          Mollicutes
  0.31	82	0	O	2085	            Mycoplasmatales
  0.31	82	42	F	2092	              Mycoplasmataceae
  0.14	38	5	G	2923352	                Mesomycoplasma
  0.12	33	33	S	2100	                  Mesomycoplasma hyorhinis
  0.01	2	0	G	2767358	                Mycoplasmopsis
  0.01	2	2	S	2113	                  Mycoplasmopsis californica
  0.27	73	0	P	201174	        Actinobacteria
  0.27	72	14	C	1760	          Actinomycetia
  0.20	54	0	O	85007	            Corynebacteriales
  0.20	54	0	F	1762	              Mycobacteriaceae
  0.20	54	0	G	1763	                Mycobacterium
  0.20	54	0	G1	77643	                  Mycobacterium tuberculosis complex
  0.20	54	54	S	78331	                    Mycobacterium canettii
  0.01	4	0	O	85009	            Propionibacteriales
  0.01	4	0	F	31957	              Propionibacteriaceae
  0.01	4	0	G	1912216	                Cutibacterium
  0.01	4	4	S	1747	                  Cutibacterium acnes
  0.00	1	0	C	84995	          Rubrobacteria
  0.00	1	0	O	84996	            Rubrobacterales
  0.00	1	0	F	2600303	              Baekduiaceae
  0.00	1	0	G	2600304	                Baekduia
  0.00	1	1	S	496014	                  Baekduia soli
  0.06	15	0	P	1239	        Firmicutes
  0.06	15	0	C	91061	          Bacilli
  0.06	15	0	O	1385	            Bacillales
  0.06	15	0	F	186817	              Bacillaceae
  0.06	15	0	G	1386	                Bacillus
  0.06	15	0	G1	86661	                  Bacillus cereus group
  0.06	15	15	S	1396	                    Bacillus cereus
  0.03	8	2	P	1224	      Proteobacteria
  0.01	3	0	C	1236	        Gammaproteobacteria
  0.01	2	0	O	91347	          Enterobacterales
  0.01	2	0	F	543	            Enterobacteriaceae
  0.01	2	0	F1	2890311	              Klebsiella/Raoultella group
  0.01	2	0	G	570	                Klebsiella
  0.01	2	2	S	573	                  Klebsiella pneumoniae
  0.00	1	0	O	2887326	          Moraxellales
  0.00	1	0	F	468	            Moraxellaceae
  0.00	1	0	G	469	              Acinetobacter
  0.00	1	1	S	40214	                Acinetobacter johnsonii
  0.01	2	0	C	28216	        Betaproteobacteria
  0.01	2	0	O	80840	          Burkholderiales
  0.01	2	0	F	119060	            Burkholderiaceae
  0.01	2	0	G	106589	              Cupriavidus
  0.01	2	2	S	96344	                Cupriavidus oxalaticus
  0.00	1	0	C	28211	        Alphaproteobacteria
  0.00	1	0	O	204457	          Sphingomonadales
  0.00	1	0	F	41297	            Sphingomonadaceae
  0.00	1	1	G	13687	              Sphingomonas
  0.01	3	0	D1	1783270	      FCB group
  0.01	3	0	D2	68336	        Bacteroidetes/Chlorobi group
  0.01	3	0	P	976	          Bacteroidetes
  0.01	3	0	C	200643	            Bacteroidia
  0.01	3	0	O	171549	              Bacteroidales
  0.01	3	0	F	2005519	                Barnesiellaceae
  0.01	3	0	G	397864	                  Barnesiella
  0.01	3	0	S	397865	                    Barnesiella viscericola
  0.01	3	3	S1	880074	                      Barnesiella viscericola DSM 18177
  0.12	32	0	D	10239	  Viruses
  0.10	27	0	D1	2559587	    Riboviria
  0.10	27	0	K	2732397	      Pararnavirae
  0.10	27	0	P	2732409	        Artverviricota
  0.10	27	0	C	2732514	          Revtraviricetes
  0.10	27	0	O	2169561	            Ortervirales
  0.10	27	0	F	11632	              Retroviridae
  0.10	27	0	F1	327045	                Orthoretrovirinae
  0.10	27	10	G	153135	                  Gammaretrovirus
  0.05	14	0	S	11786	                    Murine leukemia virus
  0.05	14	14	S1	11801	                      Moloney murine leukemia virus
  0.01	2	0	S	39746	                    Hardy-Zuckerman feline sarcoma virus
  0.01	2	2	S1	11777	                      Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)
  0.00	1	0	G1	353769	                    unclassified Gammaretrovirus
  0.00	1	1	S	11788	                      Abelson murine leukemia virus
  0.02	5	0	D1	2731341	    Duplodnaviria
  0.02	5	0	K	2731360	      Heunggongvirae
  0.02	5	0	P	2731618	        Uroviricota
  0.02	5	0	C	2731619	          Caudoviricetes
  0.02	5	0	O	28883	            Caudovirales
  0.01	3	0	F	10662	              Myoviridae
  0.01	3	0	F1	857479	                Peduovirinae
  0.01	3	0	F2	2578230	                  unclassified Peduovirinae
  0.01	3	3	S	2759177	                    Vibrio phage ValB1MD-2
  0.00	1	0	F	10699	              Siphoviridae
  0.00	1	0	G	2560142	                Gorganvirus
  0.00	1	0	S	2560650	                  Gorganvirus isfahan
  0.00	1	1	S1	1969841	                    Proteus phage VB_PmiS-Isfahan
  0.00	1	0	F	2842327	              Rountreeviridae
  0.00	1	0	F1	2732588	                Rakietenvirinae
  0.00	1	0	G	2732589	                  Andhravirus
  0.00	1	0	S	2732591	                    Andhravirus andhra
  0.00	1	1	S1	1958907	                      Staphylococcus phage Andhra
  0.04	10	0	R1	2787854	  other entries
  0.04	10	10	R2	28384	    other sequences
