metric	value
reference	H3K27ac
peak_count	13251
reference_intervals_overlapped	214
positive_overlap_rows	270
malformed_rows	0
peaks_with_any_overlap	265
fraction_peaks_with_any_overlap	0.01999849067994868
covered_fraction_median_all_peaks	0.0
covered_fraction_p90_all_peaks	0.0
covered_fraction_median_overlapping_peaks	0.6160520607375272
covered_fraction_p90_overlapping_peaks	1.0
reference	H3K4me1
peak_count	13251
reference_intervals_overlapped	105
positive_overlap_rows	127
malformed_rows	0
peaks_with_any_overlap	123
fraction_peaks_with_any_overlap	0.009282318315598823
covered_fraction_median_all_peaks	0.0
covered_fraction_p90_all_peaks	0.0
covered_fraction_median_overlapping_peaks	0.905
covered_fraction_p90_overlapping_peaks	1.0
reference	H3K9me3
peak_count	13251
reference_intervals_overlapped	3004
positive_overlap_rows	3395
malformed_rows	0
peaks_with_any_overlap	2873
fraction_peaks_with_any_overlap	0.21681382537167007
covered_fraction_median_all_peaks	0.0
covered_fraction_p90_all_peaks	0.7037643207855974
covered_fraction_median_overlapping_peaks	0.6674816625916871
covered_fraction_p90_overlapping_peaks	1.0
