array_row	array_col	barcode	B_Cell	Endothelial	Fibroblast_Stroma	Macrophage	T_Cell	Tumor_Core
21	7	Spot_231-1	0.025476520604168884	0.0	0.9868387245727145	0.015347792062429366	0.0072787308413763685	0.9464382023896711
11	9	Spot_281-1	0.0	0.024087525307750157	0.0	1.0443656775717376	0.0	0.932909086120689
15	9	Spot_285-1	0.007442673664079802	0.9634140879004969	0.9161074362952101	0.030872054633979573	0.0	0.9746410358207188
18	9	Spot_288-1	0.0	0.044620766811345636	0.9328565891215962	0.9788302639185633	0.0012124681153951045	1.0680061555466411
14	10	Spot_314-1	1.0238763900906014	0.00665149987776581	0.0	0.0	0.002334314625501155	0.9827590261896544
18	10	Spot_318-1	0.03653918170528769	0.051822071787644086	1.0261336757591732	0.9970530961885733	0.0	1.002960052637146
14	11	Spot_344-1	0.0	0.021959936373201004	0.0	0.0	0.004463777179710861	0.9535326842590284
15	11	Spot_345-1	1.0474753099683867	0.0	0.005477132165746634	0.0	0.0	0.9696193854440043
17	11	Spot_347-1	0.0	0.002733024070638747	0.0013313389272666559	0.0	0.006091437620245347	0.9999509682053883
18	11	Spot_348-1	0.9930581291065785	1.0142037844666578	0.009409741617645184	0.023770121130274324	0.0	1.035351379037744
19	11	Spot_349-1	0.0	0.0	0.03270178281200775	0.9932494635077547	0.0	0.9552180918977008
21	11	Spot_351-1	0.0	0.0011238162205403635	0.0	1.0492549249299499	0.00537079303168686	0.9978120888543855
12	12	Spot_372-1	0.0	1.0806543230948429	0.0	0.9842785079038989	0.0	0.9669432262686156
16	12	Spot_376-1	0.0	0.03182466174395093	0.0	2.0171630027050544	0.013331506268754012	0.9360020112620987
18	12	Spot_378-1	1.004551423704384	0.0	0.035289505180493896	0.0	0.0	0.9340029348249893
9	13	Spot_399-1	0.000967803193146443	0.0	0.013169956565093758	0.0	0.0	0.9305511340764493
12	13	Spot_402-1	0.0	0.005578588702525478	0.9702418363486114	1.0129929070506076	0.0	1.0280507663307628
13	13	Spot_403-1	0.0	0.0	0.0	2.0023996032121465	0.0	1.056328616072239
14	13	Spot_404-1	0.0	0.0	0.026835178401601878	1.012363444355443	0.006917520826799084	0.9335158582974461
15	13	Spot_405-1	0.03985867726331377	0.0	0.0	0.8743121712460015	0.008705592065702095	2.1073661438960034
16	13	Spot_406-1	0.0	0.0	0.0	1.012014468322139	0.0	1.0492037351479528
17	13	Spot_407-1	0.0013393555171311363	0.0	0.0	0.0	0.0	0.998089452492871
19	13	Spot_409-1	0.0	0.0	0.0020953753080960036	1.0118016598447934	0.009335784999898733	1.004689442469954
21	13	Spot_411-1	0.0	0.0	0.9751927171278856	0.0	0.0	1.938988994151085
12	14	Spot_432-1	0.03373223492466482	0.0009745291825694058	0.01665523246496986	0.033374621768167245	0.9907093313301834	0.9238026729881625
13	14	Spot_433-1	0.010580018338034791	0.02642560089433499	0.0	1.9423434580826913	0.0	1.0071497872364037
16	14	Spot_436-1	0.006186985549866226	0.024168826202703886	0.005738447120580753	0.01667172301723148	0.006214676445291549	0.9156573706452453
17	14	Spot_437-1	0.0	0.016963269056217367	0.0	1.053232439544891	0.005909809597198334	0.948502933186439
18	14	Spot_438-1	0.0009217698178630718	0.0	0.0	1.933216951507596	0.025826106847920194	1.012788467724741
19	14	Spot_439-1	0.0	0.03191032688813422	0.014561692781290159	0.9538266158167696	0.0	0.9843940875705135
