U	READ_535	unclassified (taxid 0)	75	0:Q
C	READ_1004	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_1023	unclassified (taxid 0)	75	0:Q
U	READ_1058	unclassified (taxid 0)	75	0:Q
C	READ_1189	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_1248	unclassified (taxid 0)	75	0:Q
U	READ_1281	unclassified (taxid 0)	75	0:Q
C	READ_1481	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_1880	unclassified (taxid 0)	75	0:Q
U	READ_2178	unclassified (taxid 0)	75	0:Q
U	READ_2226	unclassified (taxid 0)	75	0:Q
C	READ_2271	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_2364	unclassified (taxid 0)	75	0:Q
U	READ_2532	unclassified (taxid 0)	75	0:Q
C	READ_2615	Escherichia phage phiX174 (taxid 2886930)	75	2886930:Q
U	READ_2818	unclassified (taxid 0)	75	0:Q
C	READ_3300	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_3328	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_3423	unclassified (taxid 0)	75	0:Q
C	READ_3458	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_3477	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_3555	Lymphocryptovirus (taxid 10375)	75	10375:Q
U	READ_3782	unclassified (taxid 0)	75	0:Q
C	READ_3823	Lymphocryptovirus (taxid 10375)	75	10375:Q
C	READ_3850	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_4078	unclassified (taxid 0)	75	0:Q
U	READ_4162	unclassified (taxid 0)	75	0:Q
U	READ_4188	unclassified (taxid 0)	75	0:Q
C	READ_4302	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_4436	unclassified (taxid 0)	75	0:Q
C	READ_4548	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_4994	unclassified (taxid 0)	75	0:Q
C	READ_5054	Lymphocryptovirus (taxid 10375)	75	10375:Q
C	READ_5142	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_5570	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_5898	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_6054	unclassified (taxid 0)	75	0:Q
U	READ_6807	unclassified (taxid 0)	75	0:Q
U	READ_6839	unclassified (taxid 0)	75	0:Q
C	READ_6932	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_7274	unclassified (taxid 0)	75	0:Q
C	READ_7324	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_7593	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_7633	unclassified (taxid 0)	75	0:Q
U	READ_7748	unclassified (taxid 0)	75	0:Q
U	READ_7751	unclassified (taxid 0)	75	0:Q
C	READ_7777	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_7793	unclassified (taxid 0)	75	0:Q
U	READ_7810	unclassified (taxid 0)	75	0:Q
U	READ_8176	unclassified (taxid 0)	75	0:Q
C	READ_8177	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_8289	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_8421	Lymphocryptovirus (taxid 10375)	75	10375:Q
C	READ_8662	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_8813	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_9095	unclassified (taxid 0)	75	0:Q
C	READ_9263	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_9534	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_9565	unclassified (taxid 0)	75	0:Q
U	READ_9570	unclassified (taxid 0)	75	0:Q
C	READ_9861	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_10061	unclassified (taxid 0)	75	0:Q
C	READ_10096	Lymphocryptovirus (taxid 10375)	75	10375:Q
C	READ_10149	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_10173	unclassified (taxid 0)	75	0:Q
C	READ_10413	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_10715	unclassified (taxid 0)	75	0:Q
U	READ_10836	unclassified (taxid 0)	75	0:Q
C	READ_10906	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_11010	unclassified (taxid 0)	75	0:Q
U	READ_11213	unclassified (taxid 0)	75	0:Q
U	READ_11269	unclassified (taxid 0)	75	0:Q
U	READ_11385	unclassified (taxid 0)	75	0:Q
U	READ_11472	unclassified (taxid 0)	75	0:Q
U	READ_11549	unclassified (taxid 0)	75	0:Q
U	READ_11856	unclassified (taxid 0)	75	0:Q
C	READ_12499	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_13124	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_13227	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_13416	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_13614	unclassified (taxid 0)	75	0:Q
C	READ_13742	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_13981	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_14294	unclassified (taxid 0)	75	0:Q
U	READ_14436	unclassified (taxid 0)	75	0:Q
C	READ_14551	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_14582	unclassified (taxid 0)	75	0:Q
U	READ_14642	unclassified (taxid 0)	75	0:Q
C	READ_14745	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_14754	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_14769	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_14996	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_15118	unclassified (taxid 0)	75	0:Q
U	READ_15207	unclassified (taxid 0)	75	0:Q
U	READ_15666	unclassified (taxid 0)	75	0:Q
U	READ_15716	unclassified (taxid 0)	75	0:Q
C	READ_15734	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_16300	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_16349	unclassified (taxid 0)	75	0:Q
U	READ_16600	unclassified (taxid 0)	75	0:Q
C	READ_16864	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_16892	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_16959	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_17521	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_17557	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_17580	unclassified (taxid 0)	75	0:Q
U	READ_17636	unclassified (taxid 0)	75	0:Q
C	READ_17701	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_18465	unclassified (taxid 0)	75	0:Q
C	READ_18986	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_19049	unclassified (taxid 0)	75	0:Q
C	READ_19057	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_19183	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_19354	unclassified (taxid 0)	75	0:Q
C	READ_19399	Lymphocryptovirus (taxid 10375)	75	10375:Q
C	READ_19510	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_19589	unclassified (taxid 0)	75	0:Q
C	READ_19615	Lymphocryptovirus (taxid 10375)	75	10375:Q
C	READ_19871	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_20415	unclassified (taxid 0)	75	0:Q
U	READ_20704	unclassified (taxid 0)	75	0:Q
C	READ_21233	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_21320	unclassified (taxid 0)	75	0:Q
C	READ_21440	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_21465	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_21622	unclassified (taxid 0)	75	0:Q
U	READ_21746	unclassified (taxid 0)	75	0:Q
U	READ_21867	unclassified (taxid 0)	75	0:Q
U	READ_21939	unclassified (taxid 0)	75	0:Q
U	READ_21956	unclassified (taxid 0)	75	0:Q
C	READ_22000	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_22035	unclassified (taxid 0)	75	0:Q
U	READ_22219	unclassified (taxid 0)	75	0:Q
U	READ_22273	unclassified (taxid 0)	75	0:Q
C	READ_22464	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_22491	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_22740	unclassified (taxid 0)	75	0:Q
C	READ_22967	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_23081	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_23410	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_23689	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_23727	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_23858	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_24500	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_24596	unclassified (taxid 0)	75	0:Q
C	READ_24814	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_24878	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
C	READ_24978	human gammaherpesvirus 4 (taxid 10376)	75	10376:Q
U	READ_25488	unclassified (taxid 0)	75	0:Q
U	READ_25726	unclassified (taxid 0)	75	0:Q
U	READ_26041	unclassified (taxid 0)	75	0:Q
U	READ_26158	unclassified (taxid 0)	75	0:Q
U	READ_26301	unclassified (taxid 0)	75	0:Q
