1_110920165	20	10	6	1	110920165	110920165	0	0	3	3	1091.5
1_110920165	20	6	6	1	110920165	110920165	100	4	0	4	-1091.5
1_113305817	19	10	6	1	113305817	113305817	0	0	1	1	1091.5
1_113305817	19	14	5	1	113305817	113305817	91.30434783	21	2	23	169.5
1_113305817	19	6	6	1	113305817	113305817	100	1	0	1	-1091.5
1_17583572	14	5	5	1	17583572	17583572	0	0	1	1	-169.5
1_17583572	14	2	2	1	17583572	17583572	100	1	0	1	-1177.5
1_17583572	14	8	8	1	17583572	17583572	0	0	1	1	635
1_18753317	20	9	9	1	18753317	18753317	0	0	4	4	-818.5
1_37602507	20	6	6	1	37602507	37602507	0	0	2	2	-1091.5
1_37602507	20	2	2	1	37602507	37602507	0	0	2	2	-1177.5
1_37602507	20	11	2	1	37602507	37602507	100	5	0	5	1177.5
1_40161117	20	12	10	1	40161117	40161117	100	7	0	7	-1008
1_40239607	20	9	9	1	40239607	40239607	0	0	5	5	-818.5
1_41989990	20	12	10	1	41989990	41989990	0	0	4	4	-1008
1_43273830	20	2	2	1	43273830	43273830	100	3	0	3	-1177.5
1_43273830	20	5	5	1	43273830	43273830	0	0	9	9	-169.5
1_43273830	20	14	5	1	43273830	43273830	1.818181818	1	54	55	169.5
1_43273830	20	9	9	1	43273830	43273830	100	4	0	4	-818.5
1_43640932	20	11	2	1	43640932	43640932	100	9	0	9	1177.5
1_45595455	20	12	10	1	45595455	45595455	7.142857143	1	13	14	-1008
1_46510426	12	14	5	1	46510426	46510426	0	0	1	1	169.5
1_46510426	12	19	10	1	46510426	46510426	0	0	1	1	1008
1_46510426	12	4	4	1	46510426	46510426	100	4	0	4	-293
1_48478100	20	7	7	1	48478100	48478100	0	0	4	4	-635.5
1_48478100	20	18	1	1	48478100	48478100	91.66666667	22	2	24	1170.5
1_48722742	20	11	2	1	48722742	48722742	100	5	0	5	1177.5
1_48722742	20	9	9	1	48722742	48722742	0	0	1	1	-818.5
1_48860880	20	11	2	1	48860880	48860880	0	0	6	6	1177.5
1_50903939	20	8	8	1	50903939	50903939	90.90909091	10	1	11	635
1_50979007	20	12	10	1	50979007	50979007	0	0	5	5	-1008
1_51369523	20	6	6	1	51369523	51369523	0	0	4	4	-1091.5
1_53855107	20	8	8	1	53855107	53855107	100	8	0	8	635
1_54213582	20	11	2	1	54213582	54213582	100	7	0	7	1177.5
1_62817472	20	1	1	1	62817472	62817472	100	6	0	6	-1170.5
1_62817472	20	9	9	1	62817472	62817472	100	1	0	1	-818.5
1_63139929	20	11	2	1	63139929	63139929	100	7	0	7	1177.5
1_63711093	20	6	6	1	63711093	63711093	0	0	10	10	-1091.5
1_67596070	20	11	2	1	67596070	67596070	100	2	0	2	1177.5
1_67596070	20	4	4	1	67596070	67596070	0	0	1	1	-293
1_72868600	20	10	6	1	72868600	72868600	100	10	0	10	1091.5
1_77474671	20	4	4	1	77474671	77474671	0	0	5	5	-293
1_79089451	20	12	10	1	79089451	79089451	100	1	0	1	-1008
1_85422266	20	1	1	1	85422266	85422266	6.666666667	1	14	15	-1170.5
1_92454354	20	1	1	1	92454354	92454354	0	0	5	5	-1170.5
1_92454354	20	12	10	1	92454354	92454354	0	0	3	3	-1008
11_9702514	13	5	5	11	9702514	9702514	100	3	0	3	-169.5
11_9702514	13	7	7	11	9702514	9702514	100	1	0	1	-635.5
11_9702514	13	18	1	11	9702514	9702514	0	0	3	3	1170.5
11_9702514	13	20	3	11	9702514	9702514	0	0	3	3	349.5
12_17410770	20	11	2	12	17410770	17410770	100	3	0	3	1177.5
13_13924477	20	12	10	13	13924477	13924477	0	0	5	5	-1008
14_13304676	20	12	10	14	13304676	13304676	0	0	4	4	-1008
14_6317805	20	12	10	14	6317805	6317805	100	9	0	9	-1008
17_8126221	19	5	5	17	8126221	8126221	100	1	0	1	-169.5
17_8126221	19	2	2	17	8126221	8126221	0	0	5	5	-1177.5
17_8126221	19	6	6	17	8126221	8126221	0	0	1	1	-1091.5
17_8126221	19	7	7	17	8126221	8126221	0	0	2	2	-635.5
17_8126221	19	11	2	17	8126221	8126221	100	4	0	4	1177.5
18_479	20	12	10	18	479	479	7.692307692	1	12	13	-1008
19_5026647	20	8	8	19	5026647	5026647	90.90909091	10	1	11	635
1A_10147337	20	7	7	1A	10147337	10147337	0	0	4	4	-635.5
1A_1409535	3	11	2	1A	1409535	1409535	0	0	3	3	1177.5
1A_1410879	2	7	7	1A	1410879	1410879	0	0	1	1	-635.5
1A_17231017	20	9	9	1A	17231017	17231017	0	0	8	8	-818.5
1A_18241033	18	1	1	1A	18241033	18241033	0	0	3	3	-1170.5
1A_18241033	18	7	7	1A	18241033	18241033	0	0	4	4	-635.5
1A_18241033	18	18	1	1A	18241033	18241033	100	10	0	10	1170.5
1A_20112040	20	10	6	1A	20112040	20112040	100	7	0	7	1091.5
1A_20602530	20	11	2	1A	20602530	20602530	0	0	5	5	1177.5
1A_20602530	20	6	6	1A	20602530	20602530	91.66666667	11	1	12	-1091.5
1A_22132093	20	10	6	1A	22132093	22132093	91.66666667	11	1	12	1091.5
1A_24432379	20	12	10	1A	24432379	24432379	100	1	0	1	-1008
1A_24432379	20	10	6	1A	24432379	24432379	0	0	4	4	1091.5
1A_24432379	20	8	8	1A	24432379	24432379	0	0	5	5	635
1A_24432379	20	9	9	1A	24432379	24432379	100	4	0	4	-818.5
1A_3254344	20	10	6	1A	3254344	3254344	100	2	0	2	1091.5
1A_3254344	20	6	6	1A	3254344	3254344	0	0	4	4	-1091.5
1A_3254344	20	11	2	1A	3254344	3254344	100	6	0	6	1177.5
1A_3254344	20	1	1	1A	3254344	3254344	0	0	6	6	-1170.5
1A_33003774	20	7	7	1A	33003774	33003774	100	2	0	2	-635.5
1A_33003774	20	6	6	1A	33003774	33003774	100	8	0	8	-1091.5
1A_35051930	20	5	5	1A	35051930	35051930	91.66666667	11	1	12	-169.5
1A_35580186	20	12	10	1A	35580186	35580186	0	0	1	1	-1008
1A_38830354	20	12	10	1A	38830354	38830354	0	0	4	4	-1008
1A_38830354	20	8	8	1A	38830354	38830354	100	1	0	1	635
1A_39934921	20	12	10	1A	39934921	39934921	0	0	1	1	-1008
1A_39934921	20	8	8	1A	39934921	39934921	100	7	0	7	635
1A_39934921	20	11	2	1A	39934921	39934921	100	8	0	8	1177.5
1A_39949964	20	6	6	1A	39949964	39949964	0	0	2	2	-1091.5
1A_39949964	20	12	10	1A	39949964	39949964	0	0	5	5	-1008
1A_41454633	20	12	10	1A	41454633	41454633	0	0	1	1	-1008
1A_42418007	20	11	2	1A	42418007	42418007	0	0	4	4	1177.5
1A_43978504	20	11	2	1A	43978504	43978504	100	7	0	7	1177.5
1A_43978504	20	10	6	1A	43978504	43978504	92.85714286	13	1	14	1091.5
1A_44377078	20	10	6	1A	44377078	44377078	0	0	3	3	1091.5
1A_44563028	20	10	6	1A	44563028	44563028	100	8	0	8	1091.5
1A_51217710	20	6	6	1A	51217710	51217710	0	0	3	3	-1091.5
1A_65489868	20	5	5	1A	65489868	65489868	100	4	0	4	-169.5
1A_65489868	20	6	6	1A	65489868	65489868	91.66666667	11	1	12	-1091.5
1A_68335462	20	6	6	1A	68335462	68335462	8.333333333	1	11	12	-1091.5
1A_71567216	19	7	7	1A	71567216	71567216	0	0	3	3	-635.5
1A_71567216	19	1	1	1A	71567216	71567216	100	1	0	1	-1170.5
2_101409384	19	6	6	2	101409384	101409384	0	0	4	4	-1091.5
2_101409384	19	7	7	2	101409384	101409384	0	0	2	2	-635.5
2_101409390	19	6	6	2	101409390	101409390	0	0	4	4	-1091.5
2_101409390	19	18	1	2	101409390	101409390	90.32258065	28	3	31	1170.5
2_101752237	20	2	2	2	101752237	101752237	100	1	0	1	-1177.5
2_10209	20	9	9	2	10209	10209	7.692307692	1	12	13	-818.5
2_102820587	20	1	1	2	102820587	102820587	0	0	3	3	-1170.5
2_102820587	20	2	2	2	102820587	102820587	0	0	1	1	-1177.5
2_102820587	20	10	6	2	102820587	102820587	100	1	0	1	1091.5
2_107103002	20	20	3	2	107103002	107103002	5.555555556	3	51	54	349.5
2_111124032	16	9	9	2	111124032	111124032	0	0	2	2	-818.5
2_111124032	16	11	2	2	111124032	111124032	100	7	0	7	1177.5
2_111124032	16	1	1	2	111124032	111124032	0	0	1	1	-1170.5
2_111124032	16	12	10	2	111124032	111124032	0	0	9	9	-1008
2_114093257	20	2	2	2	114093257	114093257	100	2	0	2	-1177.5
2_115601473	20	11	2	2	115601473	115601473	100	7	0	7	1177.5
2_117808721	20	7	7	2	117808721	117808721	100	1	0	1	-635.5
2_117808721	20	10	6	2	117808721	117808721	9.090909091	1	10	11	1091.5
2_120402759	19	8	8	2	120402759	120402759	100	1	0	1	635
2_120402759	19	12	10	2	120402759	120402759	0	0	1	1	-1008
2_120402759	19	10	6	2	120402759	120402759	100	3	0	3	1091.5
2_120402759	19	3	3	2	120402759	120402759	0	0	1	1	-349.5
2_120402759	19	2	2	2	120402759	120402759	0	0	5	5	-1177.5
2_120536412	20	6	6	2	120536412	120536412	100	8	0	8	-1091.5
2_121020057	20	1	1	2	121020057	121020057	100	7	0	7	-1170.5
2_121020057	20	10	6	2	121020057	121020057	0	0	2	2	1091.5
2_12288795	19	6	6	2	12288795	12288795	0	0	2	2	-1091.5
2_12288795	19	10	6	2	12288795	12288795	100	1	0	1	1091.5
2_12288795	19	12	10	2	12288795	12288795	0	0	3	3	-1008
2_125559150	20	12	10	2	125559150	125559150	0	0	1	1	-1008
2_126507356	20	11	2	2	126507356	126507356	100	8	0	8	1177.5
2_126750879	20	12	10	2	126750879	126750879	100	5	0	5	-1008
2_126940004	20	8	8	2	126940004	126940004	9.090909091	1	10	11	635
2_12818699	19	11	2	2	12818699	12818699	100	4	0	4	1177.5
2_12818699	19	12	10	2	12818699	12818699	100	4	0	4	-1008
