metric	value
r1_reads	644838
unique_barcodes	500
human_paf_alignments	178066
human_unique_mapped_reads	172289
human_read_winners	0
human_strict_read_winners	0
human_cells_all_evidence	500
human_cells_strict_with_fallback	500
mouse_paf_alignments	259751
mouse_unique_mapped_reads	257110
mouse_read_winners	0
mouse_strict_read_winners	0
mouse_cells_all_evidence	0
mouse_cells_strict_with_fallback	0
pig_paf_alignments	389914
pig_unique_mapped_reads	384395
pig_read_winners	0
pig_strict_read_winners	0
pig_cells_all_evidence	0
pig_cells_strict_with_fallback	0
ambiguous_read_ties	0
unmapped_reads	644838
strict_unassigned_reads	0
unresolved_cell_ties	500
strict_fallback_cells	500
all_evidence_answer	100;0;0
strict_with_fallback_answer	100;0;0
assignment_rule	majority of per-read best nmatch; cell ties use summed nmatch
strict_rule	nmatch>=50, aligned query span>=50, identity>=0.85; fallback to all-evidence cell assignment
rounding_rule	largest-remainder rounding to 10-percent units, constrained to sum to 100
