gene	log2_fold_change	p_value	fdr
MTATP6P1	1.42296379703356	2.73823699805743e-10	3.91294067022407e-07
MS4A4E	0.793063077981938	1.83585587460246e-08	1.31171902240346e-05
MTND1P23	-3.1479550885205	4.74458573751276e-08	2.26000433963524e-05
CDKL5	0.838149653700497	1.42756172150093e-07	5.09996425006206e-05
UFD1	-0.82322695149349	5.10213386998654e-07	0.000145818986004215
CLTA	-0.629452022451775	9.22869763557576e-07	0.000219796815353963
FOSB	1.06327942808153	1.48875983486441e-06	0.000303919686288749
BLOC1S1	-0.693804815872828	2.79761678631194e-06	0.000499724298454971
ACTG1	-0.747169032437156	4.39077913920281e-06	0.000697158154435645
DNAJC21	-0.663375500400755	6.40621566417567e-06	0.000915448218410704
HBA1	-1.87524116137798	8.07123859326934e-06	0.00104852726816199
TSGA10	0.577116783496936	1.19000884661459e-05	0.00135188473697001
H1-2	-1.73310568124177	1.22984615679567e-05	0.00135188473697001
OPHN1	0.551017316368985	2.60664820355411e-05	0.00266064305919916
KDM6B	0.722075059762834	3.1206437044419e-05	0.00270062152706618
P2RX7	0.614620849664068	3.13750793824368e-05	0.00270062152706618
SIRT2	0.53034196417451	3.21277578447342e-05	0.00270062152706618
TMEM212	0.537349609440478	3.44804432620772e-05	0.00273736407897269
CERCAM	0.542176361859498	4.27739795048064e-05	0.00321705351117728
ZNHIT1	-0.679371326203649	5.68964920593573e-05	0.0039255724156212
NDUFA13	-0.687212868832464	5.9631084544397e-05	0.0039255724156212
MT-ND4L	0.702567379922309	6.3529041987283e-05	0.0039255724156212
COX6A1	-0.551432839377304	6.82629956172214e-05	0.0039255724156212
GAPDH	-0.603011004625716	6.85127837089735e-05	0.0039255724156212
MAP3K11	0.493778239154665	7.03739517589199e-05	0.0039255724156212
S100A4	-0.878275327109702	7.43545334219848e-05	0.0039255724156212
PRR11	0.541219831528086	7.69482383468999e-05	0.0039255724156212
HBB	-1.69796410575059	7.82566851276852e-05	0.0039255724156212
TSPAN10	0.618851010822862	7.9665220470969e-05	0.0039255724156212
TAF2	0.507780210622548	8.67533770886339e-05	0.00413235252865526
PFN1	-0.606805015793344	9.58524923497383e-05	0.00441849069573471
POMP	-0.619911387353026	0.000119325581824141	0.0053286330133343
TXNL1	-0.59120126906969	0.000130398567805307	0.00564665313314495
TXN	-0.63477612375479	0.000137197648273481	0.0057663364524354
IFI16	-0.678461410307496	0.000149940181318647	0.00612184340298135
FGFR1OP2	-0.638449814784744	0.000166915919692481	0.00646110866496812
PRELID1	-0.576501784386026	0.000167292526664675	0.00646110866496812
CD63	-0.655402095340696	0.000175363243511382	0.00659458092046749
THOC5	0.454046027256953	0.000193585909893998	0.00709318628816725
ARMC10-1	0.531159260353483	0.000207797056745027	0.00737740482978287
RBX1	-0.590592963654644	0.000211668018209306	0.00737740482978287
MED12	0.462158315461025	0.000220682471813072	0.00750845838621141
FXR2	0.578765735106557	0.000266240347082938	0.0086141568283209
ATP5MF	-0.568714177343507	0.000271616534327737	0.0086141568283209
MTND2P28	0.7115405228202	0.000274616157651105	0.0086141568283209
TSPYL1	0.461772804764231	0.000277292662073311	0.0086141568283209
MICAL3	0.484381946162614	0.000286462234215725	0.00870967090838874
ALDOA	-0.567166098927544	0.000308262231138582	0.00917722350618819
SHKBP1	-0.507748107897392	0.000336888219456938	0.00973413657706608
DYNLRB1	-0.567266594804633	0.000340592602416588	0.00973413657706608
PSMD13	-0.444246574353631	0.000399178873762945	0.0111848355021029
CFL1	-0.504457581187605	0.0004261499223916	0.0117109276749538
SERF2	-0.5419646023827	0.000473240613065104	0.0127596384164157
SLC25A3	-0.454318779332969	0.000496543430874655	0.0131400104207386
SNX6	-0.428262976507643	0.000594259651192126	0.0154399462100645
NR4A2	0.92178213110294	0.000610053783877529	0.0155672653064462
CHMP5	-0.596797938955415	0.00063252714392215	0.0158575664678027
COX8A	-0.49147750708516	0.000646029231209585	0.0159168236448017
NOP10	-0.651506853175002	0.000662056780214935	0.0160352396428329
CBX3	-0.404821229564973	0.000681368973067772	0.0162279377085641
WSB1	0.408573311541845	0.00070180573585586	0.0164406622383283
PTPN6	-0.56196231422407	0.000744755120815734	0.0171654043168659
PLAT	0.45733722983022	0.000870577360829748	0.0195538757081971
RPS27L	-0.547648024511615	0.000884526367905881	0.0195538757081971
NBPF10	0.535850019563711	0.000916691662915148	0.0195538757081971
HBA2	-1.45381162228747	0.000925277237686862	0.0195538757081971
TRA2A	0.433683608305387	0.000931026058461806	0.0195538757081971
THOC7	-0.452768757451301	0.00093576578579147	0.0195538757081971
ARIH1	0.460510786950299	0.000953135483708885	0.0195538757081971
MT-ND3	0.610477136333426	0.000987022930310301	0.0195538757081971
FOXN3	0.434036737448858	0.000995259752327161	0.0195538757081971
COX5B	-0.480485380896012	0.001007284065065	0.0195538757081971
CMBL	0.467411481206239	0.0010201363756793	0.0195538757081971
YBX1	-0.486936213717937	0.00102570636592388	0.0195538757081971
MLH1	0.377358126538563	0.0010262705935023	0.0195538757081971
B2M	-0.884000026720534	0.00106608711934633	0.0200452433361303
GABRD	0.482601698045403	0.00108892135981643	0.0201255924718524
ACTB	-0.492655727984201	0.00109852779062596	0.0201255924718524
TMEM59	-0.48476992064875	0.00112727698168097	0.0203908709724316
ATP6V0E1	-0.475647089562196	0.00114803875289229	0.0205068422235385
PRKACA	0.426893421033767	0.00118714271320508	0.0206687409118793
PPP4R2	-0.441030869857759	0.00119915882939635	0.0206687409118793
DCAKD	0.423625984764877	0.00120588939621806	0.0206687409118793
ZFP36	0.624084678797814	0.00121495747837499	0.0206687409118793
LBR	-0.413611857156673	0.00124685138265006	0.020749213219169
TMUB2	-0.532543517369803	0.00125305201758074	0.020749213219169
TADA3	-0.458251506357852	0.00126574299687429	0.020749213219169
CHMP2A	-0.450935962680501	0.00128667885124639	0.020749213219169
UGP2	-0.512528551750214	0.00129228829706511	0.020749213219169
MLLT6-1	0.482338065123562	0.00135448078986779	0.0215061449857896
EMP3	-0.603524084038066	0.00140109025114667	0.0220017359218526
MIDN	0.467206739365495	0.00145373355147658	0.0225802744028264
GPX1	-0.561610541980136	0.00149167871938706	0.0229205256989689
BRI3	-0.577066842716302	0.00150949147930554	0.0229474821694427
UBE2L3	-0.438115855242372	0.00159499988920136	0.0239808816730331
TRNAU1AP	0.402591489466172	0.00161103193884617	0.0239808816730331
