rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Reactome_2022	TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312		0.00033775786816481624	0.20928569156329277	5.2889702889702885	42.27569833373592	BTG2;CDKN1A;PCNA;RGCC;CCNE2;CCNE1;PLK2;BAX
2	Reactome_2022	TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008		0.00048167017621010994	0.20928569156329277	5.814180772916001	44.410171869542836	TP53I3;IGFBP3;FASN;TP53INP1;TNFRSF10C;BAX;TRIAP1
3	Reactome_2022	CHL1 Interactions R-HSA-447041		0.0016766965489789214	0.4856831003542276	19.19941060903733	122.70208465965544	NRP1;ITGA2;ANK1
4	Reactome_2022	Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787		0.002554527101557551	0.5177211617964901	8.544619422572179	51.010422321753055	CDKN1C;CDKN1A;CCNE2;CCNE1
5	Reactome_2022	Formation Of Editosome R-HSA-75094		0.004170366090420518	0.5177211617964901	51.10980392156863	280.0690224324548	APOBEC3C;APOBEC3H
6	Reactome_2022	Synthesis Of (16-20)-Hydroxyeicosatetraenoic Acids (HETE) R-HSA-2142816		0.004170366090420518	0.5177211617964901	51.10980392156863	280.0690224324548	CYP1A1;CYP1B1
7	Reactome_2022	Synthesis Of Epoxy (EET) And Dihydroxyeicosatrienoic Acids (DHET) R-HSA-2142670		0.004170366090420518	0.5177211617964901	51.10980392156863	280.0690224324548	CYP1A1;CYP1B1
8	Reactome_2022	TP53 Regulates Transcription Of Death Receptors And Ligands R-HSA-6803211		0.0070587955975280345	0.5845720054403881	9.596758349705304	47.53735858528164	FASN;IGFBP3;TNFRSF10C
9	Reactome_2022	Diseases Of Metabolism R-HSA-5668914		0.007326654927220295	0.5845720054403881	2.299722733137508	11.305980198830184	IDUA;GBE1;MUC19;B3GALT6;DOLK;OPLAH;CSF2RA;THBS1;GYS1;FDXR;CYP1B1;SDC1;ADAMTS7
10	Reactome_2022	Neurofascin Interactions R-HSA-447043		0.008132038831522612	0.5845720054403881	25.55294117647059	122.95931196168759	CNTNAP1;ANK1
11	Reactome_2022	Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185		0.00961777755241939	0.5845720054403881	4.274819197896121	19.852867655729696	CHPF2;IDUA;XYLT1;SDC1;B3GALT6
12	Reactome_2022	SLC-mediated Transmembrane Transport R-HSA-425407		0.01026031676025342	0.5845720054403881	2.3828812962310675	10.91233714218949	SLC44A5;SLC36A1;SLC7A6;SLC15A2;SLC20A2;SLCO4A1;SLC1A1;SLC2A3;SLC2A6;SLC29A3;SLC27A4
13	Reactome_2022	TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116		0.01156617992152792	0.5845720054403881	7.6762278978389	34.23344298740062	CDKN1A;CCNE2;CCNE1
14	Reactome_2022	Extracellular Matrix Organization R-HSA-1474244		0.012682925730810564	0.5845720054403881	2.2104	9.653918951239802	COL17A1;SH3PXD2A;ITGA2;SDC1;LOXL4;COL4A5;ITGB8;PCOLCE;PLOD1;THBS1;KLK7;FBN1
15	Reactome_2022	mRNA Editing R-HSA-75072		0.01321534660264419	0.5845720054403881	17.033986928104575	73.6954408032415	APOBEC3C;APOBEC3H
16	Reactome_2022	Endogenous Sterols R-HSA-211976		0.014313681296717408	0.5845720054403881	6.977853188069298	29.63172894451984	FDXR;CYP1B1;AHRR
17	Reactome_2022	G0 And Early G1 R-HSA-1538133		0.015575315361679883	0.5845720054403881	4.657122405153901	19.38325997889898	PCNA;CCNE2;CCNE1;CDC25A
18	Reactome_2022	Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943		0.015575315361679883	0.5845720054403881	4.657122405153901	19.38325997889898	RRM2B;AK4;GLRX;CTPS1
19	Reactome_2022	Interleukin-2 Family Signaling R-HSA-451927		0.015575315361679883	0.5845720054403881	4.657122405153901	19.38325997889898	SYK;INPP5D;PIK3R3;CSF2RA
20	Reactome_2022	FOXO-mediated Transcription Of Cell Cycle Genes R-HSA-9617828		0.017398531065713176	0.5845720054403881	6.395874263261296	25.912049902171674	CDKN1A;SMAD3;CCNG2
21	Reactome_2022	Plasma Lipoprotein Remodeling R-HSA-8963899		0.017398531065713176	0.5845720054403881	6.395874263261296	25.912049902171674	TRNP1;LCAT;ANGPTL4
22	Reactome_2022	Aspirin ADME R-HSA-9749641		0.019330170530319577	0.5845720054403881	12.77450980392157	50.40934193491209	ABCC2;CES2
23	Reactome_2022	Inhibition Of Signaling By Overexpressed EGFR R-HSA-5638303		0.019330170530319577	0.5845720054403881	12.77450980392157	50.40934193491209	BTC;TGFA
24	Reactome_2022	Presynaptic Depolarization And Calcium Channel Opening R-HSA-112308		0.019330170530319577	0.5845720054403881	12.77450980392157	50.40934193491209	CACNB1;CACNA1A
25	Reactome_2022	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897		0.020107377626633872	0.5845720054403881	4.268372703412074	16.675117123340815	FDXR;CYP1A1;CYP1B1;AHRR
26	Reactome_2022	GAG Synthesis Requires Tetrasaccharide Linker Sequence R-HSA-1971475		0.020824078202699645	0.5845720054403881	5.903430557654526	22.85598950233225	XYLT1;SDC1;B3GALT6
27	Reactome_2022	Interleukin Receptor SHC Signaling R-HSA-912526		0.020824078202699645	0.5845720054403881	5.903430557654526	22.85598950233225	INPP5D;PIK3R3;CSF2RA
28	Reactome_2022	Syndecan Interactions R-HSA-3000170		0.020824078202699645	0.5845720054403881	5.903430557654526	22.85598950233225	ITGA2;SDC1;THBS1
29	Reactome_2022	Transcriptional Regulation By TP53 R-HSA-3700989		0.023084285018699868	0.5845720054403881	1.6908443594239864	6.372121455487011	BTG2;CDKN1A;TIGAR;PCNA;PRKAA2;PLK2;IGFBP3;TNFRSF10C;FOS;TRIAP1;DDB2;RGCC;TP53I3;CCNE2;RRM2B;CCNE1;FASN;TP53INP1;BAX;TAF9B
30	Reactome_2022	TP53 Regulates Transcription Of Genes Involved In Cytochrome C Release R-HSA-6803204		0.024591711561854548	0.5845720054403881	5.481335952848723	20.31024526746399	TP53INP1;BAX;TRIAP1
31	Reactome_2022	Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988		0.025373153767945713	0.5845720054403881	3.9394306480920656	14.473718757469948	SYK;INPP5D;PIK3R3;CSF2RA
32	Reactome_2022	Binding Of TCF/LEF:CTNNB1 To Target Gene Promoters R-HSA-4411364		0.02639157892599275	0.5845720054403881	10.218823529411765	37.14246313409817	TCF7L1;TCF7
33	Reactome_2022	Crosslinking Of Collagen Fibrils R-HSA-2243919		0.02639157892599275	0.5845720054403881	10.218823529411765	37.14246313409817	LOXL4;PCOLCE
