group	file_id	file_name	metric	value	status
archive	1428854at2759	1428854at2759.faa.mafft.clipkit.treefile	total_tree_length	2.6788	ok
archive	777920at2759	777920at2759.faa.mafft.clipkit.treefile	total_tree_length	1.526	ok
archive	1038775at2759	1038775at2759.faa.mafft.clipkit.treefile	total_tree_length	1.2456	ok
archive	39650at2759	39650at2759.faa.mafft.clipkit.treefile	total_tree_length	1.5605	ok
archive	1096688at2759	1096688at2759.faa.mafft.clipkit.treefile	total_tree_length	1.0789	ok
archive	996662at2759	996662at2759.faa.mafft.clipkit.treefile	total_tree_length	2.9109	ok
archive	1379600at2759	1379600at2759.faa.mafft.clipkit.treefile	total_tree_length	1.4372	ok
archive	1364586at2759	1364586at2759.faa.mafft.clipkit.treefile	total_tree_length	1.7994	ok
archive	674160at2759	674160at2759.faa.mafft.clipkit.treefile	total_tree_length	2.806	ok
archive	1112002at2759	1112002at2759.faa.mafft.clipkit.treefile	total_tree_length	1.6215	ok
archive	1358374at2759	1358374at2759.faa.mafft.clipkit.treefile	total_tree_length	1.3251	ok
archive	1488436at2759	1488436at2759.faa.mafft.clipkit.treefile	total_tree_length	0.9028	ok
archive	919955at2759	919955at2759.faa.mafft.clipkit.treefile	total_tree_length	1.5697	ok
archive	1014314at2759	1014314at2759.faa.mafft.clipkit.treefile	total_tree_length	1.2431	ok
archive	1287401at2759	1287401at2759.faa.mafft.clipkit.treefile	total_tree_length	0.6084	ok
archive	1129824at2759	1129824at2759.faa.mafft.clipkit.treefile	total_tree_length	1.8884	ok
archive	156083at2759	156083at2759.faa.mafft.clipkit.treefile	total_tree_length	0.1884	ok
archive	324863at2759	324863at2759.faa.mafft.clipkit.treefile	total_tree_length	2.2541	ok
archive	1041560at2759	1041560at2759.faa.mafft.clipkit.treefile	total_tree_length	1.2033	ok
archive	271586at2759	271586at2759.faa.mafft.clipkit.treefile	total_tree_length	2.9647	ok
archive	1626636at2759	1626636at2759.faa.mafft.clipkit.treefile	total_tree_length	0.7933	ok
archive	1157302at2759	1157302at2759.faa.mafft.clipkit.treefile	total_tree_length	0.4958	ok
archive	1018517at2759	1018517at2759.faa.mafft.clipkit.treefile	total_tree_length	1.1306	ok
archive	1193442at2759	1193442at2759.faa.mafft.clipkit.treefile	total_tree_length	1.6888	ok
archive	866359at2759	866359at2759.faa.mafft.clipkit.treefile	total_tree_length	0.9158	ok
archive	1019762at2759	1019762at2759.faa.mafft.clipkit.treefile	total_tree_length	1.8329	ok
archive	734666at2759	734666at2759.faa.mafft.clipkit.treefile	total_tree_length	1.0659	ok
archive	1269244at2759	1269244at2759.faa.mafft.clipkit.treefile	total_tree_length	1.7415	ok
archive	1513531at2759	1513531at2759.faa.mafft.clipkit.treefile	total_tree_length	1.4442	ok
archive	1445102at2759	1445102at2759.faa.mafft.clipkit.treefile	total_tree_length	0.8103	ok
archive	679771at2759	679771at2759.faa.mafft.clipkit.treefile	total_tree_length	2.1159	ok
archive	1010730at2759	1010730at2759.faa.mafft.clipkit.treefile	total_tree_length	1.9218	ok
archive	1173229at2759	1173229at2759.faa.mafft.clipkit.treefile	total_tree_length	2.668	ok
archive	1525971at2759	1525971at2759.faa.mafft.clipkit.treefile	total_tree_length	1.7083	ok
archive	296129at2759	296129at2759.faa.mafft.clipkit.treefile	total_tree_length	0.9444	ok
archive	1003258at2759	1003258at2759.faa.mafft.clipkit.treefile	total_tree_length	2.3387	ok
archive	453044at2759	453044at2759.faa.mafft.clipkit.treefile	total_tree_length	2.0966	ok
archive	331411at2759	331411at2759.faa.mafft.clipkit.treefile	total_tree_length	0.8276	ok
archive	975158at2759	975158at2759.faa.mafft.clipkit.treefile	total_tree_length	0.9939	ok
archive	355408at2759	355408at2759.faa.mafft.clipkit.treefile	total_tree_length	0.1802	ok
archive	1138059at2759	1138059at2759.faa.mafft.clipkit.treefile	total_tree_length	0.924	ok
archive	1488235at2759	1488235at2759.faa.mafft.clipkit.treefile	total_tree_length	1.0371	ok
archive	1441854at2759	1441854at2759.faa.mafft.clipkit.treefile	total_tree_length	1.1213	ok
archive	1538526at2759	1538526at2759.faa.mafft.clipkit.treefile	total_tree_length	1.2617	ok
archive	1269649at2759	1269649at2759.faa.mafft.clipkit.treefile	total_tree_length	1.1296	ok
archive	1264469at2759	1264469at2759.faa.mafft.clipkit.treefile	total_tree_length	2.2354	ok
archive	1194691at2759	1194691at2759.faa.mafft.clipkit.treefile	total_tree_length	0.8841	ok
archive	1342242at2759	1342242at2759.faa.mafft.clipkit.treefile	total_tree_length	3.3452	ok
archive	1291729at2759	1291729at2759.faa.mafft.clipkit.treefile	total_tree_length	1.9461	ok
archive	721605at2759	721605at2759.faa.mafft.clipkit.treefile	total_tree_length	2.372	ok
archive	974865at2759	974865at2759.faa.mafft.clipkit.treefile	total_tree_length	1.9402	ok
archive	320059at2759	320059at2759.faa.mafft.clipkit.treefile	total_tree_length	0.3585	ok
archive	891751at2759	891751at2759.faa.mafft.clipkit.treefile	total_tree_length	2.8676	ok
archive	176625at2759	176625at2759.faa.mafft.clipkit.treefile	total_tree_length	2.5466	ok
archive	1421503at2759	1421503at2759.faa.mafft.clipkit.treefile	total_tree_length	0.6528	ok
archive	290630at2759	290630at2759.faa.mafft.clipkit.treefile	total_tree_length	1.4987	ok
