group	file_id	file_name	metric	value	status
archive	1108845at2759	1108845at2759.faa.mafft.clipkit.treefile	total_tree_length	1.7405	ok
archive	160593at2759	160593at2759.faa.mafft.clipkit.treefile	total_tree_length	4.0853	ok
archive	751335at2759	751335at2759.faa.mafft.clipkit.treefile	total_tree_length	4.8309	ok
archive	1428854at2759	1428854at2759.faa.mafft.clipkit.treefile	total_tree_length	3.5369	ok
archive	345441at2759	345441at2759.faa.mafft.clipkit.treefile	total_tree_length	1.5775	ok
archive	1128607at2759	1128607at2759.faa.mafft.clipkit.treefile	total_tree_length	1.7752	ok
archive	956854at2759	956854at2759.faa.mafft.clipkit.treefile	total_tree_length	2.3893	ok
archive	543764at2759	543764at2759.faa.mafft.clipkit.treefile	total_tree_length	3.7541	ok
archive	911863at2759	911863at2759.faa.mafft.clipkit.treefile	total_tree_length	3.9924	ok
archive	777920at2759	777920at2759.faa.mafft.clipkit.treefile	total_tree_length	2.4491	ok
archive	261328at2759	261328at2759.faa.mafft.clipkit.treefile	total_tree_length	2.6483	ok
archive	1038775at2759	1038775at2759.faa.mafft.clipkit.treefile	total_tree_length	1.6704	ok
archive	1233814at2759	1233814at2759.faa.mafft.clipkit.treefile	total_tree_length	2.4572	ok
archive	1454155at2759	1454155at2759.faa.mafft.clipkit.treefile	total_tree_length	4.1615	ok
archive	1459797at2759	1459797at2759.faa.mafft.clipkit.treefile	total_tree_length	3.4726	ok
archive	1079130at2759	1079130at2759.faa.mafft.clipkit.treefile	total_tree_length	1.9602	ok
archive	858842at2759	858842at2759.faa.mafft.clipkit.treefile	total_tree_length	2.784	ok
archive	1322642at2759	1322642at2759.faa.mafft.clipkit.treefile	total_tree_length	1.7299	ok
archive	761109at2759	761109at2759.faa.mafft.clipkit.treefile	total_tree_length	3.3953	ok
archive	1076134at2759	1076134at2759.faa.mafft.clipkit.treefile	total_tree_length	2.0681	ok
archive	1407446at2759	1407446at2759.faa.mafft.clipkit.treefile	total_tree_length	5.0999	ok
archive	39650at2759	39650at2759.faa.mafft.clipkit.treefile	total_tree_length	2.9087	ok
archive	1096688at2759	1096688at2759.faa.mafft.clipkit.treefile	total_tree_length	1.9089	ok
archive	996662at2759	996662at2759.faa.mafft.clipkit.treefile	total_tree_length	2.5756	ok
archive	1379600at2759	1379600at2759.faa.mafft.clipkit.treefile	total_tree_length	4.9892	ok
archive	1364586at2759	1364586at2759.faa.mafft.clipkit.treefile	total_tree_length	2.5233	ok
archive	1257440at2759	1257440at2759.faa.mafft.clipkit.treefile	total_tree_length	2.4078	ok
archive	817008at2759	817008at2759.faa.mafft.clipkit.treefile	total_tree_length	1.4385	ok
archive	674160at2759	674160at2759.faa.mafft.clipkit.treefile	total_tree_length	4.5146	ok
archive	1442062at2759	1442062at2759.faa.mafft.clipkit.treefile	total_tree_length	3.7406	ok
archive	1112002at2759	1112002at2759.faa.mafft.clipkit.treefile	total_tree_length	2.7029	ok
archive	450058at2759	450058at2759.faa.mafft.clipkit.treefile	total_tree_length	6.0895	ok
archive	1358374at2759	1358374at2759.faa.mafft.clipkit.treefile	total_tree_length	2.0416	ok
archive	774318at2759	774318at2759.faa.mafft.clipkit.treefile	total_tree_length	4.4117	ok
