group	file_id	file_name	metric	value	status
	1428854at2759	1428854at2759.faa.mafft.clipkit.treefile	total_tree_length	2.6788	ok
	777920at2759	777920at2759.faa.mafft.clipkit.treefile	total_tree_length	1.526	ok
	1038775at2759	1038775at2759.faa.mafft.clipkit.treefile	total_tree_length	1.2456	ok
	39650at2759	39650at2759.faa.mafft.clipkit.treefile	total_tree_length	1.5605	ok
	1096688at2759	1096688at2759.faa.mafft.clipkit.treefile	total_tree_length	1.0789	ok
	996662at2759	996662at2759.faa.mafft.clipkit.treefile	total_tree_length	2.9109	ok
	1379600at2759	1379600at2759.faa.mafft.clipkit.treefile	total_tree_length	1.4372	ok
	1364586at2759	1364586at2759.faa.mafft.clipkit.treefile	total_tree_length	1.7994	ok
	674160at2759	674160at2759.faa.mafft.clipkit.treefile	total_tree_length	2.806	ok
	1112002at2759	1112002at2759.faa.mafft.clipkit.treefile	total_tree_length	1.6215	ok
	1358374at2759	1358374at2759.faa.mafft.clipkit.treefile	total_tree_length	1.3251	ok
	1488436at2759	1488436at2759.faa.mafft.clipkit.treefile	total_tree_length	0.9028	ok
	919955at2759	919955at2759.faa.mafft.clipkit.treefile	total_tree_length	1.5697	ok
	1014314at2759	1014314at2759.faa.mafft.clipkit.treefile	total_tree_length	1.2431	ok
	1287401at2759	1287401at2759.faa.mafft.clipkit.treefile	total_tree_length	0.6084	ok
	1129824at2759	1129824at2759.faa.mafft.clipkit.treefile	total_tree_length	1.8884	ok
	156083at2759	156083at2759.faa.mafft.clipkit.treefile	total_tree_length	0.1884	ok
	324863at2759	324863at2759.faa.mafft.clipkit.treefile	total_tree_length	2.2541	ok
	1041560at2759	1041560at2759.faa.mafft.clipkit.treefile	total_tree_length	1.2033	ok
	271586at2759	271586at2759.faa.mafft.clipkit.treefile	total_tree_length	2.9647	ok
	1626636at2759	1626636at2759.faa.mafft.clipkit.treefile	total_tree_length	0.7933	ok
	1157302at2759	1157302at2759.faa.mafft.clipkit.treefile	total_tree_length	0.4958	ok
	1018517at2759	1018517at2759.faa.mafft.clipkit.treefile	total_tree_length	1.1306	ok
	1193442at2759	1193442at2759.faa.mafft.clipkit.treefile	total_tree_length	1.6888	ok
	866359at2759	866359at2759.faa.mafft.clipkit.treefile	total_tree_length	0.9158	ok
	1019762at2759	1019762at2759.faa.mafft.clipkit.treefile	total_tree_length	1.8329	ok
