analysis	identity_score	best_score	best_assignment_observed_to_group
core	19.641649	19.641649	AIIamacrine->AIIamacrine;Astrocyte->Astrocyte;Cone->Cone;GABAamacrine->GABAamacrine;Horizontal->Horizontal;Microglia->Microglia;Mullerglia->Mullerglia;Retinalganglioncell->Retinalganglioncell;Rod->Rod
holdout	14.495587	15.396944	AIIamacrine->Horizontal;Astrocyte->Astrocyte;Cone->Cone;GABAamacrine->GABAamacrine;Horizontal->AIIamacrine;Microglia->Microglia;Mullerglia->Mullerglia;Retinalganglioncell->Retinalganglioncell;Rod->Rod
combined	34.137236	34.137236	AIIamacrine->AIIamacrine;Astrocyte->Astrocyte;Cone->Cone;GABAamacrine->GABAamacrine;Horizontal->Horizontal;Microglia->Microglia;Mullerglia->Mullerglia;Retinalganglioncell->Retinalganglioncell;Rod->Rod

marker_window_rows
core	SLC6A9	3
core	DAB1	3
core	CALB2	3
core	GFAP	3
core	AQP4	3
core	S100B	3
core	ALDH1L1	3
core	VIM	3
core	OPN1SW	3
core	OPN1MW	3
core	OPN1LW	3
core	ARR3	3
core	GNAT2	3
core	PDE6C	3
core	GAD1	3
core	GAD2	3
core	SLC32A1	3
core	LHX1	3
core	ONECUT1	3
core	PROX1	3
core	C1QA	3
core	C1QB	3
core	C1QC	3
core	AIF1	3
core	CX3CR1	3
core	P2RY12	3
core	TYROBP	3
core	RLBP1	3
core	GLUL	3
core	SLC1A3	3
core	SOX9	3
core	VIM	3
core	RAX	2
core	RBPMS	3
core	POU4F1	3
core	POU4F2	3
core	SNCG	3
core	THY1	3
core	RHO	3
core	NRL	3
core	NR2E3	3
core	GNAT1	3
core	PDE6B	3
core	SAG	3
core	PDE6A	3
holdout	ACHE	3
holdout	TFAP2B	3
holdout	GJA1	3
holdout	GUCA1C	3
holdout	RXRG	3
holdout	THRB	3
holdout	GNGT2	3
holdout	SLC6A1	3
holdout	GABRA1	3
holdout	CALB1	3
holdout	VSX1	3
holdout	LST1	3
holdout	TMEM119	3
holdout	CSF1R	3
holdout	SPI1	3
holdout	KCNJ10	3
holdout	CLDN10	3
holdout	NEFL	3
holdout	NEFM	3
holdout	GAP43	3
holdout	ISL1	3
holdout	ABCA4	3
holdout	ROM1	3
holdout	RDH12	3

combined_result	None
