rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Reactome_2022	TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312	8/49	0.00017631176650592472	0.1683777370131581	5.812405901836796	50.238116425078296	BTG2;CDKN1A;PCNA;RGCC;CCNE2;CCNE1;PLK2;BAX
2	Reactome_2022	Fatty Acid Metabolism R-HSA-8978868	14/173	0.0017372971523903	0.4731589069517917	2.63122318227238	16.72254089372607	PRKAA2;CYP4F22;FADS2;FA2H;ACOXL;SCD;FASN;ALOX5;CYP1A1;CYP1B1;MLYCD;SLC25A20;DECR2;ALOXE3
3	Reactome_2022	Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787	4/17	0.0019408130221428	0.4731589069517917	9.122699386503069	56.96804930765088	CDKN1C;CDKN1A;CCNE2;CCNE1
4	Reactome_2022	Metabolism Of Lipids R-HSA-556833	39/732	0.0021157570104874	0.4731589069517917	1.7011724094382117	10.47640252909848	SLC44A5;ACHE;PRKAA2;INSIG2;INSIG1;HILPDA;FHL2;PIK3R3;SGMS2;CYP4F22;FADS2;ACOXL;ALOX5;INPP5D;ARSJ;FDXR;CYP1B1;GPAT3;MLYCD;SLC25A20;DECR2;ARSD;ALOXE3;ABCC3;ARSA;HSD3B7;PLEKHA2;SH2D3C;MBOAT1;NR1D1;ACER2;FA2H;SCD;FASN;CYP1A1;AHRR;ANGPTL4;PI4K2A;TNFRSF21
5	Reactome_2022	CHL1 Interactions R-HSA-447041	3/9	0.0025446371316839	0.4731589069517917	14.807044410413477	88.45383652424916	NRP1;ITGA2;ANK1
6	Reactome_2022	TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008	6/44	0.0029727261169746	0.4731589069517917	4.689716599190284	27.28606489179732	TP53I3;FASN;TP53INP1;TNFRSF10C;BAX;TRIAP1
7	Reactome_2022	Negative Regulation Of Activity Of TFAP2 (AP-2) Family Transcription Factors R-HSA-8866904	3/10	0.0035470575017249	0.4839199877353308	12.691096040253774	71.59855562001826	WWOX;TFAP2E;KCTD1
8	Reactome_2022	Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260	5/36	0.0060737271054662	0.7250511732150379	4.78494623655914	24.421326500484994	WWOX;CDKN1A;TFAP2E;TGFA;KCTD1
9	Reactome_2022	Activation Of Arylsulfatases R-HSA-1663150	3/13	0.0078556953887062	0.7886356699829236	8.882388973966309	43.048644571027104	ARSA;ARSJ;ARSD
10	Reactome_2022	TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116	3/14	0.0097574066210577	0.7886356699829236	8.074481414450787	37.38265776817494	CDKN1A;CCNE2;CCNE1
11	Reactome_2022	Metabolism R-HSA-1430728	86/2049	0.0099855210438987	0.7886356699829236	1.3359126292552574	6.154040675020568	SLC44A5;CDA;ACHE;TINAGL1;GDA;HILPDA;FHL2;XYLT1;SLC2A3;OPLAH;TMEM186;FADS2;GYS1;ACOXL;MPC1;CA2;FDXR;PLCE1;CYP1B1;MLYCD;UPP1;VKORC1;ABCC3;BCKDHA;ARSA;ABCC2;CHPF2;SH2D3C;CTPS1;PGM2L1;RRM2B;ITPKA;B3GNT4;AHRR;ANGPTL4;PI4K2A;TNFRSF21;CES2;ISCU;RAPGEF4;PRKAA2;IDUA;INSIG2;INPP1;INSIG1;FUT11;RPS27L;PIK3R3;GLRX;SGMS2;PPM1K;CYP4F22;AK9;PRKAR2B;ALOX5;INPP5D;ARSJ;CARNS1;HAS3;GPAT3;SLC25A20;DECR2;ARSD;NDUFV2;PRODH;ALOXE3;CA12;HSD3B7;SLC37A2;KCNJ11;PLEKHA2;UROS;MOCOS;MBOAT1;B3GALT6;PARP16;NR1D1;PYCR3;PARP10;ACER2;FA2H;SCD;FASN;CYP1A1;SDC1;ADSS1
12	Reactome_2022	G0 And Early G1 R-HSA-1538133	4/27	0.0110458654833801	0.7886356699829236	5.15364097092558	23.22075540936141	PCNA;CCNE2;CCNE1;CDC25A
13	Reactome_2022	Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943	4/28	0.012559574436123	0.7886356699829236	4.938650306748467	21.617815710412653	RRM2B;GLRX;CTPS1;AK9
14	Reactome_2022	Arachidonic Acid Metabolism R-HSA-2142753	6/59	0.0125714335515318	0.7886356699829236	3.359825834542816	14.703700605308752	FA2H;ALOX5;CYP1A1;CYP1B1;CYP4F22;ALOXE3
15	Reactome_2022	Metabolism Of Nucleotides R-HSA-15869	8/95	0.0128132340078675	0.7886356699829236	2.7326521924223077	11.906921823723287	CDA;RRM2B;GDA;CTPS1;GLRX;ADSS1;UPP1;AK9
16	Reactome_2022	Rap1 Signaling R-HSA-392517	3/16	0.0142990239802591	0.7886356699829236	6.831546707503828	29.01743183980828	RASGRP2;RAP1GAP;RAPGEF4
17	Reactome_2022	FOXO-mediated Transcription Of Cell Cycle Genes R-HSA-9617828	3/17	0.0169472185689866	0.7886356699829236	6.343250929774666	25.86556701657345	CDKN1A;SMAD3;CCNG2
18	Reactome_2022	Cyclin D Associated Events In G1 R-HSA-69231	5/47	0.0184311318128926	0.7886356699829236	3.5297344744349357	14.096750331840664	CDKN1C;CDKN1A;CDKN2B;CCNE2;CCNE1
19	Reactome_2022	Neurofascin Interactions R-HSA-447043	2/7	0.0202173049661078	0.7886356699829236	11.828134556574923	46.14411203834093	CNTNAP1;ANK1
20	Reactome_2022	RUNX3 Regulates CDKN1A Transcription R-HSA-8941855	2/7	0.0202173049661078	0.7886356699829236	11.828134556574923	46.14411203834093	CDKN1A;SMAD3
