metric	value
contact_to_transcription_n_cells	402
contact_to_transcription_median_exposed_rate	0.18181818181818182
contact_to_transcription_median_unexposed_rate	0.15
contact_to_transcription_median_risk_difference	0.032338308457711434
contact_to_transcription_mean_risk_difference	0.04240027753230992
contact_to_transcription_positive_cells	241
contact_to_transcription_negative_cells	161
contact_to_transcription_zero_cells	0
contact_to_transcription_sign_test_p_positive	0.599502487562189
contact_to_transcription_sign_test_z	3.9900373444305313
transcription_to_contact_n_cells	600
transcription_to_contact_median_exposed_rate	0.08571428571428572
transcription_to_contact_median_unexposed_rate	0.04522613065326633
transcription_to_contact_median_risk_difference	0.03854332801701222
transcription_to_contact_mean_risk_difference	0.04988400267034756
transcription_to_contact_positive_cells	434
transcription_to_contact_negative_cells	166
transcription_to_contact_zero_cells	0
transcription_to_contact_sign_test_p_positive	0.7233333333333334
transcription_to_contact_sign_test_z	10.941054184431529
logit_T_next_T_t_std_beta	-24155548383.95072
logit_T_next_C_t_std_beta	-58101294713179.484
logit_T_next_T_prev_std_beta	388185837725.0334
logit_T_next_C_prev_std_beta	454864198186.0633
logit_C_next_C_t_std_beta	-46261292688906.64
logit_C_next_T_t_std_beta	-88040385654407.38
logit_C_next_C_prev_std_beta	744784088647.883
logit_C_next_T_prev_std_beta	443390301438.59485
