gene	log2_fold_change	p_value	fdr
CFLAR	-0.06071326834579722	0.5630190053977291	0.7818796488953886
ARF5	0.10926324942868065	0.45614752265515535	0.7069142061900436
SKAP2	-0.09378782476249371	0.533757597340445	0.7604582319037846
POLR2J	-0.010085741819798048	0.9325031807623031	0.9712442021205038
KMT2E	0.05335987412870059	0.6052990254187807	0.8018264383541319
MYCBP2	0.0755948212245778	0.5870105831799792	0.7913567201548966
FBXL3	0.10641142646421882	0.5078375851772865	0.7404034773961421
ITGAL	0.20304799774177495	0.2026609206033847	0.4590370335998915
KDM7A	0.09152970670269714	0.6374244320504967	0.8252239157371116
IFRD1	0.04696320342559162	0.8500588643078736	0.9319586309761396
PAFAH1B1	-0.1961637845204727	0.1316041360117179	0.37093157862079856
PSMB1	-0.36218977886318493	0.0011826222949181827	0.02599949629904743
JARID2	-0.05768758141250428	0.7460275621472059	0.8992789934611819
CDKL5	0.8780187747205863	2.4583935564721226e-06	0.000562797854096945
SPAG9	0.34427087112182186	0.0037415000972053627	0.04609141068022814
ST3GAL1	-0.11294574212127355	0.5757251914346769	0.7903722376153044
SEC62	-0.0029259777210932886	0.9849851256661932	0.9926260540035191
RPS20	0.1142376046744087	0.22947117626215363	0.48942434459495154
CSDE1	0.07360963701269717	0.4307822457930821	0.6807800335575955
ZNF207	0.047867515634191296	0.5600905861233102	0.7810106074232998
IDS	0.3566405907095453	0.05257858945424897	0.21888526553512286
BTK	0.31751353812192873	0.01973876860370949	0.12938853364541678
AKAP8L	0.0310640187636623	0.8300090688410963	0.9316280726995133
SLC25A39	-0.3031661235183636	0.12147547592059496	0.35601032518218084
CLK1	0.348243072594504	0.01708710112772966	0.1185313956870179
RNF14	-0.18190813237998466	0.34848950918575994	0.6148043316375938
CAPN1	-0.05926652977579355	0.7410956019761978	0.8976609946743729
WAS	-0.24643517394006662	0.06686082538362727	0.24946870308324673
RALBP1	-0.3244235388728117	0.06236793783155049	0.24087508962509638
CD74	0.20149597700652713	0.3235413391153621	0.5957249529402175
SERPINB1	-0.2982795432134417	0.019919357868191895	0.12958797036846692
RTF2	-0.1508631390068923	0.3889488216783069	0.6425524464489024
RNF10	0.19924161768168536	0.06066521933197638	0.23621416464685083
RB1CC1	0.20093359622556972	0.21996155169374332	0.47769765557805355
STRAP	-0.19790774700409397	0.32353054273900916	0.5957249529402175
UBR2	0.15397709495011194	0.35012488652144214	0.6148492216062449
PHF20	0.17347712924224928	0.14286219159553817	0.38374073644741363
TYMP	-0.26457830076273847	0.1299939395701671	0.36919021367564897
VIM	-0.34733385661172567	0.036550699608118485	0.18072992989619832
RNASET2	-0.08603518343673866	0.47896102730037426	0.7198953550689611
PIAS1	0.04828227661071273	0.7350495521582694	0.8948433394476647
MAP2K3	0.05700837641712327	0.6851298044546481	0.8641222335089958
TMSB10	-0.35931262054611685	0.035392659539625615	0.1768395471402972
GABARAPL2	-0.041786252998772117	0.7183026960368611	0.8860551572971508
CUL3	-0.13735720818071012	0.3275807739409935	0.5990196052241427
BOD1L1	0.006033061674210697	0.9524836105626426	0.9736425039360956
PSMA4	-0.34963565967514626	0.016163694867595467	0.1149150247054424
AP2S1	-0.21228145281826133	0.1073351287399844	0.32900378131943137
DCUN1D1	-0.2599337624909541	0.15703134703869967	0.40578263095533784
TPR	0.1628648064168929	0.3085536235094548	0.5786392755840039
RSF1	-0.09580463430256995	0.4168304364295068	0.6706222332838705
CELF2	0.12904047338638158	0.3109181267917096	0.5815471245881584
ARID1B	0.031651702300737355	0.8272238874609688	0.9316280726995133
CYBA	-0.3122920901660817	0.006672456925795313	0.06530781470521577
FOXN3	0.4521304384097313	0.002383357608265143	0.03784242246900989
THRAP3	-0.30062791602973815	0.034411039292393905	0.1743978986348996
ARID4B	-0.005116612561102925	0.9669900354528886	0.9840084447620037
SZRD1	-0.13457898624311015	0.34829043859829156	0.6148043316375938
TAB2	0.2653779704107913	0.04465733737967645	0.20045771013846653
KMT2C	0.19978696064496582	0.02411987626094443	0.1448206015835697
PITHD1	0.20424909789853615	0.32538707954412827	0.5968910611919888
ATP11B	0.3122256902042172	0.01891284226333225	0.1257044260200083
PPP1R12A	-0.052675674789307805	0.6817474118249134	0.8621389836263728
TARBP1	0.2878817463883167	0.04196467959164684	0.19469976343007575
SLC2A3	0.1701251624336576	0.36758990142301473	0.624596871740176
YBX3	0.10117523705216139	0.6104377555355015	0.8053567968359555
WNK1	0.0797345656163994	0.4817736320603201	0.7224076812321064
GPBP1	-0.022121770121770596	0.8466629871112492	0.9316280726995133
VMP1	-0.3245318092430909	0.17793054787913287	0.4331563082100185
EIF4B	0.09212029284074533	0.38730963416851827	0.6413273084899335
RPL18	-0.13148130768326766	0.34700173562307723	0.613694901244279
EPN1	0.09186709933007468	0.5647721077685767	0.7830404036611327
TAF2	0.5241953304562932	3.685292859985614e-05	0.0032914271855746515
CNN2	-0.3011850606304457	0.052792475741940854	0.21888526553512286
GNAI3	-0.028761858393115965	0.807641167259039	0.9206169219427013
PKN2	0.32692819143608837	0.024721709427118852	0.14632809102047373
PDIA5	0.4481374848484819	0.0441402433647379	0.19960888534243817
NDUFB4	-0.2847803022231896	0.0324305930636277	0.16922975726899442
SPEN	0.2420711067874279	0.10693958329741875	0.32900378131943137
ZC3H15	-0.29702885090068437	0.0128000717182038	0.09887190532601747
SLK	0.008839959066466787	0.9596173032945657	0.9780978077089405
CYB5R4	0.19799520665460676	0.15507163538045618	0.40217307977980377
FAM107B	-0.047528629355937914	0.7568053573054977	0.9019739556650384
YBX1	-0.34819839146968495	0.0022068398474704948	0.03666946676785276
PPP2R5A	0.006147036246125861	0.9697382332446414	0.9842016585984322
ELAVL1	0.031974855763543246	0.8386259302565721	0.9316280726995133
SP100	-0.18719489741507125	0.2924147812313296	0.5631546123713881
