metric	value
samples	9
genes	31362
selected_high_variance_genes	5000
cluster_1	Sample_2,Sample_3,Sample_5,Sample_7
cluster_2	Sample_1,Sample_4,Sample_6,Sample_8,Sample_9
diseased_cluster_by_marker_orientation	Sample_1,Sample_4,Sample_6,Sample_8,Sample_9
pc1_eigenvalue	5.720972754357739
pc2_eigenvalue	0.7270814755163475
marker_score_immune_inflammation_cluster_1_hits	39
marker_score_immune_inflammation_cluster_1_members	Sample_2,Sample_3,Sample_5,Sample_7
marker_score_immune_inflammation_cluster_1_mean_log_tpm	2.5196631204624245
marker_score_immune_inflammation_cluster_2_hits	39
marker_score_immune_inflammation_cluster_2_members	Sample_1,Sample_4,Sample_6,Sample_8,Sample_9
marker_score_immune_inflammation_cluster_2_mean_log_tpm	4.374193161085158
marker_score_extracellular_matrix_cluster_1_hits	15
marker_score_extracellular_matrix_cluster_1_members	Sample_2,Sample_3,Sample_5,Sample_7
marker_score_extracellular_matrix_cluster_1_mean_log_tpm	6.095919960829181
marker_score_extracellular_matrix_cluster_2_hits	15
marker_score_extracellular_matrix_cluster_2_members	Sample_1,Sample_4,Sample_6,Sample_8,Sample_9
marker_score_extracellular_matrix_cluster_2_mean_log_tpm	4.877812160699376
marker_score_interferon_cluster_1_hits	15
marker_score_interferon_cluster_1_members	Sample_2,Sample_3,Sample_5,Sample_7
marker_score_interferon_cluster_1_mean_log_tpm	2.554265727623211
marker_score_interferon_cluster_2_hits	15
marker_score_interferon_cluster_2_members	Sample_1,Sample_4,Sample_6,Sample_8,Sample_9
marker_score_interferon_cluster_2_mean_log_tpm	5.922505645307904
late_merge_1_distance	1.0305398566112267
late_merge_1_left	Sample_8
late_merge_1_right	Sample_9
late_merge_2_distance	1.0734443395612305
late_merge_2_left	Sample_1,Sample_4
late_merge_2_right	Sample_8,Sample_9
late_merge_3_distance	1.0884897839147905
late_merge_3_left	Sample_6
late_merge_3_right	Sample_1,Sample_4,Sample_8,Sample_9
late_merge_4_distance	1.8025222183161442
late_merge_4_left	Sample_2,Sample_3,Sample_5,Sample_7
late_merge_4_right	Sample_1,Sample_4,Sample_6,Sample_8,Sample_9
