rank	gene	disease_minus_healthy_log2_tpm	disease_mean_log2_tpm	healthy_mean_log2_tpm	abs_t
1	PIK3C2G	-1.6247589391877462	5.137349110725744	6.76210804991349	40.83628187693058
2	PGM2	1.370351116704585	8.026909832957884	6.656558716253299	39.596476378497336
3	SERPINB4	10.875028222921726	11.546235384943142	0.6712071620214153	38.438849115596206
4	LCE5A	-3.913605257635769	1.3952654439480145	5.308870701583784	38.132507012629254
5	BMP3	-1.6435420550943431	0.05269760285122823	1.6962396579455714	37.95487039030348
6	SPRR2A	9.894592377365395	10.389255674978266	0.4946632976128701	37.2066134730174
7	RGMB	-2.08388725024467	4.969824768710127	7.053712018954797	36.35295552490376
8	S100A8	9.876179415234036	13.503848715146233	3.6276692999121978	33.85971589508465
9	SNTB1	-4.298925087985163	1.788260744891615	6.087185832876778	33.60351914194054
10	LCE3A	5.854461686617318	6.005644125584262	0.15118243896694428	32.81635808641835
11	SPRR2B	8.226989488026094	8.768456326384342	0.541466838358249	32.116734751636635
12	S100A9	10.061204136730312	13.883592676377313	3.822388539647001	31.97670703030926
13	BCAR3	-2.8083934356697093	1.9278077112842484	4.736201146953958	31.59374654319052
14	CHAC1	4.755317650415823	4.914335705894878	0.1590180554790544	29.263231455878493
15	G10909	-0.6611672597521715	0.1849844659281494	0.8461517256803209	28.36692141120731
16	S100A7A	10.061455126206983	10.491793245948937	0.4303381197419548	28.308756773893137
17	GJB2	5.526055475564413	11.86642248985362	6.340367014289208	28.17037720832013
18	HMOX2	1.4247470688223238	6.241637821102344	4.81689075228002	27.954346559861108
19	GSTO2	-0.9845887046820785	4.686937466787699	5.671526171469777	27.78624274090405
20	ERBB4	-3.1173939030491	0.07818814681296979	3.1955820498620695	26.988187257827175
21	S100A12	5.337797198621046	5.397352566682142	0.0595553680610961	26.9428372524046
22	MAPRE3	-1.4965989026015043	2.943623123683266	4.44022202628477	25.93819533527018
23	CLCA2	1.6282233139457087	10.319235939003994	8.691012625058285	25.804843605366592
24	BTC	-5.6592740061108815	0.9896905821906195	6.648964588301501	25.68888384880066
25	NPAS1	-1.8971752083032853	0.7148989083782971	2.6120741166815824	24.564280378626894
26	PI3	8.820487934868012	10.29926767260297	1.4787797377349567	24.483657581580363
27	S100A7	9.738270817869548	12.761334674187335	3.023063856317786	24.336043963020177
28	SNHG14	-1.6989525686683664	3.037645446197365	4.736598014865732	24.256882204541654
29	ADAMTS9-AS2	-1.2958067454000237	0.47903841358765387	1.7748451589876777	24.097462231467425
30	GJB6	4.387910904650835	9.982143636763833	5.5942327321129985	23.95808106314286
31	ZNF138	-1.3471399252800937	3.655282261583994	5.002422186864088	23.94746833336695
32	CHRM4	-2.5386025451674787	0.056747478654795756	2.5953500238222746	23.827091615506642
33	KCNJ1	-0.9474549693862976	0.18386389524131708	1.1313188646276147	23.6107992521725
34	RTN4RL1	-2.163517794484537	2.063480824385684	4.226998618870221	23.49659929807968
35	GHc-857G6.7	-0.828586422517959	0.26346830375740227	1.0920547262753613	23.320597517683158
36	SERPINB3	7.210540993546575	11.252585182456684	4.0420441889101095	23.13073036680694
37	OASL	4.936168181287458	5.5731569073523435	0.6369887260648853	22.941977623211425
38	HUNK	-2.0704376809917946	2.0434505119273236	4.113888192919118	22.90569499243426
39	PDZK1IP1	2.211678103654121	7.429087950115277	5.217409846461156	22.558571878784612
40	G25746	-6.002825320275052	0.5807978649144727	6.583623185189525	22.37636047872637
41	GLRX3	1.0855087336685951	6.933099740415938	5.847591006747343	22.34178893319485
42	MAB21L1	-1.2708521575924563	0.06438327150081594	1.3352354290932722	22.225288709303296
43	NFIX	-1.8758388781793025	5.826581047894984	7.7024199260742865	21.846144755110892
44	WNK2	-4.148754478358958	0.9798751694215447	5.128629647780503	21.76105173534696
45	TYMP	4.163989329091743	7.6477042307988965	3.4837149017071534	21.54751132655141
46	STAT1	1.9896553812613265	8.846025058683786	6.856369677422459	21.168066598853006
47	LEPR	-2.5414004107338926	3.038958387334093	5.580358798067985	21.144765727803392
48	BOC	-2.029780126791697	4.617229940982993	6.64701006777469	21.068036713788782
49	LCE3E	5.98613251039191	7.313596050229579	1.327463539837669	20.970402552384428
50	SPRR1B	4.403849985392318	8.806248364406747	4.4023983790144285	20.893445241444248
51	TTC21B	-1.5034542712261203	3.7810625927827575	5.284516864008878	20.885157380519566
52	CADM3	-2.603170751994296	0.5885548722375918	3.191725624231888	20.7457389624995
53	LINC01091	-2.452889046309528	0.692388622338956	3.1452776686484842	20.61092395914096
