metric	value
scanpy_version	1.7.2
anndata_version	0.7.5
pbmc3k_shape	2638x1838
pbmc3k_var_names_dtype	object
pbmc3k_var_columns	n_cells
pbmc3k_var_names_first5	TNFRSF4|CPSF3L|ATAD3C|C1orf86|RER1
pbmc3k_var_names_last5	ICOSLG|SUMO3|SLC19A1|S100B|PRMT2
pbmc3k_var_names_unique	True
pbmc3k_gene_symbols_missing	COLUMN_ABSENT
pbmc68k_shape	700x765
pbmc68k_var_names_dtype	object
pbmc68k_var_columns	n_counts,means,dispersions,dispersions_norm,highly_variable
pbmc68k_var_names_first5	HES4|TNFRSF4|SSU72|PARK7|RBP7
pbmc68k_var_names_last5	SUMO3|ITGB2|S100B|PRMT2|MT-ND3
pbmc68k_var_names_unique	True
pbmc68k_gene_symbols_missing	COLUMN_ABSENT
common_gene_count	208
common_genes_first10	TNFRSF4|SRM|TNFRSF1B|EFHD2|C1QA|C1QB|STMN1|MARCKSL1|SMAP2|PRDX1
common_genes_last10	EIF3D|LGALS2|ADSL|TTC38|TYMP|ATP5O|TTC3|SUMO3|S100B|PRMT2
accepted_hvg_strings	True|1|TRUE
pbmc3k_hvg_flag_values	False|True
pbmc3k_hvg_count_before_gene_symbols	70
pbmc3k_gene_symbols_nonmissing_count	208
pbmc3k_hvg_count_after_gene_symbols	70
pbmc3k_hvg_first10	TNFRSF1B|MARCKSL1|SMAP2|SCP2|C1orf162|PTPN7|COA6|MAL|PPIG|UQCRC1
pbmc68k_hvg_flag_values	False|True
pbmc68k_hvg_count_before_gene_symbols	50
pbmc68k_gene_symbols_nonmissing_count	208
pbmc68k_hvg_count_after_gene_symbols	50
pbmc68k_hvg_first10	C1QA|DENND2D|FCER1A|CD247|TRAF3IP3|GNAI2|BBX|CD47|TIGIT|RAB7A
