metric	value
scanpy_version	1.7.2
anndata_version	0.7.5
first_shape	2638x1838
second_shape	700x765
common_gene_count	208
first_gene_symbols_column	False
second_gene_symbols_column	False
accepted_hvg_strings	True|1|TRUE
first_hvg_count	70
second_hvg_count	50
hvg_intersection_count	22
hvg_union_count	98
jaccard_unrounded	0.22448979591836735
jaccard_rounded_two_decimals	0.22
first_flag_values	False|True
second_flag_values	False|True
first_symbol_nonmissing_count	208
second_symbol_nonmissing_count	208
first_hvg_names	AHSA1|ARF6|ARL6IP5|ATP5O|ATP6V0E1|BBX|C16orf74|C1orf162|C20orf27|C9orf142|CAT|CCT6A|CD47|CD82|COA6|DNAJC7|DYNLT1|EIF3D|FPR1|GABARAPL2|GIMAP7|GNAI2|GPR171|H2AFY|IFT20|IGFBP7|IL16|ILF3-AS1|ITM2A|KLRB1|LMAN2|MAL|MARCKSL1|MED28|MPP1|MRPL21|MRPL40|MRPS33|MTCH2|NDUFA2|OAS1|OTUB1|PCNA|PHPT1|POLR3K|PPIG|PQBP1|PRMT2|PSMA7|PSMB6|PTPN7|RAB7A|RBM39|RGS19|SCP2|SIAH2|SMAP2|SMIM14|SNHG8|STUB1|SUMO3|TCEAL8|TIGIT|TMBIM4-1|TMBIM6|TNFRSF1B|UQCRC1|WIBG|ZNF106|ZYX
second_hvg_names	ABI3|ADSL|AHSA1|ARF6|BBX|C16orf13|C19orf24|C1QA|C20orf27|CD247|CD37|CD47|CLEC10A|CWC15|DENND2D|EMB|ERH|FCER1A|GIMAP7|GNAI2|H2AFY|IL16|LAT2|LGALS2|LGALS3|LMAN2|MED28|MPP1|MRPL40|NAA20|NDUFA2|NDUFB10|NSA2|OTUB1|PQBP1|PSMC5|PSMD7|PSMG2|RAB7A|SAMD3|SLC39A3|STK17A|STUB1|TCEAL8|TIGIT|TMBIM4-1|TMBIM6|TMEM208|TPM4|TRAF3IP3
