gene	log2_fold_change	p_value	fdr
CFLAR	-0.06071327392023044	0.56305309053169	0.7819269838384693
ARF5	0.10928013971764805	0.45610981049153	0.7070141696237093
SKAP2	-0.0937849697296567	0.5337934197360605	0.760509268995843
POLR2J	-0.010084766178802588	0.9325196271613067	0.9712613317882705
KMT2E	0.0533489807557875	0.6054108636594626	0.80188234276259
MYCBP2	0.07559765506887589	0.5870270550233645	0.7913789260645169
FBXL3	0.10640664620564068	0.5079022189781841	0.7404862741505613
ITGAL	0.203055435691766	0.20267820197926278	0.45910827041016067
KDM7A	0.09153186564262715	0.6374322769615246	0.8252044819515306
IFRD1	0.04696266473950787	0.8500615388748647	0.9319839377615082
PAFAH1B1	-0.19616207425121343	0.13162879525404145	0.37100108169235746
PSMB1	-0.36218347973522086	0.0011845217398281573	0.02604125486483749
JARID2	-0.05767577057930196	0.7460878062923735	0.8992696041913111
CDKL5	0.8780180570152412	2.4603390872571e-06	0.00056289154521698
SPAG9	0.34427131542446915	0.003745241688683987	0.04613750321663291
ST3GAL1	-0.11293905670331786	0.5757644842563953	0.7904346838505025
SEC62	-0.002925258696170611	0.9849893702858791	0.9926303315504381
RPS20	0.11423195376827727	0.22953897920040411	0.48956895713041415
CSDE1	0.07360762199746872	0.43084547991477207	0.6808788721232809
ZNF207	0.04787039604473819	0.5601423711341034	0.7810326931572346
IDS	0.35664072999330215	0.05258642321780788	0.21889932912440355
BTK	0.31751482735431225	0.01974473990159474	0.12942767577696737
AKAP8L	0.031078182045418883	0.8299516566977674	0.9316862589403727
SLC25A39	-0.303166900106802	0.12149151266377628	0.3561107993694815
CLK1	0.34824342858790036	0.01709557669722061	0.1185901898074187
RNF14	-0.18191242309560013	0.3484922308691306	0.6148091332246761
CAPN1	-0.059271530001587636	0.7410907049515425	0.8976755723982709
WAS	-0.2464392358416843	0.0668817941454678	0.24956074641746645
RALBP1	-0.3244278004651027	0.06237578450626824	0.24090539475529002
CD74	0.20149777296138843	0.32354646663667963	0.5958091505461536
SERPINB1	-0.29827323261608363	0.019932654545331125	0.12967969342459523
RTF2	-0.15085948999328516	0.38898217902579957	0.6426075535582284
RNF10	0.19924478975398055	0.060683787346594346	0.23628646353755672
RB1CC1	0.20093047783283777	0.2199904085813864	0.47776032501945465
STRAP	-0.19791184610346194	0.3235403761980169	0.5958091505461536
UBR2	0.15397203393300168	0.35016904737428867	0.6148673450433005
PHF20	0.17347782045769464	0.14290513335385366	0.3838560818846934
TYMP	-0.264575058529431	0.13001595260483068	0.36926569346066973
