87842at2759	Complete	NP_001186584.2	647.2	621	https://v10-1.orthodb.org/?query=87842at2759	Pep3/Vps18/deep orange
100698at2759	Complete	NP_001006523.2	865.2	499	https://v10-1.orthodb.org/?query=100698at2759	Helicase, C-terminal
156083at2759	Complete	XP_415805.2	3797.7	1938	https://v10-1.orthodb.org/?query=156083at2759	Pre-mRNA-processing-splicing factor 8
261328at2759	Complete	NP_001026135.1	517.2	437	https://v10-1.orthodb.org/?query=261328at2759	WD40 repeat
290630at2759	Complete	XP_015156280.2	759.6	545	https://v10-1.orthodb.org/?query=290630at2759	WD40 repeat
296129at2759	Complete	NP_001012958.2	1136.6	709	https://v10-1.orthodb.org/?query=296129at2759	RNA cytidine acetyltransferase
306227at2759	Complete	NP_001025735.2	597.1	479	https://v10-1.orthodb.org/?query=306227at2759	Vacuole morphology and inheritance protein 14
320059at2759	Complete	NP_001034382.1	902.6	452	https://v10-1.orthodb.org/?query=320059at2759	Radical SAM
324863at2759	Complete	NP_001305340.2	694.1	566	https://v10-1.orthodb.org/?query=324863at2759	RuvA domain 2-like
325552at2759	Complete	NP_001004402.2	490.1	367	https://v10-1.orthodb.org/?query=325552at2759	WD40 repeat
331411at2759	Complete	NP_001012586.1	470.6	401	https://v10-1.orthodb.org/?query=331411at2759	Tetratricopeptide-like helical domain superfamily
341721at2759	Complete	XP_004942209.3	368.0	387	https://v10-1.orthodb.org/?query=341721at2759	Nucleolar complex-associated protein 3
355408at2759	Complete	XP_419315.2	826.1	554	https://v10-1.orthodb.org/?query=355408at2759	Tetratricopeptide repeat-containing domain
383503at2759	Complete	XP_001232935.1	397.7	347	https://v10-1.orthodb.org/?query=383503at2759	Splicing factor 3A subunit 3
388820at2759	Complete	NP_001038099.1	680.2	587	https://v10-1.orthodb.org/?query=388820at2759	WD40 repeat
390348at2759	Complete	NP_989653.3	1246.8	739	https://v10-1.orthodb.org/?query=390348at2759	Pyridoxal phosphate-dependent transferase
396755at2759	Complete	XP_420968.3	621.3	652	https://v10-1.orthodb.org/?query=396755at2759	Tetratricopeptide repeat
418107at2759	Complete	NP_001026119.1	510.9	356	https://v10-1.orthodb.org/?query=418107at2759	WD40-repeat-containing domain
453044at2759	Complete	XP_003642643.1	374.5	296	https://v10-1.orthodb.org/?query=453044at2759	Zinc finger, ZPR1-type
491869at2759	Complete	XP_419525.3	263.2	255	https://v10-1.orthodb.org/?query=491869at2759	Protein arginine methyltransferase NDUFAF7
543764at2759	Complete	NP_001026212.3	249.7	237	https://v10-1.orthodb.org/?query=543764at2759	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
570797at2759	Complete	XP_415533.2	606.3	452	https://v10-1.orthodb.org/?query=570797at2759	Winged helix-like DNA-binding domain superfamily
582756at2759	Complete	NP_001136344.1	336.2	350	https://v10-1.orthodb.org/?query=582756at2759	RFT1
621827at2759	Complete	NP_001012624.1	369.2	329	https://v10-1.orthodb.org/?query=621827at2759	WD40-repeat-containing domain
655400at2759	Complete	XP_421257.5	320.4	274	https://v10-1.orthodb.org/?query=655400at2759	Ubiquinone biosynthesis monooxygenase COQ6
664730at2759	Complete	NP_001026018.2	651.0	349	https://v10-1.orthodb.org/?query=664730at2759	Pyridoxal phosphate-dependent transferase
673132at2759	Complete	NP_990119.2	323.8	275	https://v10-1.orthodb.org/?query=673132at2759	Aminomethyltransferase
674160at2759	Complete	XP_004937716.2	865.5	1048	https://v10-1.orthodb.org/?query=674160at2759	Armadillo-type fold
679771at2759	Complete	NP_001006406.1	155.9	177	https://v10-1.orthodb.org/?query=679771at2759	Eukaryotic translation initiation factor 3 subunit M
687505at2759	Complete	XP_422682.1	223.7	220	https://v10-1.orthodb.org/?query=687505at2759	DnaJ domain
719531at2759	Complete	NP_001025979.2	425.6	284	https://v10-1.orthodb.org/?query=719531at2759	PIGA, GPI anchor biosynthesis
720340at2759	Complete	NP_001026436.1	204.9	223	https://v10-1.orthodb.org/?query=720340at2759	Cell division control protein 73, C-terminal
721605at2759	Complete	NP_001006281.2	339.5	243	https://v10-1.orthodb.org/?query=721605at2759	NAD(P)-binding domain
734666at2759	Complete	XP_422813.2	525.3	374	https://v10-1.orthodb.org/?query=734666at2759	60S ribosomal export protein NMD3
759498at2759	Complete	XP_025003879.2	609.8	425	https://v10-1.orthodb.org/?query=759498at2759	WD40-repeat-containing domain
