1003258at2759	Complete	NP_496426.1	257.9	285	https://v10-1.orthodb.org/?query=1003258at2759	GPI mannosyltransferase 1	Complete	NP_001026693.3	309.4	283	https://v10-1.orthodb.org/?query=1003258at2759	GPI mannosyltransferase 1
100698at2759	Complete	NP_499487.1	822.2	498	https://v10-1.orthodb.org/?query=100698at2759	Helicase, C-terminal	Complete	NP_001006523.2	865.2	499	https://v10-1.orthodb.org/?query=100698at2759	Helicase, C-terminal
1010730at2759	Complete	NP_493544.2	399.4	262	https://v10-1.orthodb.org/?query=1010730at2759	Winged helix-like DNA-binding domain superfamily	Complete	NP_001006581.3	438.6	264	https://v10-1.orthodb.org/?query=1010730at2759	Winged helix-like DNA-binding domain superfamily
1014314at2759	Complete	NP_492416.2	167.0	215	https://v10-1.orthodb.org/?query=1014314at2759	WD40-repeat-containing domain	Complete	NP_001025782.2	270.6	215	https://v10-1.orthodb.org/?query=1014314at2759	WD40-repeat-containing domain
1018517at2759	Complete	NP_496427.1	300.3	211	https://v10-1.orthodb.org/?query=1018517at2759	Tetrapyrrole methylase	Complete	XP_422306.1	314.3	211	https://v10-1.orthodb.org/?query=1018517at2759	Tetrapyrrole methylase
1019762at2759	Complete	NP_506083.1	237.2	375	https://v10-1.orthodb.org/?query=1019762at2759	Signal recognition particle subunit SRP68	Complete	NP_001006204.1	377.8	373	https://v10-1.orthodb.org/?query=1019762at2759	Signal recognition particle subunit SRP68
1038775at2759	Complete	NP_495988.1	127.5	184	https://v10-1.orthodb.org/?query=1038775at2759	Eukaryotic translation initiation factor 3 subunit F	Complete	XP_421624.1	203.4	203	https://v10-1.orthodb.org/?query=1038775at2759	Eukaryotic translation initiation factor 3 subunit F
1041560at2759	Complete	NP_491780.1	213.6	259	https://v10-1.orthodb.org/?query=1041560at2759	Mitochondrial import inner membrane translocase subunit TIM44	Complete	NP_001273092.1	273.7	259	https://v10-1.orthodb.org/?query=1041560at2759	Mitochondrial import inner membrane translocase subunit TIM44
1049599at2759	Complete	NP_001380015.1	333.1	339	https://v10-1.orthodb.org/?query=1049599at2759	WD40-repeat-containing domain	Complete	NP_001034420.3	399.7	274	https://v10-1.orthodb.org/?query=1049599at2759	WD40-repeat-containing domain
1051021at2759	Complete	NP_498606.1	312.5	322	https://v10-1.orthodb.org/?query=1051021at2759	ALG11 mannosyltransferase	Complete	NP_001186754.2	385.6	321	https://v10-1.orthodb.org/?query=1051021at2759	ALG11 mannosyltransferase
1065019at2759	Complete	NP_496966.1	265.6	220	https://v10-1.orthodb.org/?query=1065019at2759	Diphosphomevalonate decarboxylase	Complete	XP_423130.5	332.5	252	https://v10-1.orthodb.org/?query=1065019at2759	Diphosphomevalonate decarboxylase
1079827at2759	Complete	NP_001366901.1	353.8	224	https://v10-1.orthodb.org/?query=1079827at2759	Ribosomal biogenesis NSA2 family	Complete	NP_001006579.1	379.6	224	https://v10-1.orthodb.org/?query=1079827at2759	Ribosomal biogenesis NSA2 family
1085752at2759	Complete	NP_500844.1	146.1	195	https://v10-1.orthodb.org/?query=1085752at2759	Atg6/Beclin	Complete	NP_001006332.1	253.1	224	https://v10-1.orthodb.org/?query=1085752at2759	Atg6/Beclin
1094121at2759	Complete	NP_001379220.1	121.2	131	https://v10-1.orthodb.org/?query=1094121at2759	ESCRT-II complex, Vps25 subunit	Complete	XP_003642862.1	142.9	131	https://v10-1.orthodb.org/?query=1094121at2759	ESCRT-II complex, Vps25 subunit
1096688at2759	Complete	NP_498118.1	335.7	214	https://v10-1.orthodb.org/?query=1096688at2759	GPN-loop GTPase	Complete	XP_419990.3	365.5	214	https://v10-1.orthodb.org/?query=1096688at2759	GPN-loop GTPase
1138059at2759	Complete	NP_498051.1	269.8	208	https://v10-1.orthodb.org/?query=1138059at2759	Methyltransferase type 11	Complete	NP_001034421.2	319.0	208	https://v10-1.orthodb.org/?query=1138059at2759	Methyltransferase type 11
1157302at2759	Complete	NP_493272.1	320.4	203	https://v10-1.orthodb.org/?query=1157302at2759	Eukaryotic translation initiation factor 6	Complete	NP_001026019.2	385.7	204	https://v10-1.orthodb.org/?query=1157302at2759	Eukaryotic translation initiation factor 6
