C	READ_1023	Sus scrofa (taxid 9823)	75	9823:8 9821:16 9823:2 9821:1 9823:14
C	READ_1044	Sus scrofa (taxid 9823)	75	9821:2 314145:5 9347:2 9821:1 9347:2 1437010:5 9347:6 314145:2 9823:3 9347:5 9821:1 1:5 1437010:2
C	READ_1248	Sus scrofa (taxid 9823)	75	9821:8 9823:9 9821:5 9823:5 9821:1 9823:9 9821:4
C	READ_1880	Sus scrofa (taxid 9823)	75	9823:2 9821:5 9823:24 9821:10
C	READ_4188	Sus scrofa (taxid 9823)	75	0:2 9823:39
C	READ_6638	Sus scrofa (taxid 9823)	75	9823:4 91561:1 9347:9 117571:2 1:5 32523:3 9347:1 314145:1 117571:6 32524:9
C	READ_6807	Sus scrofa (taxid 9823)	75	9823:40 314145:1
C	READ_7751	Sus scrofa (taxid 9823)	75	1:1 1437010:6 91561:9 9821:1 91561:9 9823:4 9821:2 9823:9
C	READ_8176	Sus scrofa (taxid 9823)	75	9823:23 91561:6 9821:4 91561:6 9821:2
C	READ_8629	Sus scrofa (taxid 9823)	75	1:11 1437010:5 0:9 9823:5 0:8 334625:3
C	READ_11010	Sus scrofa (taxid 9823)	75	0:1 9823:6 9347:5 1437010:1 9823:4 91561:5 9821:19
C	READ_11269	Sus scrofa (taxid 9823)	75	9823:14 9821:5 9823:7 9821:5 9823:10
C	READ_11472	Sus scrofa (taxid 9823)	75	9821:22 9823:19
C	READ_13007	Sus scrofa (taxid 9823)	75	9347:4 1437010:6 9821:5 1437010:2 9821:10 9823:5 9821:6 91561:3
C	READ_13062	Sus scrofa (taxid 9823)	75	9823:4 1:17 2759:7 1:1 2759:6 9823:6
C	READ_13389	Sus scrofa (taxid 9823)	75	1:4 0:5 9823:6 1:7 0:10 9685:5 1:1 9606:3
C	READ_21010	Sus scrofa (taxid 9823)	75	0:6 1:5 9823:1 1:29
C	READ_21691	Sus scrofa (taxid 9823)	75	0:5 314145:5 2759:15 1437010:5 2759:5 1437010:4 9823:2
C	READ_21867	Sus scrofa (taxid 9823)	75	9823:14 9821:5 9823:14 9821:4 91561:4
C	READ_25028	Sus scrofa (taxid 9823)	75	0:6 9823:1 314145:5 0:12 1:5 0:12
C	READ_25488	Sus scrofa (taxid 9823)	75	9823:22 1437010:1 9823:5 9347:1 314145:12
C	READ_26517	Sus scrofa (taxid 9823)	75	1:17 9823:5 0:19
C	READ_28907	Sus scrofa (taxid 9823)	75	1437010:5 9823:16 0:20
C	READ_29075	Sus scrofa (taxid 9823)	75	9821:1 91561:1 9821:5 9823:9 9821:1 9823:9 9821:2 9823:12 9821:1
C	READ_29283	Sus scrofa (taxid 9823)	75	9823:3 91561:5 9823:2 9821:5 314145:6 9823:1 314145:5 9823:1 9821:5 9823:3 9821:5
C	READ_30087	Sus scrofa (taxid 9823)	75	2759:4 9823:4 1:9 0:5 1:1 0:7 1:5 0:6
