scog_id	mean_patristic	min	max	median	stdev	n_pairs	status
1003258at2759	1.5591328998	0.8140385329	1.9847051164	1.8786550501	0.647445647008413	3	ok
100698at2759	0.47042986953333327	0.09377584089999999	0.6588534897999999	0.6586602778999999	0.3261919715397659	3	ok
1010730at2759	1.2812257515333334	0.5218424374	1.8056474024	1.5161874148	0.6733825320302285	3	ok
1014314at2759	0.6398853177	0.0412767684	1.222630875	0.6113181407	0.5933723710902897	6	ok
1018517at2759	0.5667758868333334	0.2258503503	0.9136817597	0.5697660550000001	0.27723107662333707	6	ok
1019762at2759	1.2219457336666666	0.14110250670000002	1.7785935822	1.7461411121	0.9361783225773206	3	ok
1038775at2759	0.8303901375999999	0.1457855411	1.1782330552	1.1671518164999999	0.5929108606059409	3	ok
1041560at2759	0.8022136593333333	0.2145236156	1.1016722592	1.0904451032	0.5089854643164454	3	ok
1065019at2759	1.0825288678666667	0.3889741463	1.4303443601	1.4282680972000001	0.6006369049371425	3	ok
1079827at2759	0.24679564853333333	0.0350591238	0.37019114399999997	0.3351366778	0.18420496961198915	3	ok
1094121at2759	0.7524257582666667	0.2970581949	1.0687442651999999	0.8914748147	0.4041977583374434	3	ok
1096688at2759	0.7192543434	0.2933016151	0.9569526428	0.9075087723	0.369713360783953	3	ok
1112002at2759	1.0809956647333334	0.449418008	1.4108424255	1.3827265607	0.5471429226691498	3	ok
1129824at2759	1.2589226904666668	1.1268183165	1.3452848022000001	1.3046649527	0.11619452336144916	3	ok
1138059at2759	0.6159743677333334	0.2630305242	0.793443457	0.791449122	0.30565996116450156	3	ok
1157302at2759	0.3305224324666666	0.0655070223	0.47387894989999996	0.4521813252	0.22976634315921998	3	ok
1161199at2759	1.022787997	0.2055908001	1.4929979246	1.3697752663	0.7103903151405871	3	ok
1173229at2759	1.3465436398166666	0.497291139	2.2327502318	1.3390639095	0.8959258170194003	6	ok
1193442at2759	0.85468011245	0.40850442910000007	1.3420263054	0.823438101	0.4698241888936729	6	ok
1194691at2759	0.5894020783333334	0.0683845661	0.8623990942	0.8374225747	0.451387187093234	3	ok
1200489at2759	1.2634072330666666	0.2886742602	1.7552213554999998	1.7463260834999998	0.8441552332131252	3	ok
1217666at2759	0.4725809077333333	0.1275112789	0.6668757808	0.6233556634999999	0.29963024999127214	3	ok
1249159at2759	0.8173860727833333	0.1613614753	1.4070150188000001	0.83398498565	0.6176869078948428	6	ok
1251252at2759	0.8207934447333333	0.1326012034	1.1663986183	1.1633805124999999	0.5959938741415071	3	ok
1260807at2759	1.0687310068666667	0.4206148177	1.4143083557999998	1.3712698471	0.5616974490797708	3	ok
1264469at2759	1.4902947420666668	0.6334468683	2.0328371586	1.8046001993	0.7507757564555948	3	ok
1269244at2759	1.1610125099333333	0.1375750752	1.6784339289999999	1.6670285256	0.8863411633884768	3	ok
1269649at2759	0.57398094315	0.2119412638	0.8739036966	0.5923024137499999	0.3190911813162999	6	ok
1284731at2759	1.0719411247333335	0.40371363120000003	1.4516162737	1.3604934693000001	0.5804927464713155	3	ok
1287094at2759	0.9796224898000001	0.2951296828	1.4065254067000001	1.2372123799	0.5988025779729901	3	ok
1287401at2759	0.40560412646666666	0.3794032448	0.44345239550000004	0.3939567391	0.03357558116696894	3	ok
1291729at2759	1.2973927757333332	0.3210372894	1.8157687113	1.7553723264999999	0.8460877363454261	3	ok
1304061at2759	0.4211075482	0.0208309459	0.6236759328	0.6188157659000001	0.34665822371205657	3	ok
1338131at2759	0.38388545313333333	0.112174425	0.5239352786	0.5155466557999999	0.2353460311011744	3	ok
1342242at2759	1.6978771859000001	0.8171913848000001	2.5488618762	1.7408050495	0.8190604845083556	6	ok
1346165at2759	1.4446200683333335	0.5579365554	1.9941525186	1.7817711310000002	0.7751981698447004	3	ok
1346432at2759	1.0664543440833334	0.34281996940000004	1.8478485745	1.00869448835	0.7392714538457229	6	ok
1355894at2759	0.38694382373333336	0.0235584769	0.5804133602	0.5568596341000001	0.31492122383730337	3	ok
1358374at2759	0.883388796	0.155312276	1.3156614511	1.1791926609	0.6342140781361967	3	ok
1364586at2759	1.1996138339333333	0.5040106359	1.5749651758999998	1.5198656899999998	0.6030396713088298	3	ok
1370285at2759	1.2883555198	0.1328879356	1.8827269663	1.8494516575	1.0008025855015923	3	ok
1379600at2759	0.9581301600666666	0.084780622	1.4141172996	1.3754925586	0.7565894060752333	3	ok
1382842at2759	0.9014361265333334	0.231970311	1.3521516524000001	1.1201864162	0.5912616394855275	3	ok
1405073at2759	0.34475838495	0.1129984884	0.5641155535	0.34659745915	0.2228210490335051	6	ok
1421503at2759	0.435202667	0.193481127	0.5581377794	0.5539890946	0.20934727146865598	3	ok
1423847at2759	0.6981129657999999	0.168080354	0.9694586128	0.9567999305999999	0.4590653414683004	3	ok
1428854at2759	1.35440346165	0.5243474266000001	2.123424924	1.3568469757	0.8209125812635846	6	ok
1432328at2759	0.5792910874	0.0765997384	0.8372457401	0.8240277837	0.43539364127468366	3	ok
1434266at2759	1.4288699071333333	0.24938581999999998	2.0453737017	1.9918501997	1.0218136939614533	3	ok
1441854at2759	0.7475300297333333	0.5033615166	0.9103162318	0.8289123408	0.21533774743827905	3	ok
1445102at2759	0.5401962080666667	0.1532991661	0.7581010504	0.7091884077	0.33595401838033123	3	ok
1455730at2759	0.45252144813333334	0.047154152399999996	0.6710343656000001	0.6393758264	0.3514150667141156	3	ok
1488235at2759	0.6914058371999999	0.2829738327	0.9215325493	0.8697111296	0.3546602481387601	3	ok
1488436at2759	0.6018768091333333	0.0342174227	0.8947573934	0.8766556113	0.49169075940391677	3	ok
1504863at2759	0.7117789149999999	0.1292083712	1.3191651569999998	0.6869632167999999	0.5962800048131365	6	ok
1513531at2759	0.962769751	0.145664079	1.4263730805	1.3162720934999999	0.7097723693167565	3	ok
1525971at2759	0.8614077985166667	0.2575848188	1.4073184229	0.8758858873500001	0.5425692703247487	6	ok
1538526at2759	0.8411019836666667	0.33255388610000003	1.0954312716999999	1.0953207932	0.44041557500317996	3	ok
1552706at2759	0.6493725668	0.18741101310000002	0.8806696559	0.8800370314	0.40007056612068825	3	ok
156083at2759	0.09463541946666668	0.0068741689	0.1841864659	0.09381243825	0.0895022497206393	6	ok
1620056at2759	0.9380056757333333	0.5080261648	1.5009659136	0.8134918071999999	0.4838942738754269	6	ok
1626636at2759	0.5288760111333334	0.0205736633	0.7933118314000001	0.7727425387	0.44032287194762415	3	ok
1633672at2759	0.25712394873333333	0.009755116599999999	0.385684641	0.3759320886	0.21428318273451982	3	ok
176625at2759	1.6977264919333332	0.6769730216000001	2.2144235870999998	2.2017828671	0.8840210304900482	3	ok
271586at2759	1.9764695957333336	0.2584509325	2.8625949415000003	2.8083629132000003	1.4880948805895815	3	ok
290630at2759	0.9991505584666667	0.3184542581	1.3415846646	1.3374127527000002	0.5895039789618691	3	ok
296129at2759	0.6296260337333334	0.1803730371	0.8909260764	0.8175789877	0.3907891248400009	3	ok
306227at2759	1.1728052664	0.2190440401	1.714404637	1.5849671221	0.8285130506882988	3	ok
320059at2759	0.23898105826666668	0.0676222413	0.3249253399	0.32439559360000003	0.14840132503433812	3	ok
324863at2759	1.5027658922	0.3519478859	2.0992489979	2.0571007928	0.9968604117510727	3	ok
331411at2759	0.5517209296	0.0259236143	0.8161801545	0.81305902	0.4553565064349663	3	ok
341721at2759	1.4680013384833333	0.3299015879	2.5610584238999996	1.4847218493499998	1.170223278547219	6	ok
355408at2759	0.1201200946	0.0856571993	0.1400200429	0.1346830416	0.029964800350796968	3	ok
390348at2759	0.23011384866666665	0.2200636834	0.2405812517	0.2296966109	0.010265145773526116	3	ok
39650at2759	1.0403453749333333	0.2362462849	1.4948817385	1.3899081013999999	0.6983454561073814	3	ok
396755at2759	0.9098529377333333	0.0499151735	1.3555423616	1.3241012781000001	0.744893854316762	3	ok
418107at2759	0.7090555456666666	0.1356477194	1.014728081	0.9767908366	0.49694789469929757	3	ok
453044at2759	1.0663724661	0.3090936164	1.7701990803999998	1.0748217899999999	0.7271820665326948	6	ok
570797at2759	2.0334451293666667	0.2871813855	3.8484475371	1.9976970387500002	1.7712665011189634	6	ok
621827at2759	1.4191667410666666	0.4419789604	1.928039486	1.8874817768	0.8465123749580228	3	ok
664730at2759	0.5433412275333334	0.2788299643	0.8090195419999999	0.5542260058999999	0.2465248455017285	6	ok
673132at2759	0.8285599446166667	0.5353204684999999	1.1429882139	0.79551121955	0.2939835755209637	6	ok
674160at2759	1.8706589398000002	0.4557819208	2.584317909	2.5718769896	1.2253352309835968	3	ok
679771at2759	1.4105997872666665	0.0500814203	2.1158975949	2.0658203466	1.1785094835594487	3	ok
720340at2759	0.9551459680666667	0.0229854775	1.4319636061	1.4104888206000001	0.8073460699930262	3	ok
734666at2759	0.7106050124000001	0.2063752681	0.9628153967	0.9626243724000001	0.4366757783530057	3	ok
777920at2759	1.0173571554666667	0.2977338072	1.4036886553	1.3506490039	0.6237761006026559	3	ok
814241at2759	0.6195640675333333	0.0793946645	0.8971500914999999	0.8821474466	0.467860564504575	3	ok
836599at2759	0.6780286515333334	0.09827903269999999	0.9910092788	0.9447976431	0.5026092858489225	3	ok
866359at2759	0.6105387600000001	0.0670045708	0.890803234	0.8738084752	0.4707911071575626	3	ok
891751at2759	1.9117014892	0.6795156958	2.6347798924	2.4208088794	1.0724538548085192	3	ok
919955at2759	1.0464429820666667	0.1596961516	1.4959022353	1.4837305593	0.7679693961553232	3	ok
974865at2759	0.9880003310500001	0.219961743	1.7922476438000001	0.9554388628	0.8025644602021405	6	ok
975158at2759	0.6625683372666666	0.1160797589	0.9719351170999999	0.8996901358	0.4746495117923062	3	ok
981902at2759	0.8917256128	0.1406403912	1.2840466177	1.2504898295	0.65067524318051	3	ok
996662at2759	1.4757947088333332	0.31268418119999997	2.6304273551	1.49552728255	1.1703018853461267	6	ok
