scog_id	mean_patristic	min	max	median	stdev	n_pairs	status
1003258at2759	1.6908806038333333	1.2406636763	2.2561789571	1.71084939055	0.3762676296097333	6	ok
100698at2759	1.08087533925	0.5658337695	1.3004044718999999	1.15652672945	0.2765327883794531	6	ok
1010730at2759	1.1521924699	0.9318848201000001	1.2897166463	1.1903114812999998	0.12656209298497798	6	ok
1014314at2759	1.9411812228	1.2285771787000002	2.7960469577	1.8885132639500002	0.6616954626164826	6	ok
1018517at2759	0.9328782691499999	0.5722471425	1.2883874519	0.89374203575	0.30690535966788596	6	ok
1019762at2759	2.4266902160666666	1.8483411943	3.0997535543000003	2.3319758996	0.4262057187525877	6	ok
1038775at2759	1.1136281723333334	1.0251172747	1.2470128622	1.0687543801000001	0.1175570323717081	3	ok
1041560at2759	1.270546321	1.0208408383999998	1.5932008450000001	1.1975972796	0.23215646445448943	6	ok
1065019at2759	1.1527294435	0.9099684751	1.4821005301999999	1.1187248222	0.23406605309353867	6	ok
1079827at2759	0.57980335505	0.4734392831	0.6486059908999999	0.57366387455	0.06425444389228259	6	ok
1094121at2759	2.1355514775333333	1.6602754338999999	2.2830828269000003	2.2254338638	0.23590131232776893	6	ok
1096688at2759	0.98121956815	0.8421119226	1.2274561727000002	0.94804602175	0.14861404059745878	6	ok
1112002at2759	1.36595670145	1.2522511536	1.5377467622999998	1.32597474635	0.11041486037139375	6	ok
1129824at2759	1.8309187936833333	1.5546027513	1.9886789178000002	1.8850391014999999	0.16852207832014257	6	ok
1138059at2759	1.0045010568666666	0.8829765399	1.2038468677	0.93422468795	0.14015157370690454	6	ok
1157302at2759	0.35794312768333336	0.28248285160000003	0.45860251220000003	0.3506929525	0.06851438349185612	6	ok
1161199at2759	2.3058335358333335	1.5109117473	3.0754811039	2.43238700765	0.5741888293859607	6	ok
1173229at2759	1.9965374652666665	1.7088789662	2.1709532007999996	2.1097802288	0.2509902232952387	3	ok
1193442at2759	1.4579087552666665	1.2354259495	1.7657772988999998	1.45650264645	0.1822966681022654	6	ok
1194691at2759	1.41257112855	1.2676848021	1.6010423398999998	1.3805840409499999	0.13071222059000132	6	ok
1200489at2759	1.4204797724	1.2036936348	1.6710882317	1.3828647912499998	0.20966898355880634	6	ok
1217666at2759	1.15947238915	0.8854020686999999	1.5009315002	1.1255089532	0.2435096615168605	6	ok
1249159at2759	1.8278625061666667	0.8526754423999999	2.8987023076	1.9519488323	0.800526638680807	6	ok
