GeneID	logFC	logCPM	F	PValue	FDR
ENSG00000184254	1.18946104487149	9.57428208349572	1166.29279718953	2.81323514368092e-254	1.7913837424417e-249
ENSG00000063438	1.7713743554136	5.27899561875336	704.303719844325	5.64278305363072e-155	1.79657748253022e-150
ENSG00000153292	0.791274096770997	8.01697891437666	420.808694706062	1.93723830832985e-93	3.083938093988e-89
ENSG00000119125	0.905245802692552	6.88734651145649	413.265735836497	8.43997082853714e-92	1.07486404489752e-87
ENSG00000103044	0.747137563164524	8.3949865779701	399.95862585084	8.1196089979357e-89	7.38617631659359e-85
ENSG00000140465	1.85995552549282	3.79646327665924	311.581420577736	1.08727713920433e-69	7.69272737701268e-66
ENSG00000166949	0.661203454910329	8.21043777150706	304.863579996514	3.14800016288098e-68	2.00455206371772e-64
ENSG00000181019	0.625596022112648	8.26305324698917	276.245240513491	5.32823308866427e-62	3.0844172580625e-58
ENSG00000163659	0.613696635639803	7.92986375067057	251.081315179906	1.74932077918701e-56	9.28262493802427e-53
ENSG00000103257	0.55103807077704	8.82772808730526	233.473781213011	1.09954527100761e-52	5.38582647861168e-49
ENSG00000128510	0.673783546245903	6.51684157453669	206.465669174645	8.45909302835091e-47	3.36656041728938e-43
ENSG00000090861	0.533971528652397	7.74092738739597	184.123737385586	6.30516930442879e-42	2.16397609268006e-38
ENSG00000182319	0.601620997752233	6.83925288316986	184.076401144521	6.45689114765476e-42	2.16397609268006e-38
ENSG00000185551	0.601977379845297	6.76044559052514	179.766259844472	5.6282966216773e-41	1.70663354275498e-37
ENSG00000112139	0.702603531930085	5.91228939208144	173.521304718542	1.29747719567201e-39	3.44247730786694e-36
ENSG00000050405	0.53652390544558	7.15634767294783	161.732643709493	4.85715173238073e-37	1.10460303879574e-33
ENSG00000169715	0.517219084743787	7.40294846834001	161.525210775565	5.39103009784389e-37	1.18374008117381e-33
ENSG00000138678	0.676585609064684	5.67608227385358	144.614336507645	2.77323297012534e-33	4.77273394158571e-30
ENSG00000135932	0.504672548240468	7.10105494261565	140.696209887729	1.91216726036402e-32	3.07460082088276e-29
ENSG00000138061	1.33263788449219	3.45528641293758	140.676350443588	1.93137291071047e-32	3.07460082088276e-29
ENSG00000183087	0.539056397657303	6.5451531134378	134.838179755156	3.64748560571841e-31	4.9417221471347e-28
ENSG00000135069	0.593026590202759	6.03899519321861	131.986373222164	2.33964230201219e-30	3.04043679316797e-27
ENSG00000148426	0.554760861653836	6.30974554545913	130.639008040108	3.02081260887023e-30	3.84712568990059e-27
ENSG00000253368	0.502748020300478	6.603841500814	119.694094006264	7.48708200208429e-28	8.82879482679114e-25
ENSG00000138623	0.63061623183952	5.48134590032821	114.208211745039	1.18857289938967e-26	1.37608648208066e-23
ENSG00000129474	0.598627822770311	5.627060365344	110.149777194819	9.35633417589257e-26	1.02721257123847e-22
ENSG00000101665	1.00087705573896	3.74892048786739	99.5586776462701	1.9233534649487e-23	1.80107909687556e-20
ENSG00000164484	0.60183168389014	5.10249695027864	85.3544347806905	2.51233256649017e-20	1.81792955495903e-17
ENSG00000177494	0.806014116789708	4.01340079032775	77.7333919013993	1.18650064051692e-18	7.78894858620579e-16
ENSG00000130518	0.629664553114326	4.55077515208387	67.437058280252	2.1852334665431e-16	1.09566229487453e-13
ENSG00000114812	0.840129743899281	3.56312948403087	64.5744984776781	9.33435129441745e-16	4.43569766697478e-13
ENSG00000105997	0.690212997899577	4.12395389239505	61.4477622941961	4.56389182078779e-15	2.03227230400213e-12
ENSG00000128228	0.562965559748069	4.7598692087355	61.0898794443895	5.47343094276331e-15	2.42035876487736e-12
ENSG00000272482	1.10600072585256	2.22325722754305	45.4341349006052	1.58193154380961e-11	4.41809889978792e-09
ENSG00000109680	0.676732898119999	3.6044199356148	43.4078664788469	4.45258130454754e-11	1.18136258220697e-08
ENSG00000166833	0.632477681337612	3.53860599959393	36.6665910783384	1.40356078169858e-09	2.89237993191651e-07
ENSG00000105991	1.09377590043511	1.75743787677107	32.1392145675569	1.43665679311479e-08	2.38856382807234e-06
ENSG00000010072	0.546733401266164	3.74820514071913	31.248553352049	2.27248017627676e-08	3.61678612171263e-06
ENSG00000235523	2.52845515919538	-0.223399688190963	30.9145193710613	2.69916089999486e-08	4.18186055058327e-06
ENSG00000146070	0.810593871505354	2.43242785020794	29.4795013842741	5.65626943725785e-08	8.2419741179924e-06
ENSG00000012124	0.659897877285236	3.0782166470848	29.2200271408472	6.46657659415821e-08	9.211905990743e-06
ENSG00000102678	0.716536911306061	2.77093011809465	28.9188063602217	7.554274163905e-08	1.07134413348548e-05
ENSG00000240875	0.889758145807164	2.11499291069868	27.7925197557107	1.35286050399248e-07	1.82127057743613e-05
ENSG00000243629	2.12004374242928	-0.0668935961896571	26.7890742770472	2.27088307009268e-07	2.90951753026744e-05
ENSG00000137834	0.587653744114172	3.26965190958759	26.5601026291912	2.55655372247812e-07	3.21726623292963e-05
ENSG00000253187	0.564565885694654	3.3610696785634	26.0535329207617	3.32318686760822e-07	4.06162322780592e-05
ENSG00000173295	0.506160538223742	3.66192738754566	25.526215328552	4.36713487751476e-07	5.27677509668894e-05
